pid,trial_type,rt,time_elapsed,cost,display_ev,problem_id,payoff_matrix,net_payoff,min_trial_secs,click_times,click_cost,payoff_value,probabilities,e_vs,payoff_index,choice_index,revealed_points,clicks,answers,correct,flag,block,trial_index,sigma,alpha
10,mouselab,21856.0,227131,8,True,mfqNgrWLCngjYvI,"[[-12, 85, 106, 92, -20, -73], [7, -60, -62, 29, -9, 16], [65, -31, 5, 113, -113, -100], [93, 111, 43, -124, -5, -39]]",82,20.0,"[3379, 5271, 20576]",24,106,"[0.94, 0.03, 0.01, 0.02]","[-11, 0, 100, 86, 0, 0]",0,2,"[[-12, 0, 106, 92, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[0, 2, 3]",,,,instruct3,1,75,0.10000000000000002
10,mouselab,21147.0,250259,8,True,7AfAH9c0lNBVLIV,"[[-83, -94, 84, 49, 63, -113], [-38, 62, 44, -97, -40, 74], [72, 48, -105, 97, 19, -63], [68, -61, -21, 56, 24, -20]]",-69,20.0,"[3050, 3782, 4836, 9557, 10094, 10432]",48,-21,"[0.62, 0.01, 0.04, 0.33]","[-51, -58, 52, 30, 39, -70]",3,2,"[[-83, -94, 84, 49, 63, -113], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[0, 1, 2, 3, 4, 5]",,,,instruct3,2,75,0.10000000000000002
10,mouselab,22998.0,437670,8,True,YJJw7eiH44fE6qH,"[[134, -56, 47, -91, 36, -34], [-16, -58, -18, 83, 25, -12], [-50, -5, 151, -64, -117, 35], [-25, 70, -104, -123, 16, -106]]",135,20.0,"[3329, 4461]",16,151,"[0.14, 0.15, 0.68, 0.03]","[-34, 0, 103, 0, 0, 0]",2,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-50, 0, 151, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[12, 14]",,,,test,0,75,0.10000000000000002
10,mouselab,20589.0,460132,8,True,eewoJML5byS5lDR,"[[10, 31, 72, 53, 203, -42], [-94, -24, -108, 45, 60, 116], [68, -24, -24, -43, -56, 41], [-66, -108, -108, 5, -136, 62]]",68,20.0,"[2210, 2893, 3666, 5228, 5736, 6298]",48,116,"[0.33, 0.64, 0.01, 0.02]","[-60, -15, -69, 29, 38, 74]",1,5,"[[0, 0, 0, 0, 0, 0], [-94, -24, -108, 45, 60, 116], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 7, 8, 9, 10, 11]",,,,test,1,75,0.10000000000000002
10,mouselab,26854.0,489846,8,True,yROhrIV95LXvJ1R,"[[-55, 39, -93, 74, 65, -179], [-47, -38, 69, 46, -12, -26], [-55, -132, -10, 93, -70, -98], [52, -33, -3, -200, -11, 69]]",21,20.0,"[2076, 2832, 3513, 4369, 5100, 5501]",48,69,"[0.010000000000000009, 0.03, 0.03, 0.93]","[48, -31, -3, -186, -10, 64]",3,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [52, -33, -3, -200, -11, 69]]","[18, 19, 20, 21, 22, 23]",,,,test,2,75,0.10000000000000002
10,mouselab,25729.0,517122,8,True,Lm1nZBkmZNobSeb,"[[100, -201, 72, -34, -17, -50], [-57, 21, 8, 98, 105, -11], [-11, -3, 18, -75, 35, -59], [-55, 10, -57, 2, 108, 55]]",66,20.0,"[2049, 3188, 5287, 7252]",32,98,"[0.01, 0.97, 0.01, 0.01]","[-55, 20, 8, 95, 0, 0]",1,3,"[[0, 0, 0, 0, 0, 0], [-57, 21, 8, 98, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 8, 7, 9]",,,,test,3,75,0.10000000000000002
10,mouselab,20449.0,539066,8,True,EBtdm5DVLUTiazA,"[[44, 57, 85, 66, -63, 28], [32, 37, 17, -160, -78, 47], [56, -23, -97, -76, -14, 61], [87, -20, 103, -44, -7, 73]]",79,20.0,"[3418, 4315, 5040]",24,103,"[0.05, 0.14, 0.16, 0.65]","[57, -13, 67, 0, 0, 0]",3,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [87, -20, 103, 0, 0, 0]]","[18, 19, 20]",,,,test,4,75,0.10000000000000002
10,mouselab,20695.0,563898,8,True,CZFDePZP6wfd4qg,"[[-82, 153, -40, -70, 121, -58], [12, 78, -86, 65, 134, 64], [69, 222, -92, -39, -86, 53], [113, -33, -36, 72, -26, -59]]",-57,20.0,"[2313, 3728, 4683]",24,-33,"[0.3, 0.55, 0.02, 0.13]","[7, 43, -47, 0, 0, 0]",3,1,"[[0, 0, 0, 0, 0, 0], [12, 78, -86, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 7, 8]",,,,test,5,75,0.10000000000000002
10,mouselab,20522.0,585855,8,True,uyFo6UBnSe6vCqF,"[[-72, 64, 61, -46, -20, -1], [-20, -121, 66, -119, 40, 35], [-61, 32, -62, -67, -72, 53], [61, 85, 8, 104, -41, -24]]",18,20.0,"[2151, 2703, 3667, 4659, 5169, 5576]",48,66,"[0.010000000000000009, 0.55, 0.01, 0.43]","[-11, -67, 36, -65, 22, 19]",1,2,"[[0, 0, 0, 0, 0, 0], [-20, -121, 66, -119, 40, 35], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 7, 8, 9, 10, 11]",,,,test,6,75,0.10000000000000002
10,mouselab,20375.0,607589,8,True,xTmr39yD9iUXlqP,"[[47, -20, -65, 9, 65, -56], [30, -69, -75, -32, -70, 12], [-84, -103, 52, -68, 8, -141], [51, -45, 65, -13, -16, 93]]",4,20.0,"[1116, 1549, 1994, 2607, 3175, 3694]",48,52,"[0.01, 0.02, 0.96, 0.01]","[-81, -99, 50, -65, 8, -135]",2,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-84, -103, 52, -68, 8, -141], [0, 0, 0, 0, 0, 0]]","[12, 13, 14, 15, 16, 17]",,,,test,7,75,0.10000000000000002
10,mouselab,27199.0,636548,8,True,PptganTKWvLZ9y6,"[[-35, 18, 9, 97, 17, -124], [-29, 46, 44, 186, 16, 15], [80, -188, -27, 161, -28, 15], [-23, -43, 69, 17, 84, 10]]",65,20.0,"[2496, 3181, 4144, 7012]",32,97,"[0.42, 0.45, 0.01, 0.12]","[-13, 21, 20, 84, 0, 0]",0,3,"[[0, 0, 0, 0, 0, 0], [-29, 46, 44, 186, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 7, 8, 9]",,,,test,8,75,0.10000000000000002
10,mouselab,20519.0,658419,8,True,LTxbnjhX1iv5NAN,"[[-86, 65, 86, -59, -30, -39], [107, -138, 63, 80, -95, 99], [79, 150, 45, -61, -35, 51], [-3, -97, -4, 92, 52, 62]]",-3,20.0,"[2353, 2909, 3654, 5746, 6441, 6753]",48,45,"[0.9, 0.07, 0.01, 0.02]","[-77, 59, 77, -53, -27, -35]",2,2,"[[-86, 65, 86, -59, -30, -39], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[0, 1, 2, 3, 4, 5]",,,,test,9,75,0.10000000000000002
10,mouselab,29961.0,689492,8,True,EERWIQNrLW4JRA6,"[[99, 14, 10, -242, -18, 23], [25, 165, 39, 1, -48, -16], [-27, -35, -36, 61, 71, -20], [-11, -126, -62, 80, -29, 172]]",75,20.0,"[1719, 2280, 3390]",24,99,"[0.86, 0.12, 0.01, 0.01]","[85, 12, 9, 0, 0, 0]",0,0,"[[99, 14, 10, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[0, 1, 2]",,,,test,10,75,0.10000000000000002
10,mouselab,21065.0,714387,8,True,k0An2Ii20UXu5LR,"[[37, 56, 12, 21, -175, 26], [4, -93, 169, -84, -58, -1], [-85, -19, 7, 45, 9, 29], [1, -36, -68, -101, -101, -4]]",-4,20.0,"[1709, 2213]",16,12,"[0.21, 0.59, 0.01, 0.19]","[2, 0, 100, 0, 0, 0]",0,2,"[[0, 0, 0, 0, 0, 0], [4, 0, 169, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 8]",,,,test,11,75,0.10000000000000002
10,mouselab,23996.0,739684,8,True,j10Z4OmyIoqmliW,"[[18, -54, 54, 12, -17, 113], [-9, 46, -122, 66, 3, -8], [-43, 146, 46, 8, 97, -21], [48, -131, 41, -28, 16, 74]]",18,20.0,"[1897, 2577, 4203, 5384, 6161, 6692]",48,66,"[0.01, 0.93, 0.02, 0.04]","[-8, 43, -113, 61, 3, -7]",1,3,"[[0, 0, 0, 0, 0, 0], [-9, 46, -122, 66, 3, -8], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 7, 8, 9, 10, 11]",,,,test,12,75,0.10000000000000002
10,mouselab,23557.0,764855,8,True,pQrPhYPNV21ehiw,"[[79, 90, -29, 57, 0, -48], [-55, -100, -49, -65, -30, 15], [-47, -86, -34, 7, -25, -5], [-56, -86, -57, -99, 54, 74]]",-147,20.0,"[2727, 3237, 4285, 4998, 5495, 5978]",48,-99,"[0.02, 0.02, 0.85, 0.11]","[-40, -73, -29, 6, -21, -4]",3,3,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-47, -86, -34, 7, -25, -5], [0, 0, 0, 0, 0, 0]]","[12, 13, 14, 15, 16, 17]",,,,test,13,75,0.10000000000000002
10,mouselab,23492.0,790024,8,True,vNxd6eruRliKojq,"[[98, 2, -7, -133, 3, 55], [55, -78, -82, -65, -4, 73], [112, 32, 26, -119, 94, 27], [37, -42, -23, 148, 150, 12]]",50,20.0,"[1889, 2303, 2808, 3925, 4672, 5013]",48,98,"[0.64, 0.19, 0.15, 0.02]","[63, 1, -4, -85, 2, 35]",0,0,"[[98, 2, -7, -133, 3, 55], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[0, 1, 2, 3, 4, 5]",,,,test,14,75,0.10000000000000002
10,mouselab,21336.0,812527,8,True,GD9tVC59venbHdN,"[[81, -8, 95, 70, -21, -39], [43, 17, 192, 9, -10, 31], [-37, -77, 82, 49, -58, 64], [-85, 69, 47, 118, -7, 24]]",57,20.0,"[2241, 3019, 3893]",24,81,"[0.76, 0.03, 0.18, 0.03]","[62, -6, 0, 53, 0, 0]",0,0,"[[81, -8, 0, 70, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[0, 1, 3]",,,,test,15,75,0.10000000000000002
10,mouselab,20466.0,834237,8,True,tXU6sLxtyjwBCUf,"[[-107, -137, -39, 84, -137, 142], [-144, 203, 38, 94, -66, 54], [-32, 137, -73, 138, -29, -47], [-5, 60, 145, 58, 69, -51]]",187,20.0,"[1584, 2238]",16,203,"[0.12, 0.72, 0.03, 0.13]","[-104, 146, 0, 0, 0, 0]",1,1,"[[0, 0, 0, 0, 0, 0], [-144, 203, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[6, 7]",,,,test,16,75,0.10000000000000002
10,mouselab,20481.0,856065,8,True,uS8jTc5bj986muw,"[[-83, 71, -37, 64, -1, 3], [-14, -51, -6, -11, 17, -9], [2, 87, -100, -57, -62, 103], [75, -81, -119, -119, 46, -5]]",55,20.0,"[1420, 1814, 2569, 3490, 3899, 4277]",48,103,"[0.009999999999999898, 0.05, 0.93, 0.01]","[2, 81, -93, -53, -58, 96]",2,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [2, 87, -100, -57, -62, 103], [0, 0, 0, 0, 0, 0]]","[12, 13, 14, 15, 16, 17]",,,,test,17,75,0.10000000000000002
10,mouselab,20662.0,878316,8,True,0LxhqpdnOxZwPx1,"[[24, 115, -107, 225, -128, 142], [41, -17, -121, -63, 33, 77], [41, -92, 3, -129, -45, 4], [179, 66, -79, 19, 58, -22]]",-7,20.0,"[1622, 2514, 3131, 4935, 5444, 5862]",48,41,"[1.1102230246251565e-16, 0.08, 0.83, 0.09]","[34, -76, 2, -107, -37, 3]",2,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [41, -92, 3, -129, -45, 4], [0, 0, 0, 0, 0, 0]]","[12, 13, 14, 15, 16, 17]",,,,test,18,75,0.10000000000000002
10,mouselab,23469.0,903871,8,True,n8N5uqbD11kHBB5,"[[-68, -23, -1, 35, -160, 13], [-159, 14, -32, 70, -15, -177], [-62, 60, 26, 5, 64, 37], [-68, -45, -139, 34, 41, -35]]",-13,20.0,"[2307, 2722, 3789, 4659, 5160, 5862]",48,35,"[0.23, 0.09, 0.01, 0.67]","[-46, -30, -93, 23, 27, -23]",0,3,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-68, -45, -139, 34, 41, -35]]","[18, 19, 21, 22, 23, 20]",,,,test,19,75,0.10000000000000002
2,mouselab,9287.0,21346,0,True,KmJVF2O061O9wka,"[[-11, -24, -129, 73, -12, 131], [-9, 84, 99, 60, 60, 58], [-101, -34, -196, 51, 61, 20], [122, 78, 29, 57, -22, -2]]",-101,20.0,[],0,-101,"[0.25, 0.34, 0.19, 0.22]","[0, 0, 0, 0, 0, 0]",2,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct1,0,75,10.000000000000009
2,mouselab,6115.0,29710,0,True,ufwDOEQYZMaakNM,"[[-90, 3, 21, -139, 50, -11], [63, -14, -89, -15, -30, -69], [1, 29, 122, -49, 60, -58], [-51, -39, 57, 19, 127, -26]]",57,20.0,[],0,57,"[0.23, 0.35, 0.22, 0.2]","[0, 0, 0, 0, 0, 0]",3,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct1,1,75,10.000000000000009
2,mouselab,4118.0,36601,0,True,KQUm1G6X7S7s5dg,"[[-18, -4, -2, 31, -6, 43], [-8, 95, 91, 13, 47, 41], [-16, 1, 43, 105, -54, -15], [-4, 82, -111, -67, -25, -126]]",43,20.0,[],0,43,"[0.21, 0.18, 0.04, 0.57]","[0, 0, 0, 0, 0, 0]",0,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct1,2,75,10.000000000000009
2,mouselab,268424.0,391471,0,True,8KRi3gpD56McsmX,"[[-117, 53, 137, 116, 78, 71], [61, -44, 35, 40, -22, 71], [-55, -92, -190, -94, 112, 0], [137, -17, 52, 154, -6, -60]]",35,20.0,[],0,35,"[0.32, 0.27, 0.24, 0.17]","[0, 0, 0, 0, 0, 0]",1,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct2,0,75,10.000000000000009
2,mouselab,24882.0,418961,0,True,m4oMFTnOfNTQA3a,"[[40, 180, 166, -33, -12, 80], [12, 104, -3, 64, 26, 93], [-101, 196, -26, 187, 84, 2], [-57, 98, -29, 89, -57, -25]]",196,20.0,[],0,196,"[0.21, 0.25, 0.26, 0.28]","[0, 0, 0, 0, 0, 0]",2,1,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,dominating,instruct2,1,75,10.000000000000009
2,mouselab,20043.0,441702,0,True,xTfqufUPmFL5ZUQ,"[[15, 33, -53, 10, 19, 3], [44, -35, -72, 78, -110, 66], [-72, -24, -11, -19, 97, -144], [20, 4, 17, 8, -51, 0]]",20,20.0,[],0,20,"[0.22, 0.21, 0.37, 0.2]","[0, 0, 0, 0, 0, 0]",3,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct2,2,75,10.000000000000009
2,mouselab,56441.0,500977,0,True,Im0WMVeT8ZSYAOx,"[[-90, -38, -113, -57, -21, -34], [77, 56, 77, 74, -106, -28], [-111, -163, 91, -87, -84, 4], [53, 159, -120, 8, -18, 32]]",-106,20.0,"[11984, 12545, 12950, 13354, 13744, 14489, 14887, 15293, 15651, 16035, 16473, 17254, 17656, 18027, 18385, 18792, 19164, 19586, 20134, 20528, 20968, 21420, 21901, 22356]",0,-106,"[0.19, 0.31, 0.33, 0.17]","[-21, -17, 12, -15, -68, -8]",1,4,"[[-90, -38, -113, -57, -21, -34], [77, 56, 77, 74, -106, -28], [-111, -163, 91, -87, -84, 4], [53, 159, -120, 8, -18, 32]]","[6, 7, 8, 9, 10, 11, 17, 23, 22, 16, 15, 14, 21, 20, 19, 13, 12, 18, 0, 1, 2, 3, 4, 5]",,,,instruct3,0,75,10.000000000000009
2,mouselab,24980.0,527157,0,True,p9FZjcojg3TSIaF,"[[-50, -41, 22, -90, 78, 110], [-18, -50, -10, -56, 18, 14], [-115, 3, -55, -51, -45, 1], [-85, -65, -1, -55, -43, 4]]",110,20.0,"[1402, 1800, 2348, 2881, 3269, 3623, 4032, 4528, 4919, 5321, 5696, 6069, 6443, 7219, 7578, 8011, 8544, 8981, 9354, 9759, 10147, 10537, 10925, 11302]",0,110,"[0.4, 0.17, 0.18, 0.25]","[-65, -41, -3, -68, 15, 48]",0,5,"[[-50, -41, 22, -90, 78, 110], [-18, -50, -10, -56, 18, 14], [-115, 3, -55, -51, -45, 1], [-85, -65, -1, -55, -43, 4]]","[0, 6, 1, 2, 3, 4, 5, 23, 22, 21, 20, 19, 18, 12, 13, 7, 8, 14, 15, 9, 10, 16, 17, 11]",,,,instruct3,1,75,10.000000000000009
2,mouselab,20310.0,548839,0,True,j7XhWAoHVlAXXAz,"[[-64, -9, 37, 18, 0, 1], [18, 7, -53, -108, 104, 123], [-24, -2, -41, 8, -9, -9], [-84, -15, 9, 38, 106, -71]]",-9,20.0,"[938, 1390, 1836, 2237, 2741, 3177, 3596, 4008, 4464, 4932, 5272, 5676, 6079, 6479, 6900, 7772, 8160, 8550, 8983, 9580, 10113, 11462, 11500, 11558]",0,-9,"[0.24000000000000002, 0.15, 0.3, 0.31]","[-46, -6, -9, 2, 46, -6]",2,4,"[[-64, -9, 37, 18, 0, 1], [18, 7, -53, -108, 104, 123], [-24, -2, -41, 8, -9, -9], [-84, -15, 9, 38, 106, -71]]","[0, 7, 14, 21, 16, 10, 11, 4, 9, 20, 19, 18, 12, 6, 13, 1, 2, 8, 3, 5, 15, 22, 23, 17]",,,,instruct3,2,75,10.000000000000009
2,mouselab,20578.0,572677,0,True,tGbaq2ekRfeVMGL,"[[148, 46, -133, 61, -81, 38], [-69, 137, 87, 13, 72, 54], [79, 132, -32, 91, -16, -103], [49, 65, -15, -153, 72, 7]]",46,20.0,"[908, 1375, 1747, 2510, 2868, 3269, 3674, 4080, 4437, 4857, 5231, 5621, 6002, 6365, 6772, 7169, 7542, 7960, 8334, 8722, 9120, 9490, 10609, 11159]",0,46,"[0.31, 0.25, 0.29, 0.15]","[59, 97, -31, 26, -1, -4]",0,1,"[[148, 46, -133, 61, -81, 38], [-69, 137, 87, 13, 72, 54], [79, 132, -32, 91, -16, -103], [49, 65, -15, -153, 72, 7]]","[0, 6, 12, 18, 19, 20, 21, 22, 23, 17, 11, 5, 4, 3, 2, 1, 7, 13, 14, 15, 16, 10, 9, 8]",,,,test,0,75,10.000000000000009
2,mouselab,20474.0,594208,0,True,dupkonpAcbSAlfm,"[[-64, 3, 99, 45, -102, -56], [66, -34, -13, 22, 240, 88], [3, -4, -16, 78, -16, 101], [-8, -2, -8, -32, 22, 17]]",17,20.0,"[743, 1153, 1553, 1945, 2332, 2754, 3155, 3546, 3951, 4324, 4691, 5109, 5498, 5902, 6300, 7109, 7513, 7902, 8306, 8689, 9416, 9806, 10228, 10656]",0,17,"[0.2, 0.35, 0.2, 0.25]","[9, -13, 10, 24, 66, 44]",3,5,"[[-64, 3, 99, 45, -102, -56], [66, -34, -13, 22, 240, 88], [3, -4, -16, 78, -16, 101], [-8, -2, -8, -32, 22, 17]]","[18, 19, 20, 21, 22, 23, 17, 11, 5, 4, 3, 2, 1, 0, 6, 12, 13, 14, 15, 16, 10, 9, 8, 7]",,,,test,1,75,10.000000000000009
2,mouselab,20680.0,616443,0,True,CMGjVRi1gG4Q0Fu,"[[-1, -107, -67, 19, -26, 59], [23, 70, 18, 175, -84, 34], [88, -27, 58, 82, 108, 29], [16, 44, 74, 27, -4, -20]]",19,20.0,"[789, 1199, 1619, 1999, 2373, 3117, 3491, 4254, 4688, 5124, 5514, 5886, 6271, 6662, 7065, 7471, 7928, 9090, 9770, 10159, 10536, 10908, 11304, 11693]",0,19,"[0.26, 0.22, 0.28, 0.24]","[33, -9, 21, 73, 4, 26]",0,3,"[[-1, -107, -67, 19, -26, 59], [23, 70, 18, 175, -84, 34], [88, -27, 58, 82, 108, 29], [16, 44, 74, 27, -4, -20]]","[0, 6, 12, 18, 19, 20, 21, 22, 23, 17, 11, 5, 4, 3, 2, 1, 7, 13, 14, 15, 16, 10, 9, 8]",,,,test,2,75,10.000000000000009
2,mouselab,20619.0,638874,0,True,PViw9u8Xi6g1B8d,"[[-50, 232, -5, 46, 84, 76], [-5, 3, -66, 83, 99, -148], [-40, 5, -57, 72, 6, -9], [16, 17, 49, -23, 14, 74]]",5,20.0,"[733, 1558, 1927, 2726, 3108, 3465, 3838, 4227, 5004, 5424, 5813, 6211, 6589, 6963, 7367, 7756, 8194, 8532, 8916, 9273, 9693, 10112, 10477, 10890]",0,5,"[0.24, 0.26, 0.25, 0.25]","[-19, 62, -20, 45, 51, -4]",2,1,"[[-50, 232, -5, 46, 84, 76], [-5, 3, -66, 83, 99, -148], [-40, 5, -57, 72, 6, -9], [16, 17, 49, -23, 14, 74]]","[0, 6, 12, 18, 19, 20, 21, 22, 23, 17, 11, 5, 4, 3, 2, 1, 7, 13, 14, 15, 16, 10, 9, 8]",,,,test,3,75,10.000000000000009
2,mouselab,20462.0,660350,0,True,ty42NK9rBNfmPdU,"[[28, 55, 75, -39, -21, 29], [-77, -60, 27, -41, -17, 13], [-24, 149, -71, 71, -91, -225], [53, 102, -54, -51, -107, 93]]",102,20.0,"[765, 1169, 1866, 2661, 3084, 3486, 3887, 4280, 4723, 5144, 5545, 6373, 6747, 7103, 7524, 7912, 8300, 8721, 9125, 9514, 9973, 10347, 10735, 11107]",0,102,"[0.26, 0.18, 0.21, 0.35]","[7, 70, -9, -20, -65, -5]",3,1,"[[28, 55, 75, -39, -21, 29], [-77, -60, 27, -41, -17, 13], [-24, 149, -71, 71, -91, -225], [53, 102, -54, -51, -107, 93]]","[0, 6, 12, 18, 19, 20, 21, 22, 23, 17, 11, 5, 4, 3, 2, 1, 7, 13, 14, 15, 16, 10, 9, 8]",,,,test,4,75,10.000000000000009
2,mouselab,20235.0,681493,0,True,uH8gcgWUEoa2hfm,"[[-110, -111, 7, 18, 20, -36], [-15, -77, -21, 87, -24, 20], [-24, -17, -91, 83, -97, -109], [-48, 37, -25, -70, -102, -3]]",18,20.0,"[719, 1155, 1544, 1933, 2337, 3098, 3505, 4232, 4645, 5066, 5471, 5876, 6263, 6671, 7053, 7467, 7856, 8262, 8667, 9051, 9425, 9799, 10157, 10591]",0,18,"[0.21, 0.28, 0.24, 0.27]","[-46, -39, -33, 29, -53, -29]",0,3,"[[-110, -111, 7, 18, 20, -36], [-15, -77, -21, 87, -24, 20], [-24, -17, -91, 83, -97, -109], [-48, 37, -25, -70, -102, -3]]","[0, 6, 12, 18, 19, 20, 21, 22, 23, 17, 11, 5, 4, 3, 2, 1, 7, 13, 14, 15, 16, 10, 9, 8]",,,,test,5,75,10.000000000000009
2,mouselab,21306.0,704234,0,True,iY5ihY525D06K48,"[[-45, -34, -5, 9, -41, -82], [-4, -65, -31, -8, -27, -9], [-20, 43, 47, 75, 21, 5], [-25, 15, -55, -45, -20, -11]]",75,20.0,"[701, 1144, 1547, 2279, 2669, 3058, 3447, 3835, 4579, 4959, 5373, 5744, 6136, 6493, 6883, 7272, 7647, 8024, 8394, 8782, 9188, 9562, 9925, 10323]",0,75,"[0.15000000000000002, 0.3, 0.28, 0.27]","[-20, -9, -12, 8, -14, -17]",2,3,"[[-45, -34, -5, 9, -41, -82], [-4, -65, -31, -8, -27, -9], [-20, 43, 47, 75, 21, 5], [-25, 15, -55, -45, -20, -11]]","[0, 6, 12, 18, 19, 20, 21, 22, 23, 17, 11, 5, 4, 3, 2, 1, 7, 13, 14, 15, 16, 10, 9, 8]",,,,test,6,75,10.000000000000009
2,mouselab,20345.0,726407,0,True,pvGuxwjvCLZF4WG,"[[-48, -101, -55, -147, 94, -162], [52, 86, 94, -80, -31, -4], [-97, 25, -99, 44, 36, 19], [-69, -86, 34, -77, -49, 74]]",-55,20.0,"[717, 1076, 1466, 2189, 2580, 2969, 3359, 3743, 4107, 4532, 4920, 5295, 5684, 6057, 6466, 6841, 7196, 7620, 8005, 8380, 8756, 9115, 9487, 9838]",0,-55,"[0.23, 0.4, 0.16, 0.21]","[-20, -3, 16, -75, 5, -20]",0,2,"[[-48, -101, -55, -147, 94, -162], [52, 86, 94, -80, -31, -4], [-97, 25, -99, 44, 36, 19], [-69, -86, 34, -77, -49, 74]]","[0, 6, 12, 18, 19, 20, 21, 22, 23, 17, 11, 5, 4, 3, 2, 1, 7, 13, 14, 15, 16, 10, 9, 8]",,,,test,7,75,10.000000000000009
2,mouselab,20646.0,747891,0,True,1Ay26TgLsQaGf51,"[[-114, -32, -21, 9, 82, -25], [-43, 27, -193, 13, 65, 10], [-95, 7, 39, 35, 50, -53], [32, -17, 64, -49, 55, -74]]",65,20.0,"[687, 1108, 1515, 1881, 2257, 2647, 3115, 3924, 4361, 4767, 5171, 5607, 5957, 6329, 6751, 7124, 7508, 7906, 8298, 8705, 9058, 9398, 9786, 10583]",0,65,"[0.24, 0.27, 0.23, 0.26]","[-52, -3, -32, 1, 63, -35]",1,4,"[[-114, -32, -21, 9, 82, -25], [-43, 27, -193, 13, 65, 10], [-95, 7, 39, 35, 50, -53], [32, -17, 64, -49, 55, -74]]","[0, 6, 12, 18, 19, 21, 20, 22, 23, 17, 11, 5, 4, 3, 2, 1, 7, 13, 14, 15, 16, 10, 9, 8]",,,,test,8,75,10.000000000000009
2,mouselab,20372.0,769916,0,True,JaKarNU4ENjuDlm,"[[129, 45, -40, -61, -72, 14], [-87, -72, 105, -178, -33, 70], [166, 38, 12, 26, 85, -39], [21, -47, -32, 16, 47, -31]]",-87,20.0,"[775, 1222, 1593, 1966, 2338, 2726, 3102, 3455, 3852, 4208, 4582, 4974, 5378, 5782, 6519, 6898, 7245, 7650, 8054, 8444, 8800, 9153, 9529, 9918]",0,-87,"[0.1, 0.38, 0.31, 0.21]","[36, -21, 33, -62, 16, 9]",1,0,"[[129, 45, -40, -61, -72, 14], [-87, -72, 105, -178, -33, 70], [166, 38, 12, 26, 85, -39], [21, -47, -32, 16, 47, -31]]","[6, 0, 1, 2, 3, 4, 5, 11, 17, 23, 22, 21, 20, 19, 18, 12, 13, 7, 8, 9, 10, 16, 15, 14]",,,,test,9,75,10.000000000000009
