pid,mu,alpha,sigma,cost,bonus_rate,n_comprehension,bonus,total_time,params,start_time,browser,version,gender,age,education,wage,pass_check1,pass_check2,pass_instruct1,pass_instruct2,pass_instruct3,instruct_time
436,0,0.31622776601683805,75,0,0.002,3.0,0.22,511253.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:52:31.805Z,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,30,college,8,1.0,1.0,1.0,0.3333333333333333,0.0,7.457983333333333
1343,0,0.31622776601683805,75,4,0.002,3.0,3.3160000000000003,565717.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:52:43.789Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,29,college,10,1.0,1.0,1.0,1.0,0.3333333333333333,7.099933333333333
2229,0,0.31622776601683805,150,0,0.002,3.0,3.98,1049546.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:08:34.313Z,"Mozilla/5.0 (X11; CrOS armv7l 12105.100.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.144 Safari/537.36",1.0,female,53,college,1,1.0,1.0,1.0,1.0,1.0,15.418333333333333
2569,0,1.0000000000000004,75,2,0.002,3.0,2.4659999999999997,340701.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:52:40.929Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,26,college,1,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,3.1997833333333334
536,0,1.0000000000000004,75,1,0.002,3.0,3.0780000000000003,619680.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:52:34.473Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,19,college,5-10,1.0,1.0,1.0,1.0,1.0,3.7937
192,0,3.1622776601683813,75,4,0.002,3.0,2.4,682156.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:08:42.093Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",1.0,female,53,secondary,6,1.0,1.0,1.0,1.0,0.6666666666666666,5.810533333333334
2378,0,0.10000000000000002,75,1,0.002,3.0,3.858,687600.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:08:36.730Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,34,college,6,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,6.50015
836,0,10.000000000000009,75,1,0.002,3.0,1.032,635560.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:52:28.874Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,26,college,2,1.0,1.0,1.0,1.0,1.0,6.307416666666667
795,0,1.0000000000000004,75,4,0.002,3.0,1.1059999999999999,259467.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:26:17.527Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,38,college,20,1.0,1.0,0.6666666666666666,1.0,1.0,3.4368666666666665
144,0,3.1622776601683813,150,2,0.002,3.0,4.118,445703.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:08:29.967Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,46,college,3,1.0,1.0,0.6666666666666666,1.0,1.0,6.00775
493,0,1.0000000000000004,75,8,0.002,3.0,2.044,339027.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:51:50.807Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,41,college,8,1.0,1.0,1.0,1.0,0.3333333333333333,3.2176666666666667
2236,0,10.000000000000009,75,4,0.002,3.0,1.454,356956.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:26:21.481Z,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",1.0,female,38,college,3,1.0,1.0,1.0,1.0,1.0,4.227216666666667
2922,0,1.0000000000000004,75,1,0.002,3.0,0.73,543924.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T20:17:33.627Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,24,college,8,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,6.9271666666666665
794,0,3.1622776601683813,75,8,0.002,3.0,0.16,729638.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:52:53.254Z,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,44,college,10,1.0,1.0,1.0,1.0,0.3333333333333333,11.190566666666667
287,0,3.1622776601683813,75,1,0.002,3.0,1.904,567147.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:26:26.135Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,24,college,4,1.0,1.0,1.0,1.0,1.0,5.556
1238,0,1.0000000000000004,75,8,0.002,3.0,1.656,451570.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:47:18.719Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,46,college,5,1.0,1.0,1.0,1.0,0.6666666666666666,6.053383333333334
17,0,0.10000000000000002,75,0,0.002,3.0,4.6339999999999995,757285.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:53:05.536Z,"Mozilla/5.0 (X11; CrOS x86_64 12239.92.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.136 Safari/537.36",1.0,female,39,college,5,1.0,1.0,1.0,1.0,1.0,8.559633333333334
2319,0,0.31622776601683805,75,2,0.002,3.0,2.734,542944.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:53:04.728Z,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",1.0,female,22,college,3,1.0,1.0,1.0,1.0,1.0,5.545866666666667
27,0,0.31622776601683805,75,8,0.002,3.0,1.954,404569.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:52:56.786Z,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,42,college,5,1.0,1.0,1.0,1.0,1.0,4.3243
432,0,0.31622776601683805,150,4,0.002,3.0,2.63,878693.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:52:59.673Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,female,35,grad,1,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,13.44135
583,0,1.0000000000000004,150,8,0.002,3.0,5.29,684472.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T20:17:36.536Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,female,34,college,7,1.0,1.0,1.0,1.0,1.0,8.100166666666667
2759,0,1.0000000000000004,150,0,0.002,3.0,2.336,1151148.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:51:53.938Z,"Mozilla/5.0 (X11; CrOS x86_64 12607.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.119 Safari/537.36",1.0,male,35,college,1,1.0,1.0,0.6666666666666666,1.0,1.0,7.851466666666667
454,0,0.10000000000000002,150,2,0.002,3.0,5.898,550588.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:06:25.333Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,33,grad,.10,1.0,1.0,1.0,1.0,1.0,5.526266666666666
2388,0,1.0000000000000004,150,2,0.002,3.0,3.65,701028.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T14:58:43.938Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,48,grad,3,1.0,1.0,0.3333333333333333,1.0,1.0,6.686916666666667
47,0,0.10000000000000002,150,0,0.002,3.0,6.112,567784.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:53:10.047Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,male,30,college,3,1.0,1.0,1.0,1.0,1.0,5.79835
2445,0,10.000000000000009,75,0,0.002,3.0,3.17,978034.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:53:07.710Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,61,college,2,1.0,1.0,1.0,1.0,1.0,8.745366666666667
780,0,10.000000000000009,150,8,0.002,3.0,2.71,500412.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:48:29.087Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,male,43,college,8,1.0,1.0,1.0,1.0,1.0,5.0993
2266,0,10.000000000000009,75,8,0.002,3.0,0.866,583359.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:53:16.454Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,37,college,6,1.0,1.0,1.0,1.0,1.0,5.776783333333333
895,0,10.000000000000009,150,4,0.002,3.0,1.144,252637.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:53:24.524Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,male,29,college,8,1.0,1.0,1.0,1.0,1.0,2.8333
504,0,10.000000000000009,75,4,0.002,3.0,1.07,430032.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:53:23.788Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,female,35,grad,1.50,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,4.856433333333333
1524,0,3.1622776601683813,150,8,0.002,3.0,5.3839999999999995,933437.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:53:18.902Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,72,college,1,1.0,1.0,1.0,1.0,1.0,11.276066666666667
1395,0,1.0000000000000004,75,8,0.002,3.0,2.088,658069.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:52:16.647Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,female,36,college,1,1.0,1.0,1.0,1.0,1.0,7.216033333333334
139,0,0.10000000000000002,75,0,0.002,3.0,4.296,541662.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:08:54.720Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,31,college,7,1.0,1.0,0.0,1.0,1.0,3.7124
1131,0,1.0000000000000004,75,1,0.002,3.0,2.978,469465.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:26:45.675Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,other,28,college,7,1.0,1.0,1.0,1.0,0.6666666666666666,5.1942
1492,0,0.10000000000000002,150,8,0.002,3.0,6.456,712795.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:08:38.701Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,32,college,2.00,1.0,1.0,1.0,1.0,1.0,7.3569
2397,0,10.000000000000009,75,1,0.002,3.0,0.258,475352.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:26:46.160Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,38,college,3,1.0,1.0,1.0,1.0,1.0,6.1730833333333335
642,0,10.000000000000009,150,0,0.002,3.0,7.33,886883.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:08:51.098Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,27,grad,6,1.0,1.0,1.0,1.0,1.0,6.60905
587,0,3.1622776601683813,75,1,0.002,3.0,1.486,800963.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:44:37.102Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,male,32,college,1.15,1.0,1.0,1.0,1.0,0.6666666666666666,8.20355
2665,0,0.10000000000000002,150,8,0.002,3.0,3.7060000000000004,526897.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:26:48.852Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,32,college,4,1.0,1.0,0.3333333333333333,1.0,1.0,5.294016666666667
1715,0,0.10000000000000002,150,1,0.002,3.0,7.004,880960.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:42:04.658Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,45,college,5,1.0,1.0,0.0,0.3333333333333333,1.0,10.951166666666667
2952,0,0.31622776601683805,150,8,0.002,3.0,1.7719999999999998,747179.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T20:42:08.097Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,29,college,10.00,1.0,1.0,1.0,0.3333333333333333,1.0,9.322483333333333
2153,0,10.000000000000009,75,4,0.002,3.0,2.716,590287.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T15:05:06.013Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,39,grad,2,1.0,1.0,1.0,1.0,1.0,6.54395
2983,0,0.31622776601683805,75,1,0.002,3.0,1.95,462145.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:08:54.674Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,35,college,2,1.0,1.0,1.0,1.0,1.0,5.148866666666667
2052,0,10.000000000000009,75,0,0.002,3.0,2.362,330058.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:50:09.075Z,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,female,32,college,4,1.0,1.0,1.0,1.0,1.0,3.7591
1028,0,1.0000000000000004,75,4,0.002,3.0,1.348,609269.0,"{u'mu': 0, u'alpha': 1.0000000000000004, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:53:26.065Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",1.0,female,33,secondary,1,1.0,1.0,1.0,1.0,0.6666666666666666,5.62985
2435,0,0.10000000000000002,75,4,0.002,3.0,2.412,648581.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 4, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:08:54.978Z,"Mozilla/5.0 (X11; CrOS aarch64 12607.82.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.123 Safari/537.36",1.0,female,49,grad,2,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,5.659466666666667
7,0,10.000000000000009,75,2,0.002,3.0,1.7280000000000002,780918.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:53:42.349Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,30,college,.50,1.0,1.0,1.0,1.0,1.0,10.086733333333333
2729,0,0.31622776601683805,150,2,0.002,3.0,6.244,857819.0,"{u'mu': 0, u'alpha': 0.31622776601683805, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T18:53:41.440Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,67,college,8,1.0,1.0,1.0,1.0,1.0,7.45385
77,0,3.1622776601683813,75,8,0.002,3.0,0.272,714007.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 8, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:09:15.778Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,27,college,10,1.0,1.0,1.0,1.0,0.6666666666666666,6.733983333333334
960,0,10.000000000000009,150,2,0.002,3.0,2.302,598091.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T20:17:45.417Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,31,college,8,1.0,1.0,1.0,1.0,1.0,6.95595
594,0,0.10000000000000002,150,1,0.002,3.0,6.034,436530.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 1, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:27:10.292Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,32,college,4,1.0,1.0,1.0,1.0,1.0,5.02315
348,0,3.1622776601683813,150,0,0.002,3.0,6.44,733699.0,"{u'mu': 0, u'alpha': 3.162277660168381, u'n_dominating': 3, u'sigma': 150, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:27:09.102Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1.0,male,51,grad,2.50,1.0,1.0,1.0,0.6666666666666666,1.0,5.5224166666666665
2353,0,10.000000000000009,75,2,0.002,3.0,2.252,705851.0,"{u'mu': 0, u'alpha': 10.000000000000007, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 2, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-30T19:21:54.759Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,male,19,college,6,1.0,1.0,1.0,1.0,1.0,5.528716666666667
934,0,0.10000000000000002,75,0,0.002,3.0,2.4859999999999998,459631.0,"{u'mu': 0, u'alpha': 0.10000000000000002, u'n_dominating': 3, u'sigma': 75, u'n_trial': 20, u'cost': 0, u'bonus_rate': 0.002, u'n_comprehension': 3}",2020-01-31T15:05:53.256Z,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1.0,female,28,college,8,1.0,1.0,1.0,1.0,1.0,4.299316666666667
