pid,rt,time_elapsed,trial_type,display_ev,e_vs,probabilities,cost,click_times,min_trial_secs,problem_id,click_cost,revealed_points,payoff_index,payoff_value,net_payoff,choice_index,payoff_matrix,clicks,flag,answers,correct,block,trial_index,sigma,alpha
4,30119.0,39563,mouselab,False,"[0, 0, 0, 0, 0, 0]","[0.010000000000000009, 0.72, 0.12, 0.15]",4,[],0.0,ug6cLKSvnLTWxOA,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",3,137,137,0,"[[17, 177, 19, 74, 73, -20], [102, 26, 75, -67, -18, -105], [-12, -27, 39, -136, 124, -20], [137, 85, -76, -103, 43, 22]]",[],,,,instruct1,0,75,0.31622776601683805
4,11968.0,56131,mouselab,False,"[0, 0, 0, 0, 0, 0]","[0.01, 0.55, 0.38, 0.06]",4,[],0.0,I6ec6hcselxkUo2,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",2,10,10,1,"[[39, 19, -100, 124, 103, 74], [-118, 109, 84, 10, 20, 23], [-23, 10, -58, 2, 44, 176], [54, -12, -112, 123, -3, -141]]",[],,,,instruct1,1,75,0.31622776601683805
4,19912.0,78931,mouselab,False,"[0, 0, 0, 0, 0, 0]","[0.21, 0.18, 0.04, 0.57]",4,[],0.0,qOTp6WiWCwD2uUQ,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",3,-16,-16,5,"[[94, -20, -68, -94, 124, 158], [-14, -35, -77, -25, -65, -164], [-19, 79, -50, 72, 52, -77], [-8, -81, 111, 18, 65, -16]]",[],,,,instruct1,2,75,0.31622776601683805
4,27088.0,178355,mouselab,False,"[0, 0, 0, 0, 0, 0]","[0.49, 0.33, 0.02, 0.16]",4,[],0.0,sydK4yEJpghb956,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",0,36,36,1,"[[93, 36, 16, -28, -27, -110], [-89, 62, -33, 57, -138, 98], [-69, 20, -51, 29, -36, 51], [-24, -104, 23, -179, 36, 28]]",[],,,,instruct2,0,75,0.31622776601683805
4,9415.0,193740,mouselab,False,"[0, 0, 0, 0, 0, 0]","[0.73, 0.07, 0.03, 0.17]",4,[],0.0,PxAQf10GF4AeHJo,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",2,168,168,5,"[[-127, -18, 94, 27, 29, 103], [-93, 64, 190, 7, 35, 209], [38, 147, 47, 131, -72, 168], [-58, 3, 17, 15, 72, 84]]",[],dominating,,,instruct2,1,75,0.31622776601683805
4,9176.0,204395,mouselab,False,"[0, 0, 0, 0, 0, 0]","[0.46, 0.33, 0.05, 0.16]",4,[],0.0,3R2dgTJvGgi2aDr,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",0,259,259,2,"[[13, 46, 259, -75, 39, 30], [15, -44, -10, 89, 76, 22], [131, 34, 128, -15, 35, 83], [13, -56, -114, -80, -31, -61]]",[],,,,instruct2,2,75,0.31622776601683805
4,18464.0,228483,mouselab,False,"[62, -42, 60, -78, -24, 19]","[0.64, 0.33, 0.02, 0.01]",4,"[10167, 10655, 11072, 11335, 11559, 11919, 12575, 12992, 13288, 13552, 13983, 14296, 14632, 14880, 15072, 15600, 15815, 16047, 16263, 16488, 16696, 16920, 17120, 17591]",0.0,sI6tH6AHG2OwKDr,96,"[[41, 22, 90, -40, -15, 44], [104, -174, 6, -165, -44, -29], [58, 118, -11, 55, 57, 70], [59, -70, 14, 102, -60, -68]]",0,22,-74,1,"[[41, 22, 90, -40, -15, 44], [104, -174, 6, -165, -44, -29], [58, 118, -11, 55, 57, 70], [59, -70, 14, 102, -60, -68]]","[6, 7, 0, 12, 13, 18, 20, 14, 8, 2, 1, 3, 4, 10, 9, 16, 15, 21, 22, 23, 17, 11, 5, 19]",,,,instruct3,0,75,0.31622776601683805
4,10096.0,240619,mouselab,False,"[0, -22, -9, 62, -27, 42]","[0.44, 0.06, 0.02, 0.48]",4,"[7149, 7440, 7712, 8200, 8432, 8680, 9096, 9400, 9600, 9808]",0.0,FY7UVEq2c9ayqON,40,"[[0, -56, -7, 130, -59, 90], [0, 37, -91, 75, -10, 41], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",3,135,95,3,"[[-66, -56, -7, 130, -59, 90], [92, 37, -91, 75, -10, 41], [24, -37, 16, 71, 116, -108], [4, -19, 9, 135, -15, 66]]","[1, 7, 9, 3, 2, 8, 10, 11, 5, 4]",,,,instruct3,1,75,0.31622776601683805
4,9088.0,251843,mouselab,False,"[-35, 40, 9, -11, 13, -43]","[0.4200000000000001, 0.03, 0.18, 0.37]",4,"[2344, 2608, 3128, 3448, 3776, 4128, 6840, 7056, 7352, 7616, 7888, 8152]",0.0,vIc698BPf7klCYk,48,"[[-83, 61, -80, -38, 35, -120], [-16, 0, 0, 0, 0, 0], [0, 80, 0, 27, -11, 42], [0, 0, 114, 0, 0, 0]]",0,61,13,1,"[[-83, 61, -80, -38, 35, -120], [-16, -48, 58, -12, 63, -5], [-102, 80, 44, 27, -11, 42], [45, 65, 114, 60, 51, 60]]","[6, 13, 20, 15, 16, 17, 0, 1, 2, 3, 4, 5]",,,,instruct3,2,75,0.31622776601683805
4,4711.0,333059,mouselab,False,"[-3, -23, -45, 75, 99, -5]","[0.029999999999999992, 0.01, 0.77, 0.19]",4,"[2327, 2783, 3207, 3471, 3719, 3927]",0.0,Z6igLUgOZ1o22OJ,24,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-4, -30, -59, 98, 129, -6], [0, 0, 0, 0, 0, 0]]",2,129,105,4,"[[-40, -36, -135, 25, -23, -26], [75, -26, -49, -47, -134, -139], [-4, -30, -59, 98, 129, -6], [72, -44, 39, 7, -30, 7]]","[12, 13, 14, 15, 16, 17]",,,,test,0,75,0.31622776601683805
4,5657.0,339907,mouselab,False,"[45, 46, 45, 50, 10, -9]","[0.06, 0.26, 0.14, 0.54]",4,"[2496, 2760, 3015, 3351, 3728, 3968]",0.0,3uXiz4V3sUrSmY9,24,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [84, 85, 84, 93, 18, -17]]",3,93,69,3,"[[-101, -31, 34, -10, 30, -23], [-98, -42, -2, 84, 60, -107], [65, -46, -22, -61, -87, 97], [84, 85, 84, 93, 18, -17]]","[18, 19, 20, 21, 22, 23]",,,,test,1,75,0.31622776601683805
4,5560.0,346779,mouselab,False,"[26, 43, 67, 26, -7, -39]","[0.06, 0.07, 0.81, 0.06]",4,"[1568, 1784, 2032, 2304, 3408, 3936]",0.0,si1lNmExwYp0qHd,24,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [32, 53, 83, 32, -9, -48], [0, 0, 0, 0, 0, 0]]",3,109,85,2,"[[-69, 74, -146, 18, -66, -39], [-59, 123, 55, -117, -17, -38], [32, 53, 83, 32, -9, -48], [-24, -104, 109, 21, 25, 52]]","[12, 13, 14, 15, 16, 17]",,,,test,2,75,0.31622776601683805
4,10896.0,359227,mouselab,False,"[-14, 1, -24, -29, -43, -79]","[0.02000000000000001, 0.04, 0.64, 0.3]",4,"[3663, 4256, 4512, 4887, 5272, 5560]",0.0,klD1PHboiI6GI83,24,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-22, 1, -38, -46, -67, -123], [0, 0, 0, 0, 0, 0]]",1,70,46,3,"[[-56, 69, -45, 13, -11, -81], [158, 111, -15, 70, 133, 4], [-22, 1, -38, -46, -67, -123], [-17, 31, -20, -11, -19, -48]]","[12, 13, 14, 15, 16, 17]",,,,test,3,75,0.31622776601683805
4,5184.0,370331,mouselab,False,"[-26, 9, 12, -42, 23, -16]","[0.5, 0.19, 0.15, 0.16]",4,"[2168, 2392, 2648, 2912, 3184, 3431]",0.0,mlhb2P64mtEuQDH,24,"[[-53, 18, 23, -85, 45, -33], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",2,21,-3,4,"[[-53, 18, 23, -85, 45, -33], [-49, 130, -42, -100, 156, -80], [-29, 8, -51, -42, 21, 17], [4, 19, 36, -77, -8, 23]]","[0, 1, 2, 3, 4, 5]",,,,test,4,75,0.31622776601683805
4,7433.0,381699,mouselab,False,"[-14, -21, -17, -18, 30, 46]","[0.06, 0.48, 0.03, 0.43]",4,"[1752, 1976, 2280, 2576, 2848, 3088, 4263, 5456, 6048, 6424]",0.0,Q8ZMcp5SHNKniCj,40,"[[0, 0, 0, 0, 0, 0], [-30, 23, 34, -38, 29, 130], [0, 0, 0, 0, 0, 0], [0, -75, -77, 0, 38, -38]]",1,130,90,5,"[[-64, -14, -37, -37, -139, 10], [-30, 23, 34, -38, 29, 130], [50, -10, -34, 126, -54, 94], [-47, -75, -77, -33, 38, -38]]","[6, 7, 8, 9, 10, 11, 23, 20, 19, 22]",,,,test,5,75,0.31622776601683805
4,4393.0,387299,mouselab,False,"[31, -21, -48, -27, -83, 27]","[0.51, 0.17, 0.01, 0.31]",4,"[2072, 2312, 2616, 2881, 3137, 3393]",0.0,55wGWrG0AsulSFG,24,"[[61, -42, -94, -52, -163, 53], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",3,101,77,0,"[[61, -42, -94, -52, -163, 53], [85, -65, -84, 88, 40, 87], [53, -6, 64, -32, 83, -117], [101, 67, 39, -108, -29, 8]]","[0, 1, 2, 3, 4, 5]",,,,test,6,75,0.31622776601683805
4,3896.0,392459,mouselab,False,"[4, 16, 71, 110, 6, -53]","[0.03, 0.03, 0.2, 0.74]",4,"[2055, 2287, 2575, 2831, 3119, 3351]",0.0,Gq2ftjqDBmr2chN,24,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [5, 21, 96, 148, 8, -72]]",2,-8,-32,3,"[[26, 3, -7, -50, 62, 37], [170, -11, -37, 11, -44, 59], [-158, -3, -108, -8, -23, -72], [5, 21, 96, 148, 8, -72]]","[18, 19, 20, 21, 22, 23]",,,,test,7,75,0.31622776601683805
4,3832.0,397555,mouselab,False,"[-37, 47, -38, -60, 71, 57]","[0.06000000000000001, 0.04, 0.88, 0.02]",4,"[1272, 1520, 1776, 2096, 2353, 2600]",0.0,PCWdMJAPeV3vIAW,24,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-42, 53, -43, -68, 81, 65], [0, 0, 0, 0, 0, 0]]",2,81,57,4,"[[-131, 85, 56, -12, -48, 108], [77, -51, -7, -137, 64, 40], [-42, 53, -43, -68, 81, 65], [67, -79, -44, 141, 59, -110]]","[12, 13, 14, 15, 16, 17]",,,,test,8,75,0.31622776601683805
4,3536.0,402243,mouselab,False,"[28, -11, 41, -106, 8, -62]","[0.06, 0.01, 0.6, 0.33]",4,"[1215, 1464, 1727, 2175, 2464, 2727]",0.0,q8OiXnEuGsljtb2,24,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [46, -19, 69, -177, 14, -104], [0, 0, 0, 0, 0, 0]]",2,69,45,2,"[[15, 90, 55, -167, -78, -16], [-46, -81, 39, 134, 26, -7], [46, -19, 69, -177, 14, -104], [-32, -73, -15, 28, 203, 27]]","[12, 13, 14, 15, 16, 17]",,,,test,9,75,0.31622776601683805
4,4223.0,407371,mouselab,False,"[28, -37, -13, -6, -17, -24]","[0.38, 0.05, 0.02, 0.55]",4,"[2039, 2255, 2503, 2871, 3232, 3439]",0.0,nQ4KJRm5qzDmfGs,24,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [50, -67, -24, -11, -31, -43]]",3,50,26,0,"[[13, 44, -5, 28, -6, -76], [-40, 25, 9, -196, 123, -17], [-133, 45, -113, -55, 31, -16], [50, -67, -24, -11, -31, -43]]","[18, 19, 20, 21, 22, 23]",,,,test,10,75,0.31622776601683805
4,4424.0,413091,mouselab,False,"[-39, 15, 49, 12, 5, 5]","[0.02, 0.47, 0.14, 0.37]",4,"[2599, 2823, 3119, 3423, 3736, 3967]",0.0,02RpShoPR0hc5AX,24,"[[0, 0, 0, 0, 0, 0], [-84, 32, 105, 26, 11, 10], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",2,-55,-79,2,"[[-69, 20, -39, -17, -12, -39], [-84, 32, 105, 26, 11, 10], [55, 72, -55, -6, -46, 98], [-48, 65, 13, 95, 7, -61]]","[6, 7, 8, 9, 10, 11]",,,,test,11,75,0.31622776601683805
4,3560.0,418019,mouselab,False,"[-77, 40, -119, 42, -20, 4]","[0.04, 0.29, 0.65, 0.02]",4,"[1247, 1511, 1775, 2040, 2319, 2599]",0.0,lIbaNiqegro6KIA,24,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-119, 61, -183, 64, -31, 6], [0, 0, 0, 0, 0, 0]]",1,7,-17,3,"[[140, 81, 49, 185, 81, -77], [52, 14, -168, 7, -3, 51], [-119, 61, -183, 64, -31, 6], [49, -53, -44, -94, 23, -90]]","[12, 13, 14, 15, 16, 17]",,,,test,12,75,0.31622776601683805
4,6120.0,427051,mouselab,False,"[-44, -46, 11, 9, -14, -37]","[0.37, 0.44, 0.17, 0.02]",4,"[2967, 3215, 4015, 4263, 4543, 5071]",0.0,IBOZgXFSkyvyiUf,24,"[[0, 0, 0, 0, 0, 0], [-99, -104, 26, 20, -32, -84], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",1,26,2,2,"[[15, -30, 29, -47, -45, -53], [-99, -104, 26, 20, -32, -84], [159, -28, 100, -106, 63, 32], [61, -31, -171, -16, -79, -55]]","[6, 7, 9, 10, 11, 8]",,,,test,13,75,0.31622776601683805
4,4024.0,432163,mouselab,False,"[-39, -33, 27, 45, -12, 17]","[0.01999999999999999, 0.01, 0.47, 0.5]",4,"[2088, 2312, 2559, 2831, 3136, 3415]",0.0,VHZfp8VcgwqWdru,24,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-78, -66, 54, 90, -24, 34]]",2,-10,-34,3,"[[-90, 14, -114, -41, 210, 42], [-91, 101, 22, 57, 105, 86], [94, -30, 150, -10, -154, 52], [-78, -66, 54, 90, -24, 34]]","[18, 19, 20, 21, 22, 23]",,,,test,14,75,0.31622776601683805
4,3648.0,438028,mouselab,False,"[-3, -24, -71, 39, 34, -52]","[0.010000000000000111, 0.58, 0.06, 0.35]",4,"[1647, 1871, 2144, 2504, 2792, 3015]",0.0,12Smwv1zSNyuuxE,24,"[[0, 0, 0, 0, 0, 0], [-6, -42, -123, 68, 59, -90], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",3,15,-9,3,"[[-120, 22, -32, -105, -105, 26], [-6, -42, -123, 68, 59, -90], [87, -117, 56, -95, 34, -15], [-72, 54, 86, 15, -103, -66]]","[6, 7, 8, 9, 10, 11]",,,,test,15,75,0.31622776601683805
4,4848.0,444051,mouselab,False,"[-29, 0, -51, 0, 71, -45]","[0.09, 0.1, 0.61, 0.2]",4,"[2711, 3199, 3719, 4127]",0.0,rVjVpCboG0KJwv1,16,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-48, 0, -84, 0, 116, -74], [0, 0, 0, 0, 0, 0]]",3,52,36,4,"[[10, -11, 78, -20, 94, 69], [-36, -45, 82, -86, -100, 31], [-48, -38, -84, 6, 116, -74], [114, 25, -50, -68, 52, 53]]","[12, 14, 16, 17]",,,,test,16,75,0.31622776601683805
4,3479.0,448628,mouselab,False,"[-39, 0, 26, 0, 64, 27]","[0.19, 0.01, 0.45, 0.35]",4,"[1455, 1943, 2479, 2735]",0.0,YwmSZ9XOPRdJfbN,16,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-87, 0, 57, 0, 142, 59], [0, 0, 0, 0, 0, 0]]",3,128,112,4,"[[-78, 47, -34, 184, -97, -79], [-99, 36, -76, 99, -22, 31], [-87, 88, 57, 26, 142, 59], [88, -44, 138, 16, 128, 71]]","[12, 14, 16, 17]",,,,test,17,75,0.31622776601683805
4,4016.0,453715,mouselab,False,"[-65, 0, 97, 0, 31, 88]","[0.09, 0.19, 0.08, 0.64]",4,"[1327, 1736, 2823, 3087]",0.0,WdVOkNPSiCkiKDf,16,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-101, 0, 152, 0, 48, 138]]",3,152,136,2,"[[-87, -59, 53, -49, -157, -46], [-139, 11, 115, -40, -204, -116], [-51, -61, -54, 52, 84, -15], [-101, -17, 152, -16, 48, 138]]","[18, 20, 22, 23]",,,,test,18,75,0.31622776601683805
4,3848.0,458939,mouselab,False,"[-37, 0, -4, 0, -15, -8]","[0.59, 0.22, 0.02, 0.17]",4,"[1656, 2119, 2567, 2799]",0.0,EDYV3TvmyqJrQOZ,16,"[[-62, 0, -7, 0, -26, -14], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",1,-32,-48,3,"[[-62, -42, -7, -47, -26, -14], [-13, -71, 120, -32, 98, -95], [-68, 29, -35, -55, -23, 22], [23, 4, 10, 112, 48, -82]]","[0, 2, 4, 5]",,,,test,19,75,0.31622776601683805
49,15934.0,71134,mouselab,True,"[0, 0, 0, 0, 0, 0]","[0.010000000000000009, 0.72, 0.12, 0.15]",1,[],20.0,ug6cLKSvnLTWxOA,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",3,137,137,0,"[[17, 177, 19, 74, 73, -20], [102, 26, 75, -67, -18, -105], [-12, -27, 39, -136, 124, -20], [137, 85, -76, -103, 43, 22]]",[],,,,instruct1,0,75,0.31622776601683805
49,7072.0,81990,mouselab,True,"[0, 0, 0, 0, 0, 0]","[0.01, 0.55, 0.38, 0.06]",1,[],20.0,I6ec6hcselxkUo2,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",1,84,84,2,"[[39, 19, -100, 124, 103, 74], [-118, 109, 84, 10, 20, 23], [-23, 10, -58, 2, 44, 176], [54, -12, -112, 123, -3, -141]]",[],,,,instruct1,1,75,0.31622776601683805
49,10304.0,95222,mouselab,True,"[0, 0, 0, 0, 0, 0]","[0.21, 0.18, 0.04, 0.57]",1,[],20.0,qOTp6WiWCwD2uUQ,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",1,-164,-164,5,"[[94, -20, -68, -94, 124, 158], [-14, -35, -77, -25, -65, -164], [-19, 79, -50, 72, 52, -77], [-8, -81, 111, 18, 65, -16]]",[],,,,instruct1,2,75,0.31622776601683805
49,13104.0,200335,mouselab,True,"[0, 0, 0, 0, 0, 0]","[0.49, 0.33, 0.02, 0.16]",1,[],20.0,sydK4yEJpghb956,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",1,62,62,1,"[[93, 36, 16, -28, -27, -110], [-89, 62, -33, 57, -138, 98], [-69, 20, -51, 29, -36, 51], [-24, -104, 23, -179, 36, 28]]",[],,,,instruct2,0,75,0.31622776601683805
49,9960.0,212014,mouselab,True,"[0, 0, 0, 0, 0, 0]","[0.73, 0.07, 0.03, 0.17]",1,[],20.0,PxAQf10GF4AeHJo,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",3,84,84,5,"[[-127, -18, 94, 27, 29, 103], [-93, 64, 190, 7, 35, 209], [38, 147, 47, 131, -72, 168], [-58, 3, 17, 15, 72, 84]]",[],dominating,,,instruct2,1,75,0.31622776601683805
49,6640.0,221390,mouselab,True,"[0, 0, 0, 0, 0, 0]","[0.46, 0.33, 0.05, 0.16]",1,[],20.0,3R2dgTJvGgi2aDr,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",0,259,259,2,"[[13, 46, 259, -75, 39, 30], [15, -44, -10, 89, 76, 22], [131, 34, 128, -15, 35, 83], [13, -56, -114, -80, -31, -61]]",[],,,,instruct2,2,75,0.31622776601683805
49,25104.0,308278,mouselab,True,"[62, -57, 0, 0, 0, 0]","[0.64, 0.33, 0.02, 0.01]",1,"[18120, 19079, 22247, 23328]",20.0,sI6tH6AHG2OwKDr,4,"[[41, 0, 0, 0, 0, 0], [104, -174, 0, 0, 0, 0], [58, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",1,104,100,0,"[[41, 22, 90, -40, -15, 44], [104, -174, 6, -165, -44, -29], [58, 118, -11, 55, 57, 70], [59, -70, 14, 102, -60, -68]]","[0, 7, 6, 12]",,,,instruct3,0,75,0.31622776601683805
49,22680.0,333446,mouselab,True,"[-27, -34, 1, 122, -26, 71]","[0.44, 0.06, 0.02, 0.48]",1,"[3512, 4279, 5095, 6423, 7127, 7871, 8647, 9552, 10335, 11488, 12583]",20.0,FY7UVEq2c9ayqON,11,"[[-66, -56, -7, 130, -59, 90], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [4, -19, 9, 135, 0, 66]]",0,130,119,3,"[[-66, -56, -7, 130, -59, 90], [92, 37, -91, 75, -10, 41], [24, -37, 16, 71, 116, -108], [4, -19, 9, 135, -15, 66]]","[0, 18, 19, 1, 2, 20, 21, 3, 4, 5, 23]",,,,instruct3,1,75,0.31622776601683805
49,20896.0,356742,mouselab,True,"[-18, 64, 9, 6, 34, -28]","[0.4200000000000001, 0.03, 0.18, 0.37]",1,"[2991, 3911, 4704, 5551, 6383, 6976, 7575, 8167, 8663, 9231, 9688, 10679, 13232]",20.0,vIc698BPf7klCYk,13,"[[-83, 61, -80, -38, 35, -120], [0, 0, 0, 0, 0, 0], [0, 80, 0, 0, 0, 0], [45, 65, 114, 60, 51, 60]]",0,61,48,1,"[[-83, 61, -80, -38, 35, -120], [-16, -48, 58, -12, 63, -5], [-102, 80, 44, 27, -11, 42], [45, 65, 114, 60, 51, 60]]","[0, 18, 19, 1, 2, 20, 21, 3, 4, 22, 23, 5, 13]",,,,instruct3,2,75,0.31622776601683805
49,20513.0,385918,mouselab,True,"[-3, -23, -45, 77, 94, -5]","[0.029999999999999992, 0.01, 0.77, 0.19]",1,"[2032, 2665, 3848, 4792, 5680, 6184, 6744, 7368]",20.0,Z6igLUgOZ1o22OJ,8,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-4, -30, -59, 98, 129, -6], [0, 0, 0, 7, -30, 0]]",3,7,-1,3,"[[-40, -36, -135, 25, -23, -26], [75, -26, -49, -47, -134, -139], [-4, -30, -59, 98, 129, -6], [72, -44, 39, 7, -30, 7]]","[12, 13, 14, 15, 16, 17, 22, 21]",,,,test,0,75,0.31622776601683805
49,20505.0,409062,mouselab,True,"[20, 35, 45, 64, 25, -37]","[0.06, 0.26, 0.14, 0.54]",1,"[1608, 2904, 3528, 4344, 5032, 5600, 6944, 7487, 8168, 9360, 9960, 10984, 15128]",20.0,3uXiz4V3sUrSmY9,13,"[[0, 0, 0, 0, 0, 0], [-98, -42, -2, 84, 60, -107], [0, 0, 0, -61, 0, 0], [84, 85, 84, 93, 18, -17]]",3,93,80,3,"[[-101, -31, 34, -10, 30, -23], [-98, -42, -2, 84, 60, -107], [65, -46, -22, -61, -87, 97], [84, 85, 84, 93, 18, -17]]","[18, 19, 20, 21, 22, 23, 11, 10, 9, 8, 7, 6, 15]",,,,test,1,75,0.31622776601683805
49,20552.0,434615,mouselab,True,"[26, 43, 67, 26, -7, -39]","[0.06, 0.07, 0.81, 0.06]",1,"[1815, 2399, 2991, 3679, 4951, 5599]",20.0,si1lNmExwYp0qHd,6,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [32, 53, 83, 32, -9, -48], [0, 0, 0, 0, 0, 0]]",0,-146,-152,2,"[[-69, 74, -146, 18, -66, -39], [-59, 123, 55, -117, -17, -38], [32, 53, 83, 32, -9, -48], [-24, -104, 109, 21, 25, 52]]","[12, 13, 14, 15, 16, 17]",,,,test,2,75,0.31622776601683805
49,20640.0,458286,mouselab,True,"[-19, 10, -30, -33, -49, -93]","[0.02000000000000001, 0.04, 0.64, 0.3]",1,"[2039, 2535, 3079, 3671, 4399, 4839, 5303, 5847, 6383, 6831, 7263, 7791]",20.0,klD1PHboiI6GI83,12,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-22, 1, -38, -46, -67, -123], [-17, 31, -20, -11, -19, -48]]",3,31,19,1,"[[-56, 69, -45, 13, -11, -81], [158, 111, -15, 70, 133, 4], [-22, 1, -38, -46, -67, -123], [-17, 31, -20, -11, -19, -48]]","[12, 18, 19, 13, 14, 20, 21, 15, 16, 22, 23, 17]",,,,test,3,75,0.31622776601683805
49,20663.0,480990,mouselab,True,"[-40, 35, -4, -68, 55, -29]","[0.5, 0.19, 0.15, 0.16]",1,"[1927, 2552, 3231, 3967, 4479, 5039, 5519, 5983, 6431, 6855, 7296, 7735, 8151, 8751, 9335, 9759, 10208, 10703]",20.0,mlhb2P64mtEuQDH,18,"[[-53, 18, 23, -85, 45, -33], [-49, 130, -42, -100, 156, -80], [-29, 8, -51, -42, 21, 17], [0, 0, 0, 0, 0, 0]]",0,45,27,4,"[[-53, 18, 23, -85, 45, -33], [-49, 130, -42, -100, 156, -80], [-29, 8, -51, -42, 21, 17], [4, 19, 36, -77, -8, 23]]","[0, 1, 2, 3, 4, 5, 11, 10, 9, 8, 7, 6, 12, 13, 14, 15, 16, 17]",,,,test,4,75,0.31622776601683805
49,21528.0,503678,mouselab,True,"[-35, -21, -17, -32, 30, 49]","[0.06, 0.48, 0.03, 0.43]",1,"[1688, 2224, 2664, 3143, 3664, 4248, 4736, 5239, 5664, 6152, 6536, 7248, 19240, 19991]",20.0,Q8ZMcp5SHNKniCj,14,"[[0, 0, 0, 0, 0, 10], [-30, 23, 34, -38, 29, 130], [0, 0, 0, 0, 0, 94], [-47, -75, -77, -33, 38, -38]]",3,-38,-52,5,"[[-64, -14, -37, -37, -139, 10], [-30, 23, 34, -38, 29, 130], [50, -10, -34, 126, -54, 94], [-47, -75, -77, -33, 38, -38]]","[6, 18, 19, 7, 8, 20, 21, 9, 10, 22, 23, 11, 5, 17]",,,,test,5,75,0.31622776601683805
