Other,Rand,SAT_TTB,TTB,TTB_SAT,WADD,alpha,click_var_gamble,click_var_outcome,cost,nr_clicks,payoff_gross,payoff_gross_by_strategy,payoff_gross_relative,payoff_gross_relative_by_strategy,payoff_matrix,payoff_net,payoff_net_by_strategy,payoff_net_relative,payoff_net_relative_by_strategy,payoff_perfect,probabilities,problem_id,processing_pattern,sigma,trial_weight,trial_weight_75
0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1875,4.0,6.0,28.32,"[0.0, 0.0, 28.319999999999762, 0.0, 0.0, 0.0]",0.3801026940915341,"[0.0, 0.0, 0.3801026940915336, 0.0, 0.0, 0.0]","[[22, -21, 17, -147, -65, 100], [54, -13, -100, 92, -2, -47], [53, -102, 179, 100, 3, 103], [-73, -101, 34, 0, -97, 7]]",4.32,"[0.0, 0.0, 4.320000000000053, 0.0, 0.0, 0.0]",0.05798176689531875,"[0.0, 0.0, 0.057981766895318344, 0.0, 0.0, 0.0]",74.50618067226894,"[0.32, 0.11, 0.1, 0.47]",oedMfnpcKaE2y8l,-1.0,75.0,1.0557432432432432,1.061120543293718
0.0,0.0,0.713,0.0,0.287,0.0,0.1,0.0895,0.1875,8.0,1.764,88.16805000000002,"[88.92693379790899, 87.86258064516164, 0.0, 0.0, 0.0, 0.0]",1.1833655839617614,"[1.193551098654127, 1.1792656643029749, 0.0, 0.0, 0.0, 0.0]","[[-12, 85, 106, 92, -20, -73], [7, -60, -62, 29, -9, 16], [65, -31, 5, 113, -113, -100], [93, 111, 43, -124, -5, -39]]",74.05605000000001,"[68.07675958188143, 76.46286115007035, 0.0, 0.0, 0.0, 0.0]",0.9939584787703868,"[0.9137062048762313, 1.0262619887390039, 0.0, 0.0, 0.0, 0.0]",74.50618067226894,"[0.94, 0.03, 0.01, 0.02]",mfqNgrWLCngjYvI,-1.0,75.0,0.7390202702702703,0.7427843803056027
0.0,0.0,0.382,0.0,0.618,0.0,1.0,0.05658740740740741,0.16981444444444446,1.0,2.6319999999999997,47.03416,"[46.10669902912671, 48.53460732984312, 0.0, 0.0, 0.0, 0.0]",0.8237044283906223,"[0.8074618993677145, 0.8499816088517713, 0.0, 0.0, 0.0, 0.0]","[[91, 74, -39, -60, 128, -115], [100, 152, -56, 92, -19, -113], [20, -59, 54, -24, -50, -47], [-12, -72, 33, 103, -10, -49]]",44.402159999999995,"[42.975631067961615, 46.71000000000013, 0.0, 0.0, 0.0, 0.0]",0.7776104818733652,"[0.7526278267446715, 0.8180274475004109, 0.0, 0.0, 0.0, 0.0]",57.10077350427351,"[0.51, 0.01, 0.27, 0.21]",SlegoBjXGG4w7wZ,-0.9190647482014388,75.0,0.5278716216216216,0.530560271646859
0.0,0.0,0.366,0.149,0.485,0.0,3.2,0.04317500000000001,0.1875,1.0,3.3689999999999998,73.59,"[73.58999999999983, 73.59000000000013, 73.5900000000001, 0.0, 0.0, 0.0]",1.3740870530823133,"[1.374087053082315, 1.3740870530823053, 1.374087053082318, 0.0, 0.0, 0.0]","[[-9, 85, -5, -35, 135, 38], [-60, -15, 81, 36, -48, 83], [184, 24, 30, -150, -110, -43], [66, 116, -198, 33, -152, -28]]",70.22100000000003,"[69.80855670103095, 71.83863387978154, 67.5900000000001, 0.0, 0.0, 0.0]",1.3111804179167428,"[1.3034791949619327, 1.341385198061251, 1.2620538648978632, 0.0, 0.0, 0.0]",53.555558823529395,"[0.21, 0.18, 0.39, 0.22]",2znAhdVeX1vO3YQ,-1.0,75.0,0.7390202702702703,0.7427843803056027
0.252,0.0,0.0,0.0,0.748,0.0,0.3,0.004916943499622071,0.08528897179705214,0.0,8.258,80.12098000000002,"[80.07133689839542, 0.0, 0.0, 0.0, 0.0, 80.26833333333317]",0.6061450551277453,"[0.6057694865743073, 0.0, 0.0, 0.0, 0.0, 0.6072598379768392]","[[-80, -68, -67, 164, 106, 116], [81, -248, -327, -123, 70, -48], [-58, 22, 130, 134, 38, 374], [220, -153, -94, -132, 201, -77]]",80.12098000000002,"[80.07133689839542, 0.0, 0.0, 0.0, 0.0, 80.26833333333317]",0.6061450551277453,"[0.6057694865743073, 0.0, 0.0, 0.0, 0.0, 0.6072598379768392]",132.18119874476992,"[0.010000000000000009, 0.77, 0.11, 0.11]",fsVMRdhvVoVJamd,-0.895892857142857,150.0,1.3724662162162162,0.0
0.0,0.0,0.575,0.0,0.425,0.0,0.3,0.06985555555555556,0.1875,1.0,2.325,84.50935999999999,"[82.95037647058786, 85.66165217391242, 0.0, 0.0, 0.0, 0.0]",1.2840827559718777,"[1.2603946832310406, 1.3015913314759786, 0.0, 0.0, 0.0, 0.0]","[[-40, -36, -135, 25, -23, -26], [75, -26, -49, -47, -134, -139], [-4, -30, -59, 98, 129, -6], [72, -44, 39, 7, -30, 7]]",82.18435999999998,"[79.5880235294114, 84.1033913043472, 0.0, 0.0, 0.0, 0.0]",1.2487553980598711,"[1.2093052011753695, 1.2779142392353704, 0.0, 0.0, 0.0, 0.0]",65.81301680672267,"[0.029999999999999992, 0.01, 0.77, 0.19]",Z6igLUgOZ1o22OJ,-1.0,75.0,0.6334459459459459,0.6366723259762309
0.0,0.0,0.293,0.0,0.7070000000000001,0.0,10.0,0.04133244173595365,0.13770178146258502,4.0,4.55,103.80999999999996,"[103.80999999999896, 103.81000000000051, 0.0, 0.0, 0.0, 0.0]",1.05005685239125,"[1.0500568523912397, 1.050056852391247, 0.0, 0.0, 0.0, 0.0]","[[154, 184, -110, -46, 86, -141], [-111, -206, 168, 7, 56, 64], [53, 54, 286, 49, -109, -8], [174, -8, -147, 19, -128, 101]]",85.60999999999997,"[80.65299858557218, 97.57109215017111, 0.0, 0.0, 0.0, 0.0]",0.8659605734824671,"[0.8158196111230355, 0.986949175489689, 0.0, 0.0, 0.0, 0.0]",98.86131380753136,"[0.15, 0.27, 0.37, 0.21]",7MdK3SAZMHA9Mek,-0.7590510366826155,150.0,1.4780405405405406,0.0
0.0,0.0,0.0,0.0,1.0,0.0,3.2,0.016408743386243388,0.08968288548752834,4.0,6.398,79.50999999999998,"[79.50999999999962, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7514858305591334,"[0.7514858305591269, 0.0, 0.0, 0.0, 0.0, 0.0]","[[37, 31, 38, -123, 125, 155], [88, -41, -18, -313, 229, -29], [-63, -81, -38, 100, 14, 134], [-23, 183, -166, 68, 52, 67]]",53.91799999999999,"[53.91800000000036, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5096039870719075,"[0.5096039870719042, 0.0, 0.0, 0.0, 0.0, 0.0]",105.803724789916,"[0.07, 0.22, 0.41, 0.3]",etWxXiPEENM8zyz,-0.775047619047619,150.0,0.7390202702702703,0.0
0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.020790248118684268,0.05082403875710828,2.0,7.847,104.53,"[104.52999999999906, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0573397821063222,"[1.0573397821063049, 0.0, 0.0, 0.0, 0.0, 0.0]","[[94, 108, 156, -189, 146, -175], [115, 6, 143, 53, -314, 174], [5, -8, 142, 41, -67, -62], [-75, -93, -89, 124, -16, -53]]",88.83599999999998,"[88.83599999999912, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8985921446780567,"[0.8985921446780613, 0.0, 0.0, 0.0, 0.0, 0.0]",98.86131380753136,"[0.27, 0.33, 0.22, 0.18]",vAgbY0t8OE27bJ4,-0.4146595238095238,150.0,1.3724662162162162,0.0
0.0,0.0,0.371,0.0,0.629,0.0,10.0,0.041150000000000006,0.1875,8.0,3.327,117.47,"[117.47000000000084, 117.47000000000061, 0.0, 0.0, 0.0, 0.0]",1.1882302133744351,"[1.1882302133744447, 1.188230213374428, 0.0, 0.0, 0.0, 0.0]","[[-93, 169, -112, -111, -107, 34], [-236, -162, -168, 284, 279, 356], [-79, -212, -54, -134, -156, 187], [67, 164, 42, -80, -32, -139]]",90.854,"[84.94853736089101, 100.86622641509486, 0.0, 0.0, 0.0, 0.0]",0.9190045782405798,"[0.8592697597188808, 1.0202800522302016, 0.0, 0.0, 0.0, 0.0]",98.86131380753136,"[0.28, 0.17, 0.38, 0.17]",OyNTv7w2tf8yH1l,-1.0,150.0,0.950168918918919,0.0
