Other,Rand,SAT_TTB,TTB,TTB_SAT,WADD,alpha,click_var_gamble,click_var_outcome,cost,nr_clicks,payoff_gross,payoff_gross_by_strategy,payoff_gross_relative,payoff_gross_relative_by_strategy,payoff_matrix,payoff_net,payoff_net_by_strategy,payoff_net_relative,payoff_net_relative_by_strategy,payoff_perfect,probabilities,problem_id,processing_pattern,sigma,trial_weight_con,trial_weight_exp,trial_weight,trial_weight_con_exclude,trial_weight_exp_exclude,trial_weight_exclude,strategy,km_strategy,km_WADD,km_SAT_TTB,km_TTB_SAT,km_TTB,cluster_centers,cluster_points
0.0,0.0,0.172,0.157,0.6709999999999999,0.0,3.2,0.01360833333333334,0.1875,4.0,4.248,13.849999999999996,"[13.850000000000174, 13.849999999999953, 13.849999999999959, 0.0, 0.0, 0.0]",0.2704919633615218,"[0.2704919633615177, 0.27049196336152187, 0.27049196336152187, 0.0, 0.0, 0.0]","[[11, -192, -3, -131, 0, 63], [99, -2, -149, 65, -106, 101], [12, -17, -175, -95, 44, -177], [15, -23, -34, 84, -149, 28]]",-3.1420000000000043,"[-2.25730253353206, -0.19651162790698185, -10.150000000000023, 0.0, 0.0, 0.0]",-0.061363591977032686,"[-0.04408535698166204, -0.0038378928560237, -0.1982305724273976, 0.0, 0.0, 0.0]",51.20299999999999,"[0.48, 0.25, 0.24, 0.03]",SaPACZPUDlvdmkP,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,0.8266666666666667,0.6666666666666666,0.7482993197278911,"['TTB', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'TTB', 'TTB_SAT', 'TTB', 'TTB_SAT', 'TTB_SAT']","['TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'SAT_TTB', 'SAT_TTB']",0.0,0.5,0.0,0.5,,
0.0,0.0,0.094,0.0,0.906,0.0,0.3,0.015358333333333337,0.14521666666666666,1.0,4.8439999999999985,110.02168,"[110.97169977925091, 100.86510638297862, 0.0, 0.0, 0.0, 0.0]",1.72172514162311,"[1.7365919654979605, 1.5784342647018674, 0.0, 0.0, 0.0, 0.0]","[[-87, -59, 53, -49, -157, -46], [-139, 11, 115, -40, -204, -116], [-51, -61, -54, 52, 84, -15], [-101, -17, 152, -16, 48, 138]]",105.17768,"[106.07324503311403, 96.54595744680842, 0.0, 0.0, 0.0, 0.0]",1.6459215674000816,"[1.6599362309960954, 1.5108440650810395, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.09, 0.19, 0.08, 0.64]",WdVOkNPSiCkiKDf,-0.8578,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,1.2266666666666666,1.2777777777777777,1.2517006802721091,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT']","['TTB', 'SAT_TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'SAT_TTB']",0.0,0.2,0.0,0.8,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0034722222222222233,0.09375,1.0,8.0,37.939999999999976,"[37.93999999999983, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5937216362555161,"[0.5937216362555099, 0.0, 0.0, 0.0, 0.0, 0.0]","[[-120, 22, -32, -105, -105, 26], [-6, -42, -123, 68, 59, -90], [87, -117, 56, -95, 34, -15], [-72, 54, 86, 15, -103, -66]]",29.94,"[29.939999999999497, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4685299364652122,"[0.468529936465203, 0.0, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.010000000000000111, 0.58, 0.06, 0.35]",12Smwv1zSNyuuxE,-0.832342857142857,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,1.2266666666666666,1.2777777777777777,1.2517006802721091,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']",0.0,0.0,1.0,0.0,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.003086419753086419,0.07638888888888885,1.0,9.0,35.75,"[35.75, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5594504084379207,"[0.5594504084379093, 0.0, 0.0, 0.0, 0.0, 0.0]","[[15, -30, 29, -47, -45, -53], [-99, -104, 26, 20, -32, -84], [159, -28, 100, -106, 63, 32], [61, -31, -171, -16, -79, -55]]",26.75,"[26.75, 0.0, 0.0, 0.0, 0.0, 0.0]",0.41860974617382857,"[0.4186097461738384, 0.0, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.37, 0.44, 0.17, 0.02]",IBOZgXFSkyvyiUf,-0.823,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,1.2266666666666666,1.2777777777777777,1.2517006802721091,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']",0.0,0.0,1.0,0.0,,
0.0,0.0,0.34,0.0,0.66,0.0,3.2,0.07029166666666667,0.1875,4.0,2.286,81.88998000000002,"[82.168151515151, 81.35000000000007, 0.0, 0.0, 0.0, 0.0]",1.5993199617209932,"[1.6047526808029102, 1.5887740952678464, 0.0, 0.0, 0.0, 0.0]","[[11, 99, 37, 96, -15, -10], [-102, 110, 161, -24, -71, 37], [-55, 8, 9, 21, 70, 82], [-34, -16, 17, 136, 62, 150]]",72.74598,"[70.37421212121174, 77.35000000000007, 0.0, 0.0, 0.0, 0.0]",1.4207366755854154,"[1.3744157983167422, 1.5106536726363742, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.1, 0.54, 0.15, 0.21]",aYhiKG1buBq3xGu,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,0.8266666666666667,0.6666666666666666,0.7482993197278911,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB']","['SAT_TTB', 'TTB', 'TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB']",0.0,0.7,0.0,0.3,,
0.0,0.0,0.062,0.183,0.755,0.0,0.3,0.006655555555555557,0.1875,1.0,4.9289999999999985,106.75,"[106.75, 106.75, 106.75, 0.0, 0.0, 0.0]",1.6705267440768676,"[1.6705267440768456, 1.6705267440768667, 1.6705267440768747, 0.0, 0.0, 0.0]","[[26, 3, -7, -50, 62, 37], [170, -11, -37, 11, -44, 59], [-158, -3, -108, -8, -23, -72], [5, 21, 96, 148, 8, -72]]",101.821,"[102.00430463576159, 102.75, 100.75, 0.0, 0.0, 0.0]",1.5933930080435663,"[1.596261535409865, 1.6079308941817165, 1.5766329692341399, 0.0, 0.0, 0.0]",63.90200000000002,"[0.03, 0.03, 0.2, 0.74]",Gq2ftjqDBmr2chN,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,1.2266666666666666,1.2777777777777777,1.2517006802721091,"['TTB_SAT', 'TTB', 'TTB_SAT', 'TTB_SAT', 'TTB', 'TTB', 'TTB_SAT', 'TTB_SAT', 'TTB', 'TTB_SAT']","['TTB', 'TTB', 'SAT_TTB', 'TTB', 'TTB', 'TTB', 'SAT_TTB', 'SAT_TTB', 'TTB', 'SAT_TTB']",0.0,0.4,0.0,0.6,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0034722222222222233,0.09375,1.0,8.0,15.759999999999994,"[15.76000000000019, 0.0, 0.0, 0.0, 0.0, 0.0]",0.24662764858689856,"[0.24662764858689598, 0.0, 0.0, 0.0, 0.0, 0.0]","[[-56, 69, -45, 13, -11, -81], [158, 111, -15, 70, 133, 4], [-22, 1, -38, -46, -67, -123], [-17, 31, -20, -11, -19, -48]]",7.760000000000002,"[7.760000000000158, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1214359487965948,"[0.12143594879659166, 0.0, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.02000000000000001, 0.04, 0.64, 0.3]",klD1PHboiI6GI83,-0.9554285714285712,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,1.2266666666666666,1.2777777777777777,1.2517006802721091,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']",0.0,0.0,1.0,0.0,,
0.0,0.0,0.042,0.0,0.958,0.0,3.2,0.016904820483749056,0.11661417517006804,4.0,5.532,48.61139000000001,"[49.401910229645, 30.58, 0.0, 0.0, 0.0, 0.0]",0.9493855828760036,"[0.9648245264856691, 0.5972306310177135, 0.0, 0.0, 0.0, 0.0]","[[7, -95, 8, -33, 43, -148], [36, -62, 14, 74, 0, 49], [-64, -38, 68, 51, -33, -99], [-18, -90, 7, 63, -23, -100]]",26.48339,"[27.1012839248439, 12.3895238095238, 0.0, 0.0, 0.0, 0.0]",0.5172234048786206,"[0.5292909385161713, 0.2419687090507161, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.06, 0.31, 0.35, 0.28]",U6NalRd3JS7aHgM,-0.8185999999999999,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,0.8266666666666667,0.6666666666666666,0.7482993197278911,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['SAT_TTB', 'TTB', 'TTB_SAT', 'SAT_TTB', 'TTB', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB']",0.0,0.6,0.2,0.2,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0034722222222222233,0.09375,1.0,8.0,77.4,"[77.39999999999998, 0.0, 0.0, 0.0, 0.0, 0.0]",1.2112296954711899,"[1.2112296954711967, 0.0, 0.0, 0.0, 0.0, 0.0]","[[61, -42, -94, -52, -163, 53], [85, -65, -84, 88, 40, 87], [53, -6, 64, -32, 83, -117], [101, 67, 39, -108, -29, 8]]",69.39999999999999,"[69.40000000000065, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0860379956808863,"[1.086037995680872, 0.0, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.51, 0.17, 0.01, 0.31]",55wGWrG0AsulSFG,-0.8302380952380952,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,1.2266666666666666,1.2777777777777777,1.2517006802721091,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']",0.0,0.0,1.0,0.0,,
0.0,0.0,0.019,0.0,0.981,0.0,3.2,0.00616257072633155,0.09877809444163338,4.0,7.718,-10.44,"[-9.389673802242564, -64.67, 0.0, 0.0, 0.0, 0.0]",-0.2038943030681796,"[-0.18338132145074612, -1.263011932894557, 0.0, 0.0, 0.0, 0.0]","[[27, -53, -32, -18, 75, 68], [29, 3, 15, 149, -146, 2], [9, 32, -68, 54, -108, -104], [98, 31, 97, 8, -114, -101]]",-41.31199999999999,"[-40.54971457696219, -80.67000000000002, 0.0, 0.0, 0.0, 0.0]",-0.8068277249379919,"[-0.791940210084607, -1.5754936234205028, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.29, 0.22, 0.26, 0.23]",tK9NSXZJXL2a1DM,-0.6805531746031745,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,0.8266666666666667,0.6666666666666666,0.7482993197278911,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB', 'TTB_SAT']",0.0,0.0,0.8,0.2,,
0.0,0.0,0.165,0.141,0.6940000000000001,0.0,3.2,0.027075,0.1875,4.0,3.663,-18.529999999999994,"[-18.530000000000186, -18.53000000000005, -18.530000000000026, 0.0, 0.0, 0.0]",-0.3618928578403609,"[-0.36189285784035985, -0.3618928578403601, -0.3618928578403602, 0.0, 0.0, 0.0]","[[-50, 10, -163, 57, 26, 95], [13, -25, 81, 4, -24, -10], [-85, 19, -88, 37, -86, 5], [-41, 47, 116, -1, -4, -34]]",-33.18199999999999,"[-32.95074927953878, -26.166363636363705, -42.52999999999998, 0.0, 0.0, 0.0]",-0.6480479659394958,"[-0.6435316149354345, -0.5110318465004697, -0.8306153936292768, 0.0, 0.0, 0.0]",51.20299999999999,"[0.23, 0.32, 0.29, 0.16]",HO2m16im97e1RLZ,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,0.8266666666666667,0.6666666666666666,0.7482993197278911,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT']","['TTB', 'SAT_TTB', 'SAT_TTB', 'TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB']",0.0,0.8,0.0,0.2,,
0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.1875,4.0,6.0,15.759999999999994,"[0.0, 0.0, 15.76000000000019, 0.0, 0.0, 0.0]",0.24662764858689856,"[0.0, 0.0, 0.24662764858689598, 0.0, 0.0, 0.0]","[[-56, 69, -45, 13, -11, -81], [158, 111, -15, 70, 133, 4], [-22, 1, -38, -46, -67, -123], [-17, 31, -20, -11, -19, -48]]",-8.239999999999998,"[0.0, 0.0, -8.239999999999839, 0.0, 0.0, 0.0]",-0.12894745078401298,"[0.0, 0.0, -0.12894745078401185, 0.0, 0.0, 0.0]",63.90200000000002,"[0.02000000000000001, 0.04, 0.64, 0.3]",klD1PHboiI6GI83,-1.0,75.0,0.9514563106796116,0.9494949494949496,0.9504950495049505,0.8799999999999999,1.0277777777777777,0.9523809523809524,"['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']","['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']",0.0,0.0,0.0,1.0,,
0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.1875,1.0,6.0,79.61999999999998,"[0.0, 0.0, 79.62000000000012, 0.0, 0.0, 0.0]",1.2459703921629992,"[0.0, 0.0, 1.2459703921629928, 0.0, 0.0, 0.0]","[[10, -11, 78, -20, 94, 69], [-36, -45, 82, -86, -100, 31], [-48, -38, -84, 6, 116, -74], [114, 25, -50, -68, 52, 53]]",73.62,"[0.0, 0.0, 73.62000000000052, 0.0, 0.0, 0.0]",1.152076617320272,"[0.0, 0.0, 1.1520766173202848, 0.0, 0.0, 0.0]",63.90200000000002,"[0.09, 0.1, 0.61, 0.2]",rVjVpCboG0KJwv1,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,1.2266666666666666,1.2777777777777777,1.2517006802721091,"['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']","['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']",0.0,0.0,0.0,1.0,,
0.0,0.0,0.0,0.0,1.0,0.0,3.2,0.003166909381036366,0.10977925351158982,1.0,7.508999999999999,13.928039999999998,"[13.928040000000237, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2720160928070621,"[0.27201609280705474, 0.0, 0.0, 0.0, 0.0, 0.0]","[[11, -192, -3, -131, 0, 63], [99, -2, -149, 65, -106, 101], [12, -17, -175, -95, 44, -177], [15, -23, -34, 84, -149, 28]]",6.419039999999995,"[6.419040000000087, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1253645294221041,"[0.12536452942210385, 0.0, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.48, 0.25, 0.24, 0.03]",SaPACZPUDlvdmkP,-0.9441547619047621,75.0,1.029126213592233,1.0303030303030305,1.0297029702970295,1.0666666666666669,1.0277777777777777,1.0476190476190477,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB', 'TTB_SAT', 'TTB', 'TTB_SAT', 'TTB', 'TTB', 'TTB', 'TTB']",0.0,0.0,0.4,0.6,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.00315717120181406,0.1098176020408163,4.0,7.506,35.75,"[35.75, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5594504084379207,"[0.5594504084379093, 0.0, 0.0, 0.0, 0.0, 0.0]","[[15, -30, 29, -47, -45, -53], [-99, -104, 26, 20, -32, -84], [159, -28, 100, -106, 63, 32], [61, -31, -171, -16, -79, -55]]",5.726,"[5.726, 0.0, 0.0, 0.0, 0.0, 0.0]",0.08960595912491001,"[0.08960595912491004, 0.0, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.37, 0.44, 0.17, 0.02]",IBOZgXFSkyvyiUf,-0.9534285714285712,75.0,0.9514563106796116,0.9494949494949496,0.9504950495049505,0.8799999999999999,1.0277777777777777,0.9523809523809524,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']",0.0,0.0,0.4,0.6,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.002834467120181407,0.1262755102040816,4.0,7.0,23.27,"[23.270000000000355, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3641513567650465,"[0.3641513567650397, 0.0, 0.0, 0.0, 0.0, 0.0]","[[-62, -42, -7, -47, -26, -14], [-13, -71, 120, -32, 98, -95], [-68, 29, -35, -55, -23, 22], [23, 4, 10, 112, 48, -82]]",-4.730000000000002,"[-4.729999999999955, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.07401959250101718,"[-0.07401959250101699, 0.0, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.59, 0.22, 0.02, 0.17]",EDYV3TvmyqJrQOZ,-0.9386666666666664,75.0,0.9514563106796116,0.9494949494949496,0.9504950495049505,0.8799999999999999,1.0277777777777777,0.9523809523809524,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']",0.0,0.0,0.0,1.0,,
0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.1875,4.0,6.0,27.779999999999994,"[0.0, 0.0, 27.779999999999692, 0.0, 0.0, 0.0]",0.4347281775218302,"[0.0, 0.0, 0.4347281775218332, 0.0, 0.0, 0.0]","[[13, 44, -5, 28, -6, -76], [-40, 25, 9, -196, 123, -17], [-133, 45, -113, -55, 31, -16], [50, -67, -24, -11, -31, -43]]",3.7800000000000007,"[0.0, 0.0, 3.7800000000000793, 0.0, 0.0, 0.0]",0.05915307815091862,"[0.0, 0.0, 0.05915307815091917, 0.0, 0.0, 0.0]",63.90200000000002,"[0.38, 0.05, 0.02, 0.55]",nQ4KJRm5qzDmfGs,-1.0,75.0,0.9514563106796116,0.9494949494949496,0.9504950495049505,0.8799999999999999,1.0277777777777777,0.9523809523809524,"['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']","['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']",0.0,0.0,0.0,1.0,,
0.0,0.0,0.0,0.0,1.0,0.0,3.2,0.003476111111111112,0.093345,1.0,8.022,33.26,"[33.25999999999933, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6495713141808098,"[0.6495713141808098, 0.0, 0.0, 0.0, 0.0, 0.0]","[[-33, -36, -64, -39, -109, 24], [-9, 26, 36, 11, 43, 38], [61, -11, 147, 71, 140, 2], [13, -125, 64, -113, -76, 69]]",25.238000000000003,"[25.237999999999563, 0.0, 0.0, 0.0, 0.0, 0.0]",0.49290080659336405,"[0.4929008065933737, 0.0, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.4, 0.14, 0.2, 0.26]",6lht0ZurQP2rMOw,-0.9494166666666666,75.0,1.029126213592233,1.0303030303030305,1.0297029702970295,1.0666666666666669,1.0277777777777777,1.0476190476190477,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']",0.0,0.0,1.0,0.0,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0029261805555555564,0.0678065625,1.0,9.782,62.91999999999999,"[62.91999999999873, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9846327188507404,"[0.9846327188507531, 0.0, 0.0, 0.0, 0.0, 0.0]","[[-101, -31, 34, -10, 30, -23], [-98, -42, -2, 84, 60, -107], [65, -46, -22, -61, -87, 97], [84, 85, 84, 93, 18, -17]]",53.137999999999984,"[53.13799999999881, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8315545679321462,"[0.8315545679321543, 0.0, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.06, 0.26, 0.14, 0.54]",3uXiz4V3sUrSmY9,-0.2436619047619048,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901,1.2266666666666666,1.2777777777777777,1.2517006802721091,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']",0.0,0.0,1.0,0.0,,
0.134,0.0,0.0,0.0,0.866,0.0,3.2,0.004235687761012436,0.02841740559972828,1.0,13.291,35.43,"[35.43000000000024, 0.0, 0.0, 0.0, 0.0, 35.42999999999998]",0.6919516434583913,"[0.6919516434583869, 0.0, 0.0, 0.0, 0.0, 0.6919516434583918]","[[-17, -40, -75, -19, -145, 57], [-60, -77, 11, -48, -57, 46], [65, 14, 45, 68, 43, -74], [-43, -100, 101, 144, 15, -52]]",22.13900000000001,"[22.248706697459795, 0.0, 0.0, 0.0, 0.0, 21.429999999999968]",0.4323770091596196,"[0.4345195925523778, 0.0, 0.0, 0.0, 0.0, 0.41853016424818884]",51.20299999999999,"[0.31, 0.14, 0.41, 0.14]",fNApTMMb9VDwixr,-0.23965079365079364,75.0,1.029126213592233,1.0303030303030305,1.0297029702970295,1.0666666666666669,1.0277777777777777,1.0476190476190477,"['TTB_SAT', 'Other', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'Other']","['WADD', 'WADD', 'WADD', 'TTB_SAT', 'WADD', 'WADD', 'WADD', 'WADD', 'WADD', 'WADD']",0.9,0.0,0.1,0.0,,
0.0,0.0,0.0,0.0,1.0,0.0,3.2,0.003158446712018141,0.10975255102040814,1.0,7.507999999999999,68.36,"[68.3600000000005, 0.0, 0.0, 0.0, 0.0, 0.0]",1.3350780227721029,"[1.335078022772082, 0.0, 0.0, 0.0, 0.0, 0.0]","[[11, 127, 163, 10, -12, 60], [-29, 43, 18, 65, 3, -22], [-22, -34, 11, -101, 22, 34], [-98, 115, -44, -8, 33, -7]]",60.852,"[60.85200000000048, 0.0, 0.0, 0.0, 0.0, 0.0]",1.1884459894928032,"[1.1884459894928074, 0.0, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.08000000000000002, 0.33, 0.16, 0.43]",X1an3is3yUOfCuZ,-0.9511428571428572,75.0,1.029126213592233,1.0303030303030305,1.0297029702970295,1.0666666666666669,1.0277777777777777,1.0476190476190477,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB', 'TTB', 'TTB_SAT', 'TTB', 'TTB_SAT', 'TTB_SAT', 'TTB', 'TTB']",0.0,0.0,0.5,0.5,,
0.0,0.0,0.19,0.0,0.81,0.0,0.3,0.04150802831317713,0.14080919571995462,4.0,4.393,49.48000000000001,"[49.480000000000274, 49.47999999999976, 0.0, 0.0, 0.0, 0.0]",0.7743106632030297,"[0.7743106632030262, 0.7743106632030291, 0.0, 0.0, 0.0, 0.0]","[[-64, -14, -37, -37, -139, 10], [-30, 23, 34, -38, 29, 130], [50, -10, -34, 126, -54, 94], [-47, -75, -77, -33, 38, -38]]",31.908000000000005,"[28.852839506172483, 44.93263157894715, 0.0, 0.0, 0.0, 0.0]",0.4993270946136271,"[0.4515170026943252, 0.7031490654274896, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.06, 0.48, 0.03, 0.43]",Q8ZMcp5SHNKniCj,-0.7729266347687401,75.0,0.9514563106796116,0.9494949494949496,0.9504950495049505,0.8799999999999999,1.0277777777777777,0.9523809523809524,"['SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'TTB', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT']",0.0,0.5,0.4,0.1,,
