Other,Rand,SAT_TTB,TTB,TTB_SAT,WADD,alpha,click_var_gamble,click_var_outcome,cost,nr_clicks,payoff_gross,payoff_gross_by_strategy,payoff_gross_relative,payoff_gross_relative_by_strategy,payoff_net,payoff_net_by_strategy,payoff_net_relative,payoff_net_relative_by_strategy,payoff_perfect,problem_id,processing_pattern,sigma,strategy,km_strategy,km_WADD,km_SAT_TTB,km_TTB_SAT,km_TTB,cluster_centers,cluster_points
0.0,0.0,0.5774,0.0,0.4226,0.0,0.3,0.06664749999999997,0.1875,4.0,2.354,84.40183799999998,"[82.581497870329, 85.73414790439617, 0.0, 0.0, 0.0, 0.0]",1.1798881330714974,"[1.1544408469928062, 1.1985130431804631, 0.0, 0.0, 0.0, 0.0]",74.985838,"[69.33019640322198, 79.12521129199648, 0.0, 0.0, 0.0, 0.0]",1.0482579823039129,"[0.9691954338680968, 1.1061239902169595, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,Z6igLUgOZ1o22OJ,-1.0,75.0,"['TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB']","['SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB']",0.0,1.0,0.0,0.0,"[[1.0, 1.0, 1.0, 0.9985, 0.971, 0.917, 1.0, 1.0, 0.9893, 0.5293, 0.1788, 0.04572, 0.4377, 0.3323, 0.1166, 0.003668, 0.0004263, 0.0, 0.1755, 0.128, 0.0468, 0.0, 0.0003412, 8.53e-05], [1.0, 0.7905, 0.534, 0.2491, 0.0, 0.0, 0.2102, 0.07764, 0.00453, 0.000951, 0.000895, 5.597e-05, 0.014435, 0.01068, 0.0001678, 0.001175, 0.0003357, 5.597e-05, 5.597e-05, 0.0004475, 0.0, 0.0003357, 0.0001119, 5.597e-05], [1.0, 1.0, 1.0, 1.0, 0.8926, 0.7534, 1.0, 0.6416, 0.02875, -0.0, 0.00039, 0.00011146, 0.05923, 0.01516, 0.00078, 0.0, 0.0004458, 0.00039, 0.0002229, 0.00011146, 0.00039, 0.0001671, 0.0008917, 0.0001671], [1.0, 1.0, 1.0, 1.0, 1.0, 0.618, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0003555, 0.000533, 0.0, -0.0, 0.0, 0.0, 8.89e-05, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0]]","[0.1995, 0.304, 0.3052, 0.1914]"
0.0,0.0,0.0985,0.0,0.9015,0.0,0.3,0.03977864814814815,0.09832333446712016,4.0,4.5782,54.27730399999998,"[55.22505601774237, 45.60320812182662, 0.0, 0.0, 0.0, 0.0]",0.7587648373808417,"[0.7720138540531329, 0.6375060705779153, 0.0, 0.0, 0.0, 0.0]",35.96450400000001,"[35.48639822517918, 40.34026395939012, 0.0, 0.0, 0.0, 0.0]",0.5027626469627641,"[0.4960790089824806, 0.563933201675745, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,3uXiz4V3sUrSmY9,-0.6315495978552279,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB']",0.0,0.9,0.1,0.0,,
0.0,0.0,0.1841,0.1671,0.6488,0.0,0.3,0.012976666666666671,0.1875,4.0,4.4108,68.86000000000001,"[68.8599999999903, 68.86000000000054, 68.86000000000053, 0.0, 0.0, 0.0]",0.9626223642582676,"[0.9626223642581653, 0.9626223642583063, 0.9626223642583046, 0.0, 0.0, 0.0]",51.216800000000006,"[51.94939580763653, 54.40481260184735, 44.860000000000504, 0.0, 0.0, 0.0]",0.7159807886398907,"[0.7262220478382708, 0.7605473327595081, 0.627116457459001, 0.0, 0.0, 0.0]",71.53376293418955,si1lNmExwYp0qHd,-1.0,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB', 'SAT_TTB']","['SAT_TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'SAT_TTB', 'TTB', 'SAT_TTB', 'TTB', 'TTB']",0.0,0.3,0.0,0.7,,
0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.1875,4.0,6.0,15.759999999999994,"[0.0, 0.0, 15.759999999999666, 0.0, 0.0, 0.0]",0.22031554546486065,"[0.0, 0.0, 0.2203155454648874, 0.0, 0.0, 0.0]",-8.239999999999998,"[0.0, 0.0, -8.240000000000542, 0.0, 0.0, 0.0]",-0.11519036133441946,"[0.0, 0.0, -0.11519036133441674, 0.0, 0.0, 0.0]",71.53376293418955,klD1PHboiI6GI83,-1.0,75.0,"['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']","['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']",0.0,0.0,0.0,1.0,,
0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.1875,4.0,6.0,54.01,"[0.0, 0.0, 54.0100000000065, 0.0, 0.0, 0.0]",0.7550280844262129,"[0.0, 0.0, 0.7550280844261618, 0.0, 0.0, 0.0]",30.009999999999994,"[0.0, 0.0, 30.010000000004244, 0.0, 0.0, 0.0]",0.4195221776269333,"[0.0, 0.0, 0.4195221776268518, 0.0, 0.0, 0.0]",71.53376293418955,mlhb2P64mtEuQDH,-1.0,75.0,"['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']","['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']",0.0,0.0,0.0,1.0,,
0.0,0.0,0.1993,0.0,0.8007,0.0,0.3,0.04214255987024442,0.1404842616213152,4.0,4.4588,49.48000000000001,"[49.47999999999672, 49.47999999999957, 0.0, 0.0, 0.0, 0.0]",0.6917013445178491,"[0.691701344517882, 0.6917013445178563, 0.0, 0.0, 0.0, 0.0]",31.64480000000001,"[28.35748220307601, 44.85180130456593, 0.0, 0.0, 0.0, 0.0]",0.4423757216450775,"[0.3964209492119258, 0.6270018445112157, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,Q8ZMcp5SHNKniCj,-0.7699238782051282,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT']","['SAT_TTB', 'WADD', 'SAT_TTB', 'WADD', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'WADD', 'SAT_TTB']",0.3,0.5,0.2,0.0,,
0.0,0.0,0.0037,0.0,0.9963,0.0,0.3,0.01582690523431595,0.09901030555555554,4.0,6.1131,77.4,"[77.40000000001397, 77.40000000000005, 0.0, 0.0, 0.0, 0.0]",1.0820065494276785,"[1.082006549427943, 1.0820065494276792, 0.0, 0.0, 0.0, 0.0]",52.94759999999999,"[52.9310649402887, 57.40000000000004, 0.0, 0.0, 0.0, 0.0]",0.740176356285232,"[0.7399452058599252, 0.8024182937616118, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,55wGWrG0AsulSFG,-0.7886276190476189,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT']",0.0,0.4,0.6,0.0,,
0.0,0.0,0.6847,0.0,0.3153,0.0,0.3,0.05639527777777779,0.1875,4.0,2.4787,79.258393,"[84.82650808753432, 76.69431137724357, 0.0, 0.0, 0.0, 0.0]",1.1079857922882803,"[1.1858247715217891, 1.0721414368735847, 0.0, 0.0, 0.0, 0.0]",69.343593,"[73.70947668886652, 67.33313129837694, 0.0, 0.0, 0.0, 0.0]",0.9693827104243836,"[1.03041520067497, 0.9412776364123472, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,Gq2ftjqDBmr2chN,-1.0,75.0,"['SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT']","['SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB']",0.0,0.9,0.0,0.1,,
0.0,0.0,0.2039,0.1507,0.6454,0.0,0.3,0.007919722222222222,0.1875,4.0,4.9944,71.986886,"[71.93504803223794, 72.03780284453268, 72.13999999999947, 0.0, 0.0, 0.0]",1.0063343943786,"[1.0056097300293312, 1.0070461819659513, 1.0084748381875086, 0.0, 0.0, 0.0]",52.009285999999996,"[52.1569259374115, 54.401706718979376, 48.1399999999995, 0.0, 0.0, 0.0]",0.7270592775588794,"[0.7291231971870274, 0.7605039143408404, 0.6729689313882329, 0.0, 0.0, 0.0]",71.53376293418955,PCWdMJAPeV3vIAW,-1.0,75.0,"['TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'SAT_TTB', 'TTB', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT']","['TTB', 'TTB', 'TTB', 'SAT_TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']",0.0,0.1,0.0,0.9,,
0.0,0.0,0.0178,0.0171,0.9651,0.0,0.3,0.004248856292517008,0.11788832908163265,4.0,7.1686,40.13999999999999,"[40.14000000000906, 40.14000000000012, 40.14000000000011, 0.0, 0.0, 0.0]",0.5611336291217961,"[0.5611336291218574, 0.5611336291217972, 0.5611336291217972, 0.0, 0.0, 0.0]",11.46559999999999,"[11.110054916588398, 26.252359550561803, 16.14, 0.0, 0.0, 0.0]",0.1602823552082427,"[0.15531204372417748, 0.3669925706929989, 0.2256277223225148, 0.0, 0.0, 0.0]",71.53376293418955,q8OiXnEuGsljtb2,-0.9531476190476192,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']",0.0,0.0,1.0,0.0,,
