sigma,alpha,cost,implicit_cost,payoff,clicks,net_payoff
75.0,0.10000000000000002,8.0,0.3,72.35507303187602,3.45634,44.70435303187602
150.0,3.1622776601683813,2.0,0.3,100.56254242279186,9.52439,81.51376242279187
75.0,3.1622776601683813,1.0,0.3,49.1913852216625,8.7314,40.4599852216625
150.0,0.31622776601683805,1.0,0.3,142.5556711384819,7.69523,134.8604411384819
75.0,1.0000000000000004,4.0,0.3,49.98111817679113,4.52389,31.88555817679113
75.0,10.000000000000009,0.0,0.3,48.68064301158577,14.43094,48.68064301158577
75.0,0.31622776601683805,2.0,0.3,68.6247814248552,5.74307,57.1386414248552
75.0,1.0000000000000004,1.0,0.3,57.720337695951,7.80364,49.916697695951
75.0,3.1622776601683813,0.0,0.3,51.64937547884159,11.51657,51.64937547884159
75.0,1.0000000000000004,2.0,0.3,54.65538069690885,6.15429,42.34680069690885
75.0,10.000000000000009,8.0,0.3,21.95735992044341,2.17502,4.557199920443409
75.0,10.000000000000009,2.0,0.3,40.822451386375015,7.04903,26.724391386375014
75.0,10.000000000000009,1.0,0.3,46.20785160169089,10.41342,35.79443160169089
150.0,0.31622776601683805,8.0,0.3,131.51463358599375,4.7224,93.73543358599375
150.0,1.0000000000000004,0.0,0.3,118.80817537421335,10.96547,118.80817537421335
150.0,10.000000000000009,0.0,0.3,98.01080968543094,14.92049,98.01080968543094
150.0,10.000000000000009,2.0,0.3,93.45538947640676,10.84593,71.76352947640677
150.0,0.10000000000000002,0.0,0.3,166.86222970039657,7.08308,166.86222970039657
75.0,0.31622776601683805,4.0,0.3,64.61007072065631,4.48992,46.65039072065631
150.0,1.0000000000000004,2.0,0.3,115.65584358213127,7.87043,99.91498358213127
150.0,3.1622776601683813,8.0,0.3,77.65307448396476,4.34521,42.89139448396476
150.0,0.31622776601683805,4.0,0.3,138.66876374749364,6.08514,114.32820374749365
75.0,3.1622776601683813,2.0,0.3,46.609110201885905,7.01197,32.5851702018859
75.0,1.0000000000000004,8.0,0.3,40.390460610051335,2.80632,17.939900610051335
75.0,0.10000000000000002,4.0,0.3,79.76130558181843,4.7827,60.63050558181843
150.0,10.000000000000009,4.0,0.3,81.7759240684179,7.0564,53.55032406841789
75.0,0.10000000000000002,0.0,0.3,83.28045236280643,6.87321,83.28045236280643
150.0,0.31622776601683805,2.0,0.3,140.51682069274185,6.57064,127.37554069274185
150.0,0.10000000000000002,2.0,0.3,165.86947722952146,6.09503,153.67941722952148
150.0,10.000000000000009,1.0,0.3,95.38131568572616,11.76213,83.61918568572617
75.0,0.31622776601683805,0.0,0.3,71.13520895004226,8.36292,71.13520895004226
150.0,0.10000000000000002,4.0,0.3,163.22257965001782,5.40459,141.60421965001782
150.0,0.31622776601683805,0.0,0.3,143.19062637144893,8.58373,143.19062637144893
150.0,3.1622776601683813,4.0,0.3,91.22211802821911,6.66649,64.55615802821912
75.0,3.1622776601683813,8.0,0.3,28.13024644890477,2.42092,8.76288644890477
75.0,0.10000000000000002,2.0,0.3,81.41935960479242,5.30184,70.81567960479242
75.0,10.000000000000009,4.0,0.4,30.274118469007472,3.69047,15.512238469007473
150.0,1.0000000000000004,1.0,0.4,117.66333018978439,9.0777,108.58563018978438
75.0,1.0000000000000004,0.0,0.4,59.365577123133164,9.98794,59.365577123133164
75.0,0.31622776601683805,1.0,0.4,69.285569204109,6.18527,63.10029920410899
150.0,3.1622776601683813,0.0,0.4,104.52288060020447,13.22955,104.52288060020447
150.0,0.10000000000000002,8.0,0.4,155.53861852448875,4.31442,121.02325852448875
150.0,1.0000000000000004,8.0,0.4,101.88509611999334,4.76936,63.73021611999334
150.0,10.000000000000009,8.0,0.4,61.816217507773054,3.84908,31.023577507773055
150.0,3.1622776601683813,1.0,0.4,100.90546898065871,9.77669,91.12877898065871
75.0,0.31622776601683805,8.0,0.4,56.52349786103427,3.12908,31.49085786103427
150.0,0.10000000000000002,1.0,0.4,166.18961319364405,6.40317,159.78644319364406
75.0,0.10000000000000002,1.0,0.4,82.09137675574634,5.68141,76.40996675574634
75.0,3.1622776601683813,4.0,0.4,35.86166623347941,3.63762,21.31118623347941
150.0,1.0000000000000004,4.0,0.4,111.70434635453306,6.76251,84.65430635453306
75.0,0.10000000000000002,8.0,0.4,71.8079283195528,3.4213,44.4375283195528
150.0,3.1622776601683813,2.0,0.4,97.56400168624995,8.34089,80.88222168624995
75.0,3.1622776601683813,1.0,0.4,48.84032613271146,8.42064,40.41968613271146
150.0,0.31622776601683805,1.0,0.4,141.76240188835718,7.24487,134.51753188835718
75.0,1.0000000000000004,4.0,0.4,45.86790113758516,3.61495,31.408101137585156
75.0,10.000000000000009,0.0,0.4,48.395356368529455,13.02433,48.395356368529455
75.0,0.31622776601683805,2.0,0.4,68.46361993867752,5.71192,57.039779938677526
75.0,1.0000000000000004,1.0,0.4,57.18881431434425,7.38317,49.80564431434425
75.0,3.1622776601683813,0.0,0.4,51.775519416934046,11.80413,51.775519416934046
75.0,1.0000000000000004,2.0,0.4,54.10290115782439,5.90822,42.28646115782439
75.0,10.000000000000009,8.0,0.4,22.505376764929146,2.27797,4.281616764929147
75.0,10.000000000000009,2.0,0.4,39.323046767162715,6.35692,26.609206767162718
75.0,10.000000000000009,1.0,0.4,45.01878808496452,9.34945,35.66933808496452
150.0,0.31622776601683805,8.0,0.4,129.85289200273414,4.53917,93.53953200273413
150.0,1.0000000000000004,0.0,0.4,118.96897292152461,10.37724,118.96897292152461
150.0,10.000000000000009,0.0,0.4,98.27919656016248,15.5364,98.27919656016248
150.0,10.000000000000009,2.0,0.4,93.82973479380802,10.85691,72.11591479380802
150.0,0.10000000000000002,0.0,0.4,166.22920358430304,6.36462,166.22920358430304
75.0,0.31622776601683805,4.0,0.4,64.72163016336602,4.5679,46.450030163366016
150.0,1.0000000000000004,2.0,0.4,115.82902507356336,8.07515,99.67872507356336
150.0,3.1622776601683813,8.0,0.4,78.68987002005457,4.43376,43.21979002005457
150.0,0.31622776601683805,4.0,0.4,138.02069866672144,5.88675,114.47369866672145
75.0,3.1622776601683813,2.0,0.4,44.99891476113055,6.31297,32.37297476113055
75.0,1.0000000000000004,8.0,0.4,39.94284042317859,2.77523,17.741000423178587
75.0,0.10000000000000002,4.0,0.4,79.15854903071606,4.64486,60.579109030716054
150.0,10.000000000000009,4.0,0.4,80.32243071025243,6.73203,53.394310710252434
75.0,0.10000000000000002,0.0,0.4,83.09961463187354,6.59398,83.09961463187354
150.0,0.31622776601683805,2.0,0.4,140.3999407572123,6.5777,127.2445407572123
150.0,0.10000000000000002,2.0,0.4,165.29151557918294,6.00859,153.27433557918295
150.0,10.000000000000009,1.0,0.4,94.46074249568984,11.41198,83.04876249568984
75.0,0.31622776601683805,0.0,0.4,71.31447649132652,8.29539,71.31447649132652
150.0,0.10000000000000002,4.0,0.4,165.26597847333446,5.919,141.58997847333447
150.0,0.31622776601683805,0.0,0.4,143.02757419449784,8.13536,143.02757419449784
150.0,3.1622776601683813,4.0,0.4,90.1366883991885,6.33155,64.8104883991885
75.0,3.1622776601683813,8.0,0.4,29.895055885214067,2.61673,8.961215885214067
75.0,0.10000000000000002,2.0,0.4,82.15913446014133,5.55474,71.04965446014133
75.0,10.000000000000009,4.0,0.5,31.210958574449215,3.89901,15.614918574449215
150.0,1.0000000000000004,1.0,0.5,118.01156116412986,9.2741,108.73746116412985
75.0,1.0000000000000004,0.0,0.5,58.80968456271248,8.85941,58.80968456271248
75.0,0.31622776601683805,1.0,0.5,70.07657211332643,6.47912,63.59745211332643
150.0,3.1622776601683813,0.0,0.5,104.54978821213568,13.75601,104.54978821213568
150.0,0.10000000000000002,8.0,0.5,156.9477081336255,4.46317,121.2423481336255
150.0,1.0000000000000004,8.0,0.5,98.58312940238851,4.36919,63.62960940238851
150.0,10.000000000000009,8.0,0.5,60.232507703227306,3.63889,31.121387703227306
150.0,3.1622776601683813,1.0,0.5,102.64578669709154,11.10726,91.53852669709154
75.0,0.31622776601683805,8.0,0.5,58.18718773099461,3.34821,31.40150773099461
150.0,0.10000000000000002,1.0,0.5,166.23414058432138,6.35895,159.8751905843214
75.0,0.10000000000000002,1.0,0.5,82.95226379572868,6.23944,76.71282379572868
75.0,3.1622776601683813,4.0,0.5,37.57344261308471,4.00206,21.565202613084708
150.0,1.0000000000000004,4.0,0.5,110.87834006571158,6.34885,85.48294006571159
75.0,0.10000000000000002,8.0,0.5,72.54400492074006,3.49343,44.596564920740065
150.0,3.1622776601683813,2.0,0.5,100.11105198311012,9.37536,81.36033198311011
75.0,3.1622776601683813,1.0,0.5,48.03538906840581,7.83815,40.197239068405814
150.0,0.31622776601683805,1.0,0.5,141.30202240138686,7.11282,134.18920240138686
75.0,1.0000000000000004,4.0,0.5,48.38994016431762,4.136,31.84594016431762
75.0,10.000000000000009,0.0,0.5,48.50677390115445,13.1176,48.50677390115445
75.0,0.31622776601683805,2.0,0.5,68.06516276070798,5.60594,56.85328276070798
75.0,1.0000000000000004,1.0,0.5,57.137143851565476,7.31727,49.819873851565475
75.0,3.1622776601683813,0.0,0.5,51.48142829117598,11.22246,51.48142829117598
75.0,1.0000000000000004,2.0,0.5,54.43590431126453,5.95053,42.53484431126453
75.0,10.000000000000009,8.0,0.5,21.441984882423693,2.13904,4.3296648824236925
75.0,10.000000000000009,2.0,0.5,39.323462849574824,6.40537,26.512722849574825
75.0,10.000000000000009,1.0,0.5,45.05247604585815,9.36316,35.68931604585815
150.0,0.31622776601683805,8.0,0.5,128.136073899996,4.37144,93.16455389999601
150.0,1.0000000000000004,0.0,0.5,118.86514028240578,10.66742,118.86514028240578
150.0,10.000000000000009,0.0,0.5,97.9060339961369,14.73185,97.9060339961369
150.0,10.000000000000009,2.0,0.5,92.08006037113489,10.09948,71.88110037113489
150.0,0.10000000000000002,0.0,0.5,167.1153690035121,7.37122,167.1153690035121
75.0,0.31622776601683805,4.0,0.5,63.72042943068975,4.30218,46.51170943068975
150.0,1.0000000000000004,2.0,0.5,116.08584616416042,7.99633,100.09318616416041
150.0,3.1622776601683813,8.0,0.5,74.26958013497722,3.84663,43.49654013497722
150.0,0.31622776601683805,4.0,0.5,137.6530588833281,5.903,114.0410588833281
75.0,3.1622776601683813,2.0,0.5,44.487026357850695,6.16904,32.1489463578507
75.0,1.0000000000000004,8.0,0.5,38.586672676330394,2.59396,17.834992676330394
75.0,0.10000000000000002,4.0,0.5,78.71995971144783,4.48343,60.78623971144783
150.0,10.000000000000009,4.0,0.5,78.91206078257176,6.45061,53.10962078257175
75.0,0.10000000000000002,0.0,0.5,83.3349781205548,6.64793,83.3349781205548
150.0,0.31622776601683805,2.0,0.5,140.88113327231454,6.9527,126.97573327231454
150.0,0.10000000000000002,2.0,0.5,165.69663307970598,6.2255,153.24563307970598
150.0,10.000000000000009,1.0,0.5,95.50100294496018,11.83543,83.66557294496018
75.0,0.31622776601683805,0.0,0.5,71.21619370406547,7.94511,71.21619370406547
150.0,0.10000000000000002,4.0,0.5,163.42336919319592,5.42738,141.71384919319593
150.0,0.31622776601683805,0.0,0.5,142.8573226996965,8.12617,142.8573226996965
150.0,3.1622776601683813,4.0,0.5,91.23382423730543,6.61117,64.78914423730542
75.0,3.1622776601683813,8.0,0.5,28.88565973547288,2.47661,9.072779735472881
75.0,0.10000000000000002,2.0,0.5,82.01229024270756,5.45193,71.10843024270757
75.0,10.000000000000009,4.0,0.6,28.83738772611711,3.36071,15.39454772611711
150.0,1.0000000000000004,1.0,0.6,116.61000083134562,8.5054,108.10460083134562
75.0,1.0000000000000004,0.0,0.6,58.8072961515131,8.91891,58.8072961515131
75.0,0.31622776601683805,1.0,0.6,69.42957024688758,6.11052,63.31905024688758
150.0,3.1622776601683813,0.0,0.6,104.30789185542753,12.96507,104.30789185542753
150.0,0.10000000000000002,8.0,0.6,158.41690205237796,4.63118,121.36746205237796
150.0,1.0000000000000004,8.0,0.6,94.98662881867558,3.96858,63.23798881867558
150.0,10.000000000000009,8.0,0.6,59.622965411289634,3.63832,30.516405411289632
150.0,3.1622776601683813,1.0,0.6,102.35865031508764,10.86958,91.48907031508764
75.0,0.31622776601683805,8.0,0.6,57.52419845834712,3.31271,31.022518458347122
150.0,0.10000000000000002,1.0,0.6,166.71030972867155,6.46333,160.24697972867153
75.0,0.10000000000000002,1.0,0.6,82.17854817899949,5.66761,76.5109381789995
75.0,3.1622776601683813,4.0,0.6,35.617317680541966,3.60497,21.197437680541967
150.0,1.0000000000000004,4.0,0.6,110.16004986365519,6.30398,84.94412986365519
75.0,0.10000000000000002,8.0,0.6,72.59583589838141,3.45534,44.95311589838141
150.0,3.1622776601683813,2.0,0.6,100.31670960418087,9.4773,81.36210960418087
75.0,3.1622776601683813,1.0,0.6,48.50555728464836,8.14292,40.36263728464836
150.0,0.31622776601683805,1.0,0.6,142.23451439069436,7.48686,134.74765439069435
75.0,1.0000000000000004,4.0,0.6,47.876776959969874,4.02298,31.784856959969876
75.0,10.000000000000009,0.0,0.6,47.67470796768914,11.70103,47.67470796768914
75.0,0.31622776601683805,2.0,0.6,66.78604774247741,5.07972,56.626607742477404
75.0,1.0000000000000004,1.0,0.6,56.59284325902545,7.15833,49.43451325902545
75.0,3.1622776601683813,0.0,0.6,51.24226033902706,10.78166,51.24226033902706
75.0,1.0000000000000004,2.0,0.6,53.11106734492923,5.47915,42.15276734492923
75.0,10.000000000000009,8.0,0.6,20.78233589072758,2.0659,4.25513589072758
75.0,10.000000000000009,2.0,0.6,38.90955892653674,6.25654,26.396478926536737
75.0,10.000000000000009,1.0,0.6,44.237366394301596,8.85638,35.380986394301594
150.0,0.31622776601683805,8.0,0.6,129.07917106821338,4.49169,93.14565106821338
150.0,1.0000000000000004,0.0,0.6,118.56808462681059,10.20135,118.56808462681059
150.0,10.000000000000009,0.0,0.6,97.35112588656496,13.8502,97.35112588656496
150.0,10.000000000000009,2.0,0.6,92.48480270203378,10.32337,71.83806270203377
150.0,0.10000000000000002,0.0,0.6,167.03809597545998,6.72736,167.03809597545998
