pid,time_elapsed,trial_type,rt,payoff_matrix,cost,click_cost,choice_index,clicks,payoff_value,probabilities,net_payoff,payoff_index,click_times,answers,correct,block,trial_index
9,105098,mouselab,5209.0,"[[-136, 94, 11, -16, 59, -93], [-83, -122, 50, 61, 70, -135], [13, 121, 36, 109, -13, 38], [-66, -11, -53, 17, -12, 5]]",2,8,1,"[12, 14, 13, 7]",121,"[0.31, 0.2, 0.28, 0.21]",113,2,"[2559, 3172, 3778, 4476]",,,instruct3,1
9,118663,mouselab,11207.0,"[[-81, -39, -3, -22, -56, 89], [89, -26, 7, -110, -14, -97], [-69, 37, -11, -6, -53, 130], [-16, -140, -61, -10, -73, -130]]",2,30,5,"[12, 13, 14, 7, 19, 1, 15, 9, 3, 21, 16, 17, 11, 5, 23]",89,"[0.18, 0.22, 0.34, 0.26]",59,0,"[1829, 2802, 3381, 3933, 4345, 4800, 5353, 5940, 6282, 6608, 6902, 7438, 8278, 8894, 9290]",,,instruct3,2
9,128569,mouselab,2957.0,"[[5, 78, -8, -15, 202, -203], [-160, -18, 34, -28, 88, -179], [-3, -81, -45, 82, -41, 52], [-96, 103, -17, 8, -75, -77]]",2,0,0,[],-3,"[0.32, 0.21, 0.22, 0.25]",-3,2,[],,,test,0
9,136768,mouselab,7134.0,"[[21, 88, 18, -84, -17, 58], [-89, 64, -114, -10, -66, 3], [59, 35, 31, -10, 17, 53], [-103, -17, 61, -1, 98, 74]]",2,18,1,"[4, 12, 6, 0, 18, 13, 14, 7, 1]",35,"[0.27, 0.24, 0.26, 0.23]",17,2,"[855, 1616, 2277, 2796, 3292, 5002, 5540, 6084, 6699]",,,test,1
9,146038,mouselab,8060.0,"[[101, -61, 102, -166, 37, 158], [-105, 14, -11, -32, 13, 58], [-99, -80, 46, 70, -38, -161], [-8, 6, 59, -121, 167, -56]]",2,24,2,"[12, 13, 14, 15, 16, 17, 9, 21, 3, 8, 20, 2]",102,"[0.28, 0.16, 0.33, 0.23]",78,0,"[1075, 1565, 1958, 2395, 3108, 3615, 4207, 4617, 5224, 6052, 6494, 7050]",,,test,2
9,151970,mouselab,2895.0,"[[169, -84, -32, -72, 31, -73], [-180, 28, -13, 56, 104, 192], [-50, 149, 21, -21, -209, 2], [-13, 105, -70, -19, -18, -144]]",2,8,1,"[12, 13, 7, 19]",-84,"[0.22, 0.41, 0.22, 0.15]",-92,0,"[822, 1303, 1930, 2374]",,,test,3
9,157606,mouselab,4507.0,"[[-60, -2, -27, -12, 6, 35], [82, -27, -94, 66, 116, 85], [-33, -32, -32, -39, 58, -36], [91, 18, 9, -90, -83, 34]]",2,16,4,"[12, 13, 14, 15, 16, 17, 10, 22]",58,"[0.16, 0.16, 0.34, 0.34]",42,2,"[865, 1291, 1712, 2135, 2549, 3053, 3554, 3919]",,,test,4
9,166846,mouselab,7807.0,"[[6, -26, -1, -35, 66, 77], [77, 93, 53, -156, -101, -32], [-8, -30, -68, 100, -25, -27], [36, 55, 2, 39, 72, 68]]",2,26,3,"[12, 13, 14, 15, 9, 21, 16, 10, 22, 17, 11, 23, 3]",-156,"[0.28, 0.17, 0.29, 0.26]",-182,1,"[1670, 2229, 2769, 3219, 3839, 4212, 4590, 5106, 5487, 5771, 6272, 6754, 7418]",,,test,5
9,177138,mouselab,8941.0,"[[-181, -41, 6, -11, 1, -32], [-48, 30, 15, 60, 98, 44], [-105, 35, -37, -73, -92, 56], [15, -130, -47, 72, -85, 26]]",2,30,4,"[6, 7, 1, 19, 8, 9, 2, 20, 13, 15, 3, 16, 10, 11, 17]",98,"[0.18, 0.29, 0.23, 0.3]",68,1,"[1322, 1754, 2268, 2655, 3061, 3657, 4117, 4410, 4999, 5444, 5998, 6892, 7229, 7839, 8161]",,,test,6
9,182032,mouselab,3997.0,"[[-53, -41, -95, -99, 15, -86], [-57, 57, 124, 21, -102, -31], [-94, 12, 125, -115, -16, 136], [101, 74, 66, 17, -87, -82]]",2,10,2,"[6, 7, 1, 8, 9]",66,"[0.1899999999999999, 0.44, 0.2, 0.17]",56,3,"[1229, 1715, 2217, 2679, 3102]",,,test,7
9,189073,mouselab,6066.0,"[[107, 94, -115, 65, 77, -14], [-60, -70, -48, 7, -39, -59], [2, -113, -137, -19, -87, 10], [-89, 46, 13, 109, 86, -54]]",2,16,0,"[6, 0, 1, 2, 3, 4, 5, 7]",-60,"[0.31, 0.26, 0.23, 0.2]",-76,1,"[1525, 2201, 2622, 3139, 3629, 3983, 4377, 5010]",,,test,8
9,198506,mouselab,8499.0,"[[42, -24, 101, -100, 58, -27], [-5, -156, 35, -50, -12, -147], [53, -58, 7, -106, 64, 28], [-111, 76, 48, -108, 91, 15]]",2,20,4,"[12, 13, 6, 14, 15, 16, 17, 10, 22, 18]",64,"[0.16999999999999998, 0.25, 0.34, 0.24]",44,2,"[1391, 2019, 3338, 4412, 4717, 5084, 5485, 6317, 6647, 7502]",,,test,9
3,131754,mouselab,104043.0,"[[-81, -173, 144, -186, 3, 362], [44, -19, -252, 46, -13, -68], [147, 85, -115, -224, 77, 53], [-105, -148, 176, 245, -11, 10]]",2,0,0,[],-105,"[0.2, 0.2, 0.1, 0.5]",-105,3,[],,,instruct1,0
3,145863,mouselab,11556.0,"[[-81, -173, 144, -186, 3, 362], [44, -19, -252, 46, -13, -68], [147, 85, -115, -224, 77, 53], [-105, -148, 176, 245, -11, 10]]",2,0,1,[],-148,"[0.2, 0.2, 0.1, 0.5]",-148,3,[],,,instruct1,1
3,151940,mouselab,4052.0,"[[-81, -173, 144, -186, 3, 362], [44, -19, -252, 46, -13, -68], [147, 85, -115, -224, 77, 53], [-105, -148, 176, 245, -11, 10]]",2,0,2,[],176,"[0.2, 0.2, 0.1, 0.5]",176,3,[],,,instruct1,2
3,285105,mouselab,15239.0,"[[-96, 62, -70, -28, 111, -27], [-5, 89, -223, -122, 207, 182], [13, 22, -69, 126, 196, 146], [-75, -2, -348, -92, 273, 254]]",2,0,4,[],196,"[0.21000000000000002, 0.43, 0.18, 0.18]",196,2,[],,,instruct2,0
3,300389,mouselab,12361.0,"[[405, 357, -7, 16, -235, -139], [302, 40, 133, 62, 268, -9], [220, 194, 57, -332, -264, -111], [308, -114, 233, -92, -243, -24]]",2,0,0,[],308,"[0.16, 0.33, 0.25, 0.26]",308,3,[],,,instruct2,1
3,322620,mouselab,15438.0,"[[84, 100, -164, -83, -87, -191], [143, 193, -6, -213, -7, -176], [89, 224, -26, 177, -160, 99], [87, 273, 0, 219, -29, -135]]",2,0,1,[],100,"[0.19, 0.27, 0.25, 0.29]",100,0,[],,,instruct2,2
3,372970,mouselab,39408.0,"[[-270, -54, 203, -235, 235, -126], [4, 90, -32, -307, 48, -226], [204, -39, -6, 103, 235, -107], [-105, 170, -211, 242, 74, -62]]",2,6,0,"[12, 13, 14]",-105,"[0.26, 0.23, 0.38, 0.13]",-111,3,"[33081, 33625, 34278]",,,instruct3,0
3,392406,mouselab,13608.0,"[[360, 11, -93, 118, 356, -104], [-135, -30, -178, 60, 32, 13], [53, 178, -32, -18, 61, -320], [-88, -246, 41, -132, -207, -232]]",2,6,1,"[12, 13, 14]",11,"[0.22, 0.21, 0.32, 0.25]",5,0,"[9380, 9926, 10547]",,,instruct3,1
3,411892,mouselab,14693.0,"[[156, -153, 182, -69, -192, 245], [208, -21, 51, 112, -85, -101], [75, -40, -103, -28, -132, 84], [-162, -329, -37, 73, -29, -145]]",2,6,0,"[6, 7, 8]",-162,"[0.2, 0.49, 0.17, 0.14]",-168,3,"[9194, 9777, 10405]",,,instruct3,2
3,448343,mouselab,19390.0,"[[-334, 33, 30, -196, -69, 232], [90, 214, 207, -24, 109, -197], [-233, 192, -114, 49, -200, 75], [-133, 3, -132, -109, 6, -25]]",2,6,1,"[0, 1, 2]",33,"[0.33, 0.15, 0.32, 0.2]",27,0,"[9028, 9715, 10635]",,,test,0
3,463621,mouselab,10311.0,"[[0, 15, 35, 284, -104, -150], [86, -70, 56, -66, 172, -371], [45, 263, -25, -19, 56, -341], [-20, 35, 151, -40, -189, 95]]",2,6,2,"[18, 19, 20]",35,"[0.24, 0.26, 0.23, 0.27]",29,0,"[5796, 6564, 7161]",,,test,1
3,478096,mouselab,9620.0,"[[259, 150, 184, 160, -210, -102], [-159, 222, 51, -204, 121, 33], [-106, 10, -11, 57, -52, -58], [32, -82, -282, -80, -69, 227]]",2,6,0,"[18, 19, 20]",-159,"[0.32, 0.14, 0.17, 0.37]",-165,1,"[5136, 5670, 6248]",,,test,2
3,491369,mouselab,9524.0,"[[-133, 179, -175, 65, 153, -255], [291, -76, -7, 76, -310, 62], [-160, -76, 115, -143, 181, -140], [-150, -28, 60, 215, -266, 74]]",2,6,2,"[18, 19, 20]",60,"[0.24, 0.19, 0.2, 0.37]",54,3,"[5170, 5758, 6663]",,,test,3
3,512653,mouselab,17932.0,"[[-3, 16, -143, 147, 262, -17], [280, -90, -231, 12, -27, 129], [29, -72, -5, 26, 45, 104], [-101, -185, -110, 46, -400, 73]]",2,12,5,"[18, 19, 20, 21, 22, 23]",73,"[0.31, 0.22, 0.13, 0.34]",61,3,"[3863, 4585, 5298, 13614, 14499, 15342]",,,test,4
3,529556,mouselab,12899.0,"[[-353, 81, 97, 334, -263, 82], [65, 50, 19, 132, -63, -135], [66, -84, -11, 3, 43, -106], [124, -84, -160, 32, -57, -81]]",2,8,3,"[6, 7, 8, 9]",132,"[0.26, 0.3, 0.19, 0.25]",124,1,"[4228, 5537, 7535, 9741]",,,test,5
3,541132,mouselab,8805.0,"[[401, -139, -96, -106, 152, -65], [-167, -139, 291, 60, 247, 43], [26, 121, -96, 89, -151, 146], [144, 202, -58, -26, 41, 29]]",2,4,1,"[12, 13]",121,"[0.26, 0.17, 0.3, 0.27]",117,2,"[3956, 5270]",,,test,6
3,552729,mouselab,8644.0,"[[-327, 115, 75, 127, -37, -32], [-326, 97, 85, 38, 137, -173], [-29, -92, -82, -68, 52, 227], [29, 87, -210, -185, -67, -213]]",2,4,1,"[0, 1]",87,"[0.28, 0.22, 0.24, 0.26]",83,3,"[5455, 6566]",,,test,7
3,562437,mouselab,6525.0,"[[-56, -37, 203, -265, 129, -14], [-99, 156, 70, -219, 267, 44], [-45, -10, -125, 191, 70, 172], [-204, 153, -52, -228, -20, -56]]",2,4,1,"[18, 19]",-10,"[0.21, 0.28, 0.23, 0.28]",-14,2,"[4255, 5070]",,,test,8
3,569717,mouselab,4351.0,"[[180, -208, -56, -146, 37, -74], [-4, 87, 117, -38, -110, -101], [361, -212, -169, 78, 368, 145], [138, -43, 114, 128, 83, -107]]",2,2,0,[12],361,"[0.17, 0.17, 0.37, 0.29]",359,2,[2061],,,test,9
15,11150,mouselab,4939.0,"[[224, 18, -50, 193, 101, -101], [218, -93, -131, -23, -160, 194], [40, -170, 93, 230, 380, 14], [85, 3, 215, 153, 55, -131]]",2,0,0,[],85,"[0.2, 0.2, 0.1, 0.5]",85,3,[],,,instruct1,0
15,16789,mouselab,3025.0,"[[224, 18, -50, 193, 101, -101], [218, -93, -131, -23, -160, 194], [40, -170, 93, 230, 380, 14], [85, 3, 215, 153, 55, -131]]",2,0,1,[],3,"[0.2, 0.2, 0.1, 0.5]",3,3,[],,,instruct1,1
15,20353,mouselab,2201.0,"[[224, 18, -50, 193, 101, -101], [218, -93, -131, -23, -160, 194], [40, -170, 93, 230, 380, 14], [85, 3, 215, 153, 55, -131]]",2,0,2,[],215,"[0.2, 0.2, 0.1, 0.5]",215,3,[],,,instruct1,2
15,151575,mouselab,20617.0,"[[173, 210, -90, 151, 92, 71], [118, 302, 161, 269, -2, -20], [102, 394, 180, 324, 128, 67], [-36, 55, -10, 20, 13, 12]]",2,0,3,[],324,"[0.19, 0.36, 0.26, 0.19]",324,2,[],,,instruct2,0
15,170897,mouselab,14332.0,"[[-129, 273, 213, 100, -287, -110], [-11, 234, 2, 187, 71, 28], [100, 191, -110, 138, 6, -53], [44, 205, 99, 102, 11, 141]]",2,0,1,[],191,"[0.23999999999999977, 0.32, 0.16, 0.28]",191,2,[],,,instruct2,1
15,184857,mouselab,11734.0,"[[18, -130, 186, -21, -10, 224], [197, 191, 163, -212, 47, 267], [165, 2, -54, 118, 28, 215], [-84, 129, 126, 241, -81, 266]]",2,0,5,[],215,"[0.26, 0.27, 0.22, 0.25]",215,2,[],,,instruct2,2
15,214055,mouselab,26173.0,"[[8, -57, 215, -4, 196, 19], [146, 53, -126, 71, 18, -168], [-158, -198, 55, 41, 250, -132], [17, -276, -71, -168, 232, 206]]",2,6,4,"[7, 15, 4]",196,"[0.23, 0.2, 0.28, 0.29]",190,0,"[8315, 9208, 10006]",,,instruct3,0
15,232191,mouselab,14970.0,"[[-256, -177, -191, 19, -136, -2], [-79, -274, 90, -98, -182, -36], [-29, 53, -137, -106, 9, -16], [-138, 276, -28, -59, 150, 28]]",2,10,5,"[7, 15, 4, 20, 17]",-2,"[0.27, 0.32, 0.23, 0.18]",-12,0,"[3504, 4261, 5375, 9490, 13192]",,,instruct3,1
15,241982,mouselab,7275.0,"[[159, -149, 80, 259, 163, 182], [130, 171, -85, 18, -334, 67], [142, 182, -1, -79, -43, 51], [49, -78, -158, -52, 99, -62]]",2,10,3,"[6, 14, 3, 15, 22]",-52,"[0.24000000000000002, 0.21, 0.2, 0.35]",-62,3,"[1603, 2220, 3005, 4598, 5584]",,,instruct3,2
15,253985,mouselab,5576.0,"[[-2, 195, 1, -60, 188, 216], [24, -50, 94, 98, 175, 82], [-164, -19, 77, -189, 251, -76], [255, -162, 84, -4, -79, 360]]",2,10,4,"[1, 13, 15, 3, 10]",175,"[0.31, 0.21, 0.27, 0.21]",165,1,"[2253, 2875, 3419, 3857, 4522]",,,test,0
15,258939,mouselab,2865.0,"[[401, -139, -96, -106, 152, -65], [-167, -139, 291, 60, 247, 43], [26, 121, -96, 89, -151, 146], [144, 202, -58, -26, 41, 29]]",2,4,2,"[8, 6]",-96,"[0.26, 0.17, 0.3, 0.27]",-100,0,"[956, 1537]",,,test,1
15,265656,mouselab,5003.0,"[[-38, 60, -33, 24, -127, -190], [185, -396, 54, -56, 275, -211], [-140, 91, -366, -5, 230, 39], [184, 164, 145, 174, 53, 162]]",2,12,2,"[4, 15, 8, 7, 12, 20]",145,"[0.28, 0.23, 0.2, 0.29]",133,3,"[995, 1684, 2201, 2612, 3092, 3762]",,,test,2
15,270625,mouselab,3491.0,"[[137, 87, 82, 48, 92, 151], [-98, -349, 178, 23, 265, 81], [233, 206, -66, 15, 191, -33], [-53, 17, 260, 13, -56, 94]]",2,6,4,"[4, 17, 16]",191,"[0.0699999999999999, 0.27, 0.49, 0.17]",185,2,"[986, 1650, 2406]",,,test,3
15,281138,mouselab,8877.0,"[[-155, -142, 141, -37, -101, -211], [-113, 77, 49, 66, 116, -174], [-50, -165, -66, -22, 285, -132], [-55, 297, -184, 167, 56, 195]]",2,16,2,"[4, 9, 8, 13, 15, 14, 6, 12]",-184,"[0.25, 0.26, 0.24, 0.25]",-200,3,"[1002, 1518, 2107, 3592, 4414, 5418, 6897, 7472]",,,test,4
15,285389,mouselab,2575.0,"[[371, -29, 225, -90, 45, 254], [-38, -251, 77, 213, 176, 183], [141, 124, -47, -127, -87, 30], [25, -93, -328, 60, -120, -135]]",2,4,4,"[10, 17]",-87,"[0.24000000000000002, 0.25, 0.21, 0.3]",-91,2,"[976, 1436]",,,test,5
15,289569,mouselab,2396.0,"[[115, -166, 31, -292, 301, 278], [24, 256, 47, -265, 164, 10], [-99, 39, -76, 266, -73, -61], [4, 0, 207, -223, -168, 130]]",2,4,1,"[7, 8]",-166,"[0.17, 0.33, 0.27, 0.23]",-170,0,"[815, 1224]",,,test,6
15,294805,mouselab,3559.0,"[[102, -223, 50, -105, -111, -253], [68, 198, -242, -282, 117, -11], [307, -182, -7, 11, 174, -102], [198, -94, -131, -240, -48, 1]]",2,12,4,"[19, 13, 8, 9, 16, 10]",174,"[0.22999999999999998, 0.18, 0.21, 0.38]",162,2,"[714, 1097, 1502, 1911, 2335, 2921]",,,test,7
15,306889,mouselab,10494.0,"[[-193, -148, 64, -190, -40, 178], [-267, -149, -160, -34, 35, -63], [144, 148, 209, -103, 64, 0], [-5, 22, 143, 111, 250, 249]]",2,12,2,"[6, 8, 14, 21, 9, 16]",209,"[0.23, 0.29, 0.3, 0.18]",197,2,"[1247, 1817, 2402, 3117, 3987, 7694]",,,test,8
15,312726,mouselab,4226.0,"[[360, 11, -93, 118, 356, -104], [-135, -30, -178, 60, 32, 13], [53, 178, -32, -18, 61, -320], [-88, -246, 41, -132, -207, -232]]",2,2,1,[13],-30,"[0.22, 0.21, 0.32, 0.25]",-32,1,[2253],,,test,9
10,90856,mouselab,55182.0,"[[91, -44, 21, 70, 76, 34], [17, -42, -70, -63, -41, -168], [68, 54, -36, -107, 3, 13], [67, -95, -103, -90, -5, -49]]",2,0,0,[],67,"[0.2, 0.2, 0.1, 0.5]",67,3,[],,,instruct1,0
10,140687,mouselab,35225.0,"[[91, -44, 21, 70, 76, 34], [17, -42, -70, -63, -41, -168], [68, 54, -36, -107, 3, 13], [67, -95, -103, -90, -5, -49]]",2,0,1,[],-95,"[0.2, 0.2, 0.1, 0.5]",-95,3,[],,,instruct1,1
10,167558,mouselab,23223.0,"[[91, -44, 21, 70, 76, 34], [17, -42, -70, -63, -41, -168], [68, 54, -36, -107, 3, 13], [67, -95, -103, -90, -5, -49]]",2,0,2,[],21,"[0.2, 0.2, 0.1, 0.5]",21,0,[],,,instruct1,2
10,338151,mouselab,10694.0,"[[-135, 116, 29, 42, -2, 82], [61, 95, -56, 4, 46, -216], [12, 84, -86, 75, 74, 45], [-10, 171, -68, -67, 20, 159]]",2,0,1,[],95,"[0.04, 0.45, 0.04, 0.47]",95,1,[],,,instruct2,0
10,351318,mouselab,9104.0,"[[-70, -4, -18, 195, 215, -109], [13, -128, -48, 113, 128, -51], [55, -70, -48, 82, 110, -9], [80, 74, 126, 94, 157, 0]]",2,0,4,[],110,"[0.06999999999999999, 0.42, 0.39, 0.12]",110,2,[],,,instruct2,1
10,365485,mouselab,12024.0,"[[-7, -110, 149, -35, 5, 165], [-39, -62, -136, -122, 31, 61], [-62, -74, -55, -63, -8, 27], [-56, -2, -153, -43, -98, 13]]",2,0,5,[],13,"[0.17, 0.39, 0.02, 0.42]",13,3,[],,,instruct2,2
10,474581,mouselab,99273.0,"[[63, -6, -89, 4, 22, -29], [-119, -78, -100, -83, 50, -29], [9, -11, 79, 114, -30, 63], [-2, -86, 75, -27, -44, -74]]",2,30,1,"[7, 8, 9, 10, 11, 16, 22, 4, 12, 6, 0, 18, 14, 5, 17]",-6,"[0.08, 0.55, 0.17, 0.2]",-36,0,"[12159, 13255, 14023, 14999, 17927, 19351, 20071, 21183, 32398, 33609, 35593, 36849, 72327, 78703, 81071]",,,instruct3,0
10,515955,mouselab,35927.0,"[[41, -1, 34, 28, 120, -31], [22, -75, -26, 67, -3, -79], [36, -39, -32, -18, -1, -68], [-13, -122, -140, -36, -26, 134]]",2,42,4,"[18, 19, 20, 21, 22, 23, 17, 11, 5, 1, 7, 13, 0, 6, 12, 3, 10, 16, 14, 8, 2]",-3,"[0.2, 0.03, 0.24, 0.53]",-45,1,"[5127, 5631, 6183, 6767, 7359, 7999, 10247, 10767, 11191, 14486, 15862, 17230, 19454, 20166, 20975, 25374, 26774, 27718, 29966, 30990, 31661]",,,instruct3,1
10,531381,mouselab,9378.0,"[[-20, 36, 41, 36, -10, -74], [93, -124, 101, 100, -22, -27], [14, -74, 208, -53, 111, 10], [28, 0, 8, -33, -9, 71]]",2,8,0,"[6, 18, 10, 23]",93,"[0.1999999999999999, 0.4, 0.01, 0.39]",85,1,"[2607, 3255, 4946, 5809]",,,instruct3,2
10,560388,mouselab,18366.0,"[[16, -118, 105, 39, 58, -144], [-18, 132, -121, -146, 120, 54], [11, -100, -63, 21, -145, 36], [-147, 52, 3, -38, 147, 2]]",2,24,3,"[12, 14, 16, 17, 13, 15, 0, 1, 2, 3, 5, 4]",39,"[0.34, 0.04, 0.35, 0.27]",15,0,"[3533, 4533, 5558, 6541, 7493, 8117, 9861, 10797, 11629, 12269, 13741, 14565]",,,test,0
10,575714,mouselab,7664.0,"[[43, 6, 10, 64, 4, 0], [-88, 30, -65, -30, -84, -10], [6, 51, -15, 10, -22, -26], [4, -118, 14, -27, 46, 28]]",2,12,4,"[18, 19, 20, 21, 22, 23]",46,"[0.02, 0.41, 0.02, 0.55]",34,3,"[2223, 2807, 3575, 4087, 4671, 5287]",,,test,1
10,586213,mouselab,7643.0,"[[-80, -107, -38, 64, 33, -40], [-127, -18, -7, -15, -49, 179], [-51, -67, 71, 53, -88, 70], [-9, 79, -77, -156, 25, -28]]",2,12,5,"[6, 7, 8, 9, 10, 11]",179,"[0.44, 0.5, 0.04, 0.02]",167,1,"[1807, 3551, 4087, 4807, 5450, 6354]",,,test,2
10,598845,mouselab,6176.0,"[[-128, -39, 90, -126, -18, 67], [-61, 13, -30, 35, -112, -15], [-107, 131, 90, -117, 73, 40], [-13, 33, -51, -19, 197, 39]]",2,12,4,"[18, 19, 20, 21, 22, 23]",197,"[0.01, 0.02, 0.04, 0.93]",185,3,"[1711, 2303, 2807, 3319, 3823, 4391]",,,test,3
10,616340,mouselab,8440.0,"[[-14, 45, -72, -107, -35, 117], [-57, 68, -3, -15, 45, -48], [-59, -9, 99, -49, 176, -41], [-6, -87, 97, -21, 37, 10]]",2,14,4,"[12, 18, 13, 20, 15, 16, 17]",37,"[0.1, 0.05, 0.47, 0.38]",23,3,"[2047, 2871, 3527, 4351, 6463, 6951, 7511]",,,test,4
10,628459,mouselab,8656.0,"[[5, -44, 62, 1, 18, -53], [-28, -74, -7, 28, 101, -20], [23, -81, 117, 94, 30, 38], [48, -87, 57, 54, -32, -4]]",2,10,2,"[12, 6, 0, 13, 14]",62,"[0.32, 0.32, 0.35, 0.01]",52,0,"[2399, 3503, 4055, 5879, 6535]",,,test,5
10,644277,mouselab,11440.0,"[[70, 21, 78, 14, -68, -76], [-35, -191, -49, -5, -73, 26], [-25, -1, 82, 80, 211, 12], [-62, -67, 105, 21, -66, -50]]",2,18,2,"[0, 1, 2, 3, 4, 5, 8, 14, 20]",78,"[0.71, 0.27, 0.01, 0.01]",60,0,"[1672, 2623, 4655, 5431, 6487, 7183, 9367, 9815, 10455]",,,test,6
10,655428,mouselab,5937.0,"[[-12, 27, -15, -26, 3, -91], [-155, 40, -5, -90, -2, 83], [-16, -4, 45, 79, 25, -63], [15, -59, -71, 13, -33, -110]]",2,12,5,"[6, 7, 8, 9, 10, 11]",83,"[0.07999999999999999, 0.61, 0.16, 0.15]",71,1,"[1495, 2103, 2591, 3071, 3519, 3991]",,,test,7
10,664492,mouselab,5920.0,"[[-77, -72, 6, 179, 6, 59], [63, -23, -269, 128, 72, -38], [-18, -3, 89, 43, 129, 84], [91, 87, 34, 135, -49, 152]]",2,10,3,"[0, 1, 2, 3, 4]",43,"[0.56, 0.01, 0.4, 0.03]",33,2,"[1335, 2703, 3311, 3815, 4559]",,,test,8
10,681539,mouselab,12408.0,"[[-16, -42, 14, -95, 55, -63], [-97, 29, -101, -103, 132, 103], [-68, -66, -21, -1, 10, 13], [24, 132, -88, 11, -45, -59]]",2,24,4,"[12, 13, 14, 15, 16, 17, 11, 10, 9, 8, 7, 6]",132,"[0.01, 0.39, 0.42, 0.18]",108,1,"[1407, 1943, 2495, 3023, 3511, 4071, 5159, 5975, 6607, 7191, 7751, 8519]",,,test,9
5,73125,mouselab,60188.0,"[[105, 72, -60, -13, 111, -61], [8, -29, -36, -107, 107, -54], [18, -12, 135, -50, 15, -38], [92, 1, -6, -114, 41, -42]]",2,0,0,[],92,"[0.2, 0.2, 0.1, 0.5]",92,3,[],,,instruct1,0
5,86532,mouselab,6465.0,"[[105, 72, -60, -13, 111, -61], [8, -29, -36, -107, 107, -54], [18, -12, 135, -50, 15, -38], [92, 1, -6, -114, 41, -42]]",2,0,1,[],-12,"[0.2, 0.2, 0.1, 0.5]",-12,2,[],,,instruct1,1
5,95284,mouselab,5248.0,"[[105, 72, -60, -13, 111, -61], [8, -29, -36, -107, 107, -54], [18, -12, 135, -50, 15, -38], [92, 1, -6, -114, 41, -42]]",2,0,2,[],-36,"[0.2, 0.2, 0.1, 0.5]",-36,1,[],,,instruct1,2
5,163876,mouselab,11776.0,"[[-57, 66, 3, -70, 114, 97], [-103, -29, -32, 108, 119, -15], [61, 185, -31, 5, 211, 46], [103, -58, -5, -69, 123, 23]]",2,0,4,[],114,"[0.22, 0.32, 0.28, 0.18]",114,0,[],,,instruct2,0
5,176853,mouselab,10481.0,"[[21, -68, 39, 16, -13, 29], [-53, -2, 119, 93, 89, 41], [-23, 73, 146, -43, 100, 113], [166, 84, 201, 107, -86, -29]]",2,0,2,[],146,"[0.23, 0.32, 0.17, 0.28]",146,2,[],,,instruct2,1
5,186764,mouselab,7537.0,"[[1, 32, 19, -36, -29, -103], [5, 17, -103, -183, -53, -189], [-11, 86, -48, -54, -114, 50], [-8, 75, -15, -133, 45, -174]]",2,0,1,[],32,"[0.26, 0.28, 0.2, 0.26]",32,0,[],,,instruct2,2
5,226572,mouselab,37112.0,"[[-148, 9, -15, -32, -27, -91], [170, -28, -148, 118, -33, -10], [-18, 76, 0, -54, 54, -19], [33, 35, -24, 92, 29, -93]]",2,8,1,"[1, 7, 2, 3]",35,"[0.3, 0.27, 0.16, 0.27]",27,3,"[21688, 24183, 26711, 29615]",,,instruct3,0
5,245468,mouselab,15616.0,"[[-181, -41, 6, -11, 1, -32], [-48, 30, 15, 60, 98, 44], [-105, 35, -37, -73, -92, 56], [15, -130, -47, 72, -85, 26]]",2,6,5,"[23, 11, 22]",26,"[0.18, 0.29, 0.23, 0.3]",20,3,"[6679, 9383, 12127]",,,instruct3,1
5,259196,mouselab,10280.0,"[[27, 107, -64, -19, 19, 57], [-136, -151, -4, 0, -4, -111], [-86, -80, 24, -59, 95, -90], [-77, -87, -6, -124, 36, -12]]",2,6,4,"[4, 22, 3]",19,"[0.38, 0.22, 0.13, 0.27]",13,0,"[4519, 6631, 9431]",,,instruct3,2
5,274885,mouselab,9183.0,"[[21, 88, 18, -84, -17, 58], [-89, 64, -114, -10, -66, 3], [59, 35, 31, -10, 17, 53], [-103, -17, 61, -1, 98, 74]]",2,4,2,"[2, 14]",-114,"[0.27, 0.24, 0.26, 0.23]",-118,1,"[4198, 7407]",,,test,0
5,286997,mouselab,10240.0,"[[18, 24, -170, 52, -1, -42], [39, -23, -17, 62, -169, -63], [-84, 19, 99, 73, 166, 55], [46, 202, -185, 19, -26, 62]]",2,4,1,"[13, 19]",202,"[0.21, 0.2, 0.32, 0.27]",198,3,"[3506, 6591]",,,test,1
5,306949,mouselab,16368.0,"[[78, 70, -45, -64, -94, 36], [-14, -138, 51, 142, -58, -20], [-106, -221, -23, -34, 36, -37], [29, -28, 122, 77, 40, -63]]",2,12,0,"[3, 4, 1, 13, 2, 0]",-14,"[0.27999999999999997, 0.22, 0.26, 0.24]",-26,1,"[4551, 7423, 9007, 10880, 14311, 15232]",,,test,2
5,319885,mouselab,10440.0,"[[-95, 157, 99, -83, -42, -46], [-176, -86, -15, -78, -157, 95], [18, 27, -43, 19, -3, -40], [33, -3, -26, -65, 60, 33]]",2,8,5,"[6, 9, 11, 23]",33,"[0.17, 0.41, 0.18, 0.24]",25,3,"[4959, 6087, 7095, 9383]",,,test,3
