pid,sigma,bonus_rate,display_ev,cost,min_trial_secs,shuffle_trials,alpha,n_comprehension,mu,bonus,start_time,browser,total_time,params,version,gender,age,education,wage,pass_check1,pass_check2,pass_instruct1,pass_instruct2,pass_instruct3,instruct_time
588,75,0.002,True,4,20.0,False,0.31622776601683805,3.0,0,3.1639999999999997,2021-02-15T21:22:22.680Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",1458504.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 4, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,32,college,1.50,1.0,1.0,1.0,True,1.0,10.91025
363,75,0.002,False,1,0.0,False,0.31622776601683805,3.0,0,2.832,2021-02-15T21:23:29.034Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",544196.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 1, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,30,grad,6,1.0,1.0,1.0,True,1.0,4.872533333333333
82,75,0.002,True,1,20.0,False,0.31622776601683805,3.0,0,1.574,2021-02-15T21:22:26.320Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 Edg/84.0.522.52",951479.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 1, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,56,secondary,14,1.0,1.0,1.0,True,1.0,7.945483333333334
318,75,0.002,False,1,0.0,False,0.31622776601683805,3.0,0,1.43,2021-02-15T21:29:56.386Z,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",728954.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 1, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,23,college,4,1.0,1.0,1.0,True,1.0,7.0503833333333334
52,75,0.002,False,1,0.0,False,3.1622776601683813,3.0,0,2.984,2021-02-15T21:20:38.647Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",533298.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 1, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,29,secondary,10,1.0,1.0,1.0,True,1.0,4.59665
33,75,0.002,True,4,20.0,False,3.1622776601683813,3.0,0,0.0,2021-02-15T21:25:11.243Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",1141214.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 4, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,35,college,10,1.0,1.0,0.3333333333333333,True,1.0,10.308416666666666
94,75,0.002,False,1,0.0,False,0.31622776601683805,3.0,0,1.628,2021-02-15T21:34:49.693Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.96 Safari/537.36",348564.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 1, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,21,college,12,1.0,1.0,1.0,False,1.0,3.4572333333333334
539,75,0.002,True,4,20.0,False,0.31622776601683805,3.0,0,2.642,2021-02-15T21:32:03.317Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",931867.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 4, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,35,grad,10,1.0,1.0,1.0,True,1.0,4.6277
265,75,0.002,True,1,20.0,False,3.1622776601683813,3.0,0,1.5859999999999999,2021-02-15T21:38:09.155Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",1000294.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 1, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,22,college,2,1.0,1.0,1.0,True,1.0,7.721283333333333
66,75,0.002,False,4,0.0,False,3.1622776601683813,3.0,0,1.696,2021-02-15T21:42:17.974Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,556786.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 4, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,28,secondary,6,1.0,1.0,1.0,True,1.0,6.7792666666666666
557,75,0.002,False,1,0.0,False,3.1622776601683813,3.0,0,1.984,2021-02-15T21:42:58.617Z,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",805285.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 1, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,44,grad,6,1.0,1.0,1.0,True,1.0,10.0305
577,75,0.002,True,4,20.0,False,3.1622776601683813,3.0,0,0.9359999999999999,2021-02-15T21:42:25.618Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",800093.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 4, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,41,college,13,1.0,1.0,1.0,True,0.6666666666666666,5.35165
422,75,0.002,False,4,0.0,False,3.1622776601683813,3.0,0,2.41,2021-02-15T21:45:23.039Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",564769.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 4, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,50,college,20,1.0,1.0,0.6666666666666666,True,1.0,5.5052666666666665
383,75,0.002,False,4,0.0,False,3.1622776601683813,3.0,0,1.764,2021-02-15T21:46:28.315Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",503231.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 4, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,24,college,13,1.0,1.0,1.0,True,1.0,4.760683333333334
457,75,0.002,True,1,20.0,False,0.31622776601683805,3.0,0,2.346,2021-02-15T21:45:39.923Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",837830.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 1, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,24,college,4,1.0,1.0,1.0,True,1.0,6.0945833333333335
399,75,0.002,True,1,20.0,False,3.1622776601683813,3.0,0,2.07,2021-02-15T21:47:06.892Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",732519.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 1, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,32,grad,25,1.0,1.0,0.3333333333333333,True,0.3333333333333333,4.06495
327,75,0.002,False,1,0.0,False,0.31622776601683805,3.0,0,1.314,2021-02-15T21:49:48.560Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",993099.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 1, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,33,college,5,1.0,1.0,1.0,True,0.0,14.834616666666667
25,75,0.002,False,4,0.0,False,0.31622776601683805,3.0,0,2.07,2021-02-15T21:50:51.647Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",441406.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 4, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,38,college,8,1.0,1.0,1.0,True,1.0,4.743383333333333
540,75,0.002,True,4,20.0,False,0.31622776601683805,3.0,0,2.21,2021-02-15T21:50:30.282Z,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",786085.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 4, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,44,college,15,1.0,1.0,1.0,True,1.0,4.52
111,75,0.002,False,4,0.0,False,3.1622776601683813,3.0,0,1.126,2021-02-15T21:51:27.991Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Safari/605.1.15",1583821.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 4, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,63,college,2.00,1.0,1.0,1.0,True,0.6666666666666666,11.857033333333334
473,75,0.002,False,4,0.0,False,0.31622776601683805,3.0,0,1.27,2021-02-15T21:43:57.696Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,691679.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 4, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,48,college,8,1.0,1.0,1.0,True,1.0,7.378866666666666
419,75,0.002,False,4,0.0,False,0.31622776601683805,3.0,0,1.484,2021-02-15T21:53:26.264Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",441611.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 4, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,42,college,5.00,1.0,1.0,0.3333333333333333,False,0.3333333333333333,4.601566666666667
309,75,0.002,False,4,0.0,False,3.1622776601683813,3.0,0,0.22399999999999998,2021-02-15T21:54:25.663Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",432657.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 4, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,34,college,3,1.0,1.0,1.0,True,0.0,5.75785
487,75,0.002,False,1,0.0,False,3.1622776601683813,3.0,0,1.55,2021-02-15T21:51:47.549Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",830553.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 1, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,37,college,7,1.0,1.0,1.0,True,1.0,7.2386
266,75,0.002,True,4,20.0,False,3.1622776601683813,3.0,0,0.0,2021-02-15T21:55:13.261Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",875220.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 4, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,72,college,5,1.0,1.0,1.0,True,0.0,5.824866666666667
30,75,0.002,True,1,20.0,False,3.1622776601683813,3.0,0,0.53,2021-02-15T21:52:32.084Z,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",1363650.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 1, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,45,college,7,1.0,1.0,1.0,True,0.0,9.080516666666666
159,75,0.002,True,4,20.0,False,0.31622776601683805,3.0,0,1.9380000000000002,2021-02-15T21:57:23.408Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",737302.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 4, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,35,college,8,1.0,1.0,1.0,True,0.6666666666666666,3.68255
543,75,0.002,False,1,0.0,False,3.1622776601683813,3.0,0,1.634,2021-02-15T22:33:01.422Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",461656.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 1, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,35,grad,8,1.0,1.0,1.0,True,1.0,2.6299166666666665
401,75,0.002,False,4,0.0,False,0.31622776601683805,3.0,0,2.332,2021-02-15T21:58:18.321Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",408486.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 4, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,32,college,12,1.0,1.0,1.0,True,1.0,4.519316666666667
513,75,0.002,True,1,20.0,False,0.31622776601683805,3.0,0,2.7439999999999998,2021-02-15T21:58:08.422Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",821737.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 1, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,43,college,10,1.0,1.0,0.3333333333333333,True,1.0,4.567966666666667
200,75,0.002,True,4,20.0,False,3.1622776601683813,3.0,0,1.838,2021-02-15T21:59:46.245Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",1139762.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 4, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,37,grad,3,1.0,1.0,0.6666666666666666,True,0.6666666666666666,8.519283333333334
337,75,0.002,False,4,0.0,False,3.1622776601683813,3.0,0,0.8160000000000001,2021-02-15T21:59:04.531Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0,416440.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 4, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,36,college,7,1.0,1.0,0.3333333333333333,True,1.0,3.9286
376,75,0.002,True,1,20.0,False,3.1622776601683813,3.0,0,3.4360000000000004,2021-02-15T22:35:40.210Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",1048924.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 1, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,55,college,12,1.0,1.0,1.0,True,1.0,7.984016666666666
0,75,0.002,False,1,0.0,False,3.1622776601683813,3.0,0,1.5219999999999998,2021-02-15T21:58:16.211Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",380982.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 1, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,27,college,10,1.0,1.0,1.0,True,1.0,3.2463333333333333
246,75,0.002,True,1,20.0,False,3.1622776601683813,3.0,0,2.798,2021-02-15T21:54:30.160Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",748540.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 1, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,22,college,5,1.0,1.0,1.0,True,1.0,4.803933333333333
400,75,0.002,False,1,0.0,False,0.31622776601683805,3.0,0,3.03,2021-02-15T22:12:52.339Z,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",437123.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 1, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,30,college,7,1.0,1.0,1.0,True,1.0,4.044866666666667
189,75,0.002,True,4,20.0,False,0.31622776601683805,3.0,0,2.6460000000000004,2021-02-15T22:22:07.736Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,1146858.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 4, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,37,college,6,1.0,1.0,0.6666666666666666,True,1.0,10.0784
485,75,0.002,True,4,20.0,False,0.31622776601683805,3.0,0,0.6960000000000001,2021-02-15T23:20:17.971Z,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.16; rv:85.0) Gecko/20100101 Firefox/85.0,814960.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 4, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,38,college,5,1.0,1.0,1.0,True,0.3333333333333333,5.419266666666666
225,75,0.002,False,1,0.0,False,3.1622776601683813,3.0,0,1.464,2021-02-15T22:40:37.595Z,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,1003989.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 1, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,32,secondary,6,1.0,1.0,0.3333333333333333,True,1.0,10.6853
222,75,0.002,True,1,20.0,False,0.31622776601683805,3.0,0,2.66,2021-02-15T22:39:24.319Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",1240037.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 1, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,58,college,8,1.0,1.0,0.3333333333333333,True,1.0,8.07825
132,75,0.002,True,1,20.0,False,3.1622776601683813,3.0,0,1.864,2021-02-15T23:13:13.168Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",1002830.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 1, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 3.162277660168381, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,37,college,6,1.0,1.0,1.0,True,1.0,7.148783333333333
341,75,0.002,True,4,20.0,False,0.31622776601683805,3.0,0,2.6260000000000003,2021-02-15T22:56:23.229Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",2018049.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 4, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,33,college,15,1.0,1.0,1.0,True,1.0,6.288566666666667
277,75,0.002,False,4,0.0,False,0.31622776601683805,3.0,0,1.876,2021-02-16T00:16:46.716Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",261951.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 4, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,30,grad,3,1.0,1.0,0.3333333333333333,True,1.0,2.29915
445,75,0.002,True,1,20.0,False,0.31622776601683805,3.0,0,2.498,2021-02-15T23:44:26.878Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",887540.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 1, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,31,college,16,1.0,1.0,1.0,True,0.6666666666666666,6.1737166666666665
119,75,0.002,True,1,20.0,False,0.31622776601683805,3.0,0,1.68,2021-02-16T15:43:23.408Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",1083849.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': True, u'cost': 1, u'min_trial_secs': 20, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,male,37,secondary,2,1.0,1.0,1.0,True,1.0,8.148116666666667
141,75,0.002,False,1,0.0,False,0.31622776601683805,3.0,0,2.696,2021-02-16T15:43:11.911Z,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",417075.0,"{u'sigma': 75, u'bonus_rate': 0.002, u'display_EV': False, u'cost': 1, u'min_trial_secs': 0, u'shuffle_trials': False, u'alpha': 0.31622776601683805, u'n_comprehension': 3, u'n_dominating': 3, u'n_trial': 20, u'mu': 0}",2.3,female,38,secondary,8,1.0,1.0,1.0,True,1.0,3.988366666666667
