problem_id,display_ev,pid,sigma,alpha,cost,best_choice,bad_choice,payoff_gross_relative_bestBet,payoff_net_relative_bestBet,payoff_gross_bestBet,payoff_net_bestBet,nr_clicks,payoff_gross,payoff_net,payoff_gross_relative,payoff_net_relative,payoff_perfect,processing_pattern,click_var_gamble,click_var_outcome,strategy,Rand,WADD,TTB,SAT_TTB,TTB_SAT,Other,payoff_gross_relative_by_strategy,payoff_net_relative_by_strategy,payoff_gross_by_strategy,payoff_net_by_strategy,R_TTB_SAT,R_SAT_TTB,R_TTB,R_WADD,R_Rand,R_Other,R_sigma,R_alpha,R_cost,payoff_gross_modelDiff,payoff_net_modelDiff,payoff_gross_relative_modelDiff,payoff_net_relative_modelDiff,under_performance,km_strategy,km_TTB_SAT,km_SAT_TTB,km_WADD,km_TTB,cluster_centers,cluster_points
lIbaNiqegro6KIA,True,530,75,0.3,1,True,False,0.6870881382993591,0.6032116615995391,49.15,43.15,6,49.15,43.15,0.6870881382993591,0.6032116615995391,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.68708814 0.         0.         0.        ],[0.         0.         0.60321166 0.         0.         0.        ],[ 0.    0.   49.15  0.    0.    0.  ],[ 0.    0.   43.15  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.2600000000000047,5.260000000000005,0.04557288567356877,0.07353171124017555,,TTB_SAT,True,False,False,False,,
IBOZgXFSkyvyiUf,True,530,75,0.3,1,True,False,0.4997640070030944,0.4158875303032744,35.75,29.75,6,35.75,29.75,0.4997640070030944,0.4158875303032744,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.49976401 0.         0.         0.        ],[0.         0.         0.41588753 0.         0.         0.        ],[ 0.    0.   35.75  0.    0.    0.  ],[ 0.    0.   29.75  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.9993000000000016,1.1102230246251563e-16,0.041928452760961854,,TTB_SAT,True,False,False,False,,
VHZfp8VcgwqWdru,True,530,75,0.3,1,True,False,0.5598754819712987,0.4759990052714786,40.05,34.05,6,40.05,34.05,0.5598754819712987,0.4759990052714786,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.55987548 0.         0.         0.        ],[0.         0.         0.47599901 0.         0.         0.        ],[ 0.    0.   40.05  0.    0.    0.  ],[ 0.    0.   34.05  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-55.390000000000036,-55.75270000000005,-0.7743196740671724,-0.7793900070836761,,TTB_SAT,True,False,False,False,,
12Smwv1zSNyuuxE,True,530,75,0.3,1,True,False,0.5303789209985285,0.4465024442987084,37.939999999999976,31.93999999999999,6,37.939999999999976,31.93999999999999,0.5303789209985285,0.4465024442987084,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.53037892 0.         0.         0.        ],[0.         0.         0.44650244 0.         0.         0.        ],[ 0.    0.   37.94  0.    0.    0.  ],[ 0.    0.   31.94  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4210854715202004e-14,1.5532999999999932,-1.1102230246251563e-16,0.021714221876305062,,TTB_SAT,True,False,False,False,,
rVjVpCboG0KJwv1,True,530,75,0.3,1,True,False,1.113040845806612,1.0291643691067918,79.62,73.62,6,79.62,73.62,1.113040845806612,1.0291643691067918,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         1.11304085 0.         0.         0.        ],[0.         0.         1.02916437 0.         0.         0.        ],[ 0.    0.   79.62  0.    0.    0.  ],[ 0.    0.   73.62  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8421709430404014e-14,-0.8370999999999924,0.0,-0.01170216644090294,,TTB_SAT,True,False,False,False,,
YwmSZ9XOPRdJfbN,True,530,75,0.3,1,True,False,1.2588461211364657,1.1749696444366455,90.05,84.05,6,90.05,84.05,1.2588461211364657,1.1749696444366455,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         1.25884612 0.         0.         0.        ],[0.         0.         1.17496964 0.         0.         0.        ],[ 0.    0.   90.05  0.    0.    0.  ],[ 0.    0.   84.05  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.229200000000019,7.1055000000000215,0.10105997089305664,0.0993307175317617,,TTB_SAT,True,False,False,False,,
WdVOkNPSiCkiKDf,True,530,75,0.3,1,True,False,1.6716581806274131,1.5877817039275932,119.58,113.58,6,119.58,113.58,1.6716581806274131,1.5877817039275932,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         1.67165818 0.         0.         0.        ],[0.        0.        1.5877817 0.        0.        0.       ],[  0.     0.   119.58   0.     0.     0.  ],[  0.     0.   113.58   0.     0.     0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,23.19798399999999,20.13758399999999,0.3242941940764661,0.28151159919444435,,TTB_SAT,True,False,False,False,,
EDYV3TvmyqJrQOZ,True,530,75,0.3,1,True,False,0.3253009354674687,0.24142445876764865,23.27,17.27,6,23.27,17.27,0.3253009354674687,0.24142445876764865,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.32530094 0.         0.         0.        ],[0.         0.         0.24142446 0.         0.         0.        ],[ 0.    0.   23.27  0.    0.    0.  ],[ 0.    0.   17.27  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.7537999999999947,0.0,0.02451709413935746,,TTB_SAT,True,False,False,False,,
Z6igLUgOZ1o22OJ,True,520,75,0.3,4,True,False,1.0773933432091882,0.8537227386763349,77.07,61.06999999999999,4,77.07,61.06999999999999,1.0773933432091882,0.8537227386763349,71.53376293418955,-1.0,0.01388888888888889,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         1.07739334 0.         0.         0.         0.        ],[0.         0.85372274 0.         0.         0.         0.        ],[ 0.   77.07  0.    0.    0.    0.  ],[ 0.   61.07  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.3318379999999905,-13.915838000000008,-0.1024947898623092,-0.19453524362757826,,TTB,False,False,False,True,,
3uXiz4V3sUrSmY9,True,520,75,0.3,4,True,False,0.8795846523254461,0.5999963966593793,62.92,42.92,5,62.92,42.92,0.8795846523254461,0.5999963966593793,71.53376293418955,-1.0,0.005555555555555557,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         0.87958465 0.         0.         0.         0.        ],[0.        0.5999964 0.        0.        0.        0.       ],[ 0.   62.92  0.    0.    0.    0.  ],[ 0.   42.92  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.642696000000022,6.9554959999999895,0.12081981494460448,0.09723374969661523,,TTB_SAT,True,False,False,False,,
si1lNmExwYp0qHd,True,520,75,0.3,4,True,False,0.9626223642582679,0.6271164574589879,68.86000000000001,44.86000000000002,6,68.86000000000001,44.86000000000002,0.9626223642582679,0.6271164574589879,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.96262236 0.         0.         0.        ],[0.         0.         0.62711646 0.         0.         0.        ],[ 0.    0.   68.86  0.    0.    0.  ],[ 0.    0.   44.86  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.3567999999999865,3.3306690738754696e-16,-0.08886433118090276,,TTB_SAT,True,False,False,False,,
klD1PHboiI6GI83,True,520,75,0.3,4,True,False,0.22031554546486065,-0.17110801246763288,15.76,-12.24,7,15.76,-12.24,0.22031554546486065,-0.17110801246763288,71.53376293418955,-1.0,0.002834467120181407,0.12627551020408162,TTB_SAT,False,False,False,False,True,False,[0.22031555 0.         0.         0.         0.         0.        ],[-0.17110801 -0.         -0.         -0.         -0.         -0.        ],[15.76  0.    0.    0.    0.    0.  ],[-12.24  -0.    -0.    -0.    -0.    -0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.3290705182007506e-15,-4.000000000000002,0.0,-0.05591765113321343,,TTB_SAT,True,False,False,False,,
mlhb2P64mtEuQDH,True,520,75,0.3,4,True,False,0.7550280844262133,0.4195221776269332,54.01,30.01,6,54.01,30.01,0.7550280844262133,0.4195221776269332,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.75502808 0.         0.         0.        ],[0.         0.         0.41952218 0.         0.         0.        ],[ 0.    0.   54.01  0.    0.    0.  ],[ 0.    0.   30.01  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.105427357601002e-15,3.3306690738754696e-16,-5.551115123125783e-17,,TTB_SAT,True,False,False,False,,
Q8ZMcp5SHNKniCj,True,520,75,0.3,4,True,False,0.6917013445178491,0.13252483318571562,49.48,9.479999999999997,10,49.48,9.479999999999997,0.6917013445178491,0.13252483318571562,71.53376293418955,-0.7777777777777778,0.0022222222222222227,0.0675,TTB_SAT,False,False,False,False,True,False,[0.69170134 0.         0.         0.         0.         0.        ],[0.13252483 0.         0.         0.         0.         0.        ],[49.48  0.    0.    0.    0.    0.  ],[9.48 0.   0.   0.   0.   0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.4210854715202004e-14,-22.16480000000001,0.0,-0.3098508884593619,,WADD,False,False,True,False,,
55wGWrG0AsulSFG,True,520,75,0.3,4,True,False,1.0820065494276785,0.7465006426283983,77.4,53.40000000000001,6,77.4,53.40000000000001,1.0820065494276785,0.7465006426283983,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         1.08200655 0.         0.         0.        ],[0.         0.         0.74650064 0.         0.         0.        ],[ 0.   0.  77.4  0.   0.   0. ],[ 0.   0.  53.4  0.   0.   0. ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4524000000000257,0.0,0.006324286343166286,,TTB_SAT,True,False,False,False,,
Gq2ftjqDBmr2chN,True,520,75,0.3,4,True,False,0.6726893431325567,0.5049363897329165,48.12,36.12,3,48.12,36.12,0.6726893431325567,0.5049363897329165,71.53376293418955,-1.0,0.02777777777777778,0.1875,TTB_SAT,False,False,False,False,True,False,[0.67268934 0.         0.         0.         0.         0.        ],[0.50493639 0.         0.         0.         0.         0.        ],[48.12  0.    0.    0.    0.    0.  ],[36.12  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-31.138393,-33.223593,-0.4352964491557236,-0.4644463206914671,,TTB,False,False,False,True,,
PCWdMJAPeV3vIAW,True,520,75,0.3,4,True,False,1.0084748381875028,0.6729689313882228,72.14,48.14,6,72.14,48.14,1.0084748381875028,0.6729689313882228,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         1.00847484 0.         0.         0.        ],[0.         0.         0.67296893 0.         0.         0.        ],[ 0.    0.   72.14  0.    0.    0.  ],[ 0.    0.   48.14  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1531140000000022,-3.8692860000000016,0.00214044380890277,-0.05409034617065667,,TTB_SAT,True,False,False,False,,
q8OiXnEuGsljtb2,True,520,75,0.3,4,False,True,0.992118925231038,0.4888600650321178,70.97,34.97,9,40.13999999999999,4.1399999999999935,0.5611336291217959,0.05787476892287573,71.53376293418955,-0.75,0.00308641975308642,0.07638888888888888,TTB_SAT,False,False,False,False,True,False,[0.56113363 0.         0.         0.         0.         0.        ],[0.05787477 0.         0.         0.         0.         0.        ],[40.14  0.    0.    0.    0.    0.  ],[4.14 0.   0.   0.   0.   0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.325599999999996,-2.220446049250313e-16,-0.10240758628536696,,WADD,False,False,True,False,,
nQ4KJRm5qzDmfGs,True,520,75,0.3,4,True,False,0.3883480871201668,-0.003075470812326719,27.78,-0.21999999999999886,7,27.78,-0.21999999999999886,0.3883480871201668,-0.003075470812326719,71.53376293418955,-1.0,0.002834467120181407,0.12627551020408162,TTB_SAT,False,False,False,False,True,False,[0.38834809 0.         0.         0.         0.         0.        ],[-0.00307547 -0.         -0.         -0.         -0.         -0.        ],[27.78  0.    0.    0.    0.    0.  ],[-0.22 -0.   -0.   -0.   -0.   -0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.105427357601002e-15,-4.0,0.0,-0.055917651133213335,,TTB_SAT,True,False,False,False,,
02RpShoPR0hc5AX,True,520,75,0.3,4,True,False,0.6385795759412964,0.414908971408443,45.67999999999999,29.68,4,45.67999999999999,29.68,0.6385795759412964,0.414908971408443,71.53376293418955,-0.3333333333333333,0.03472222222222223,0.09375,TTB_SAT,False,False,False,False,True,False,[0.63857958 0.         0.         0.         0.         0.        ],[0.41490897 0.         0.         0.         0.         0.        ],[45.68  0.    0.    0.    0.    0.  ],[29.68  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3703670000000088,0.18163299999999802,-0.005177513174313586,0.0025391226820697392,,TTB,False,False,False,True,,
lIbaNiqegro6KIA,True,520,75,0.3,4,True,False,0.6415152526257902,0.1941740435600834,45.89,13.89,8,45.89,13.89,0.6415152526257902,0.1941740435600834,71.53376293418955,-1.0,0.0034722222222222225,0.09375,TTB_SAT,False,False,False,False,True,False,[0.64151525 0.         0.         0.         0.         0.        ],[0.19417404 0.         0.         0.         0.         0.        ],[45.89  0.    0.    0.    0.    0.  ],[13.89  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.12029400000000125,-1.5070939999999953,-0.001681639481354802,-0.021068289129239803,,WADD,False,False,True,False,,
IBOZgXFSkyvyiUf,True,520,75,0.3,4,True,False,0.4997640070030944,0.05242279793738752,35.75,3.75,8,35.75,3.75,0.4997640070030944,0.05242279793738752,71.53376293418955,-1.0,0.0034722222222222225,0.09375,TTB_SAT,False,False,False,False,True,False,[0.49976401 0.         0.         0.         0.         0.        ],[0.0524228 0.        0.        0.        0.        0.       ],[35.75  0.    0.    0.    0.    0.  ],[3.75 0.   0.   0.   0.   0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4000000000000004,1.1102230246251563e-16,-0.00559176511332133,,WADD,False,False,True,False,,
VHZfp8VcgwqWdru,True,520,75,0.3,4,True,False,1.3341951560384706,0.8868539469727638,95.44,63.44,8,95.44,63.44,1.3341951560384706,0.8868539469727638,71.53376293418955,-0.6,0.0034722222222222225,0.09375,TTB_SAT,False,False,False,False,True,False,[1.33419516 0.         0.         0.         0.         0.        ],[0.88685395 0.         0.         0.         0.         0.        ],[95.44  0.    0.    0.    0.    0.  ],[63.44  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.869012999999981,1.8458129999999853,0.1659218320573934,0.02580338184778741,,WADD,False,False,True,False,,
12Smwv1zSNyuuxE,True,520,75,0.3,4,True,False,0.5303789209985285,0.13895536306603495,37.939999999999976,9.939999999999985,7,37.939999999999976,9.939999999999985,0.5303789209985285,0.13895536306603495,71.53376293418955,-1.0,0.002834467120181405,0.12627551020408162,TTB_SAT,False,False,False,False,True,False,[0.53037892 0.         0.         0.         0.         0.        ],[0.13895536 0.         0.         0.         0.         0.        ],[37.94  0.    0.    0.    0.    0.  ],[9.94 0.   0.   0.   0.   0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.48474999999998397,-0.5188500000000023,0.006776520346706172,-0.007253218322616939,,TTB_SAT,True,False,False,False,,
rVjVpCboG0KJwv1,True,520,75,0.3,4,True,False,1.113040845806612,0.8334525901405451,79.62,59.62000000000001,5,79.62,59.62000000000001,1.113040845806612,0.8334525901405451,71.53376293418955,-1.0,0.005555555555555557,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         1.11304085 0.         0.         0.         0.        ],[0.         0.83345259 0.         0.         0.         0.        ],[ 0.   79.62  0.    0.    0.    0.  ],[ 0.   59.62  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8421709430404014e-14,-5.888399999999982,0.0,-0.08231637423320347,,TTB_SAT,True,False,False,False,,
YwmSZ9XOPRdJfbN,True,520,75,0.3,4,True,False,1.2588461211364657,1.0351755166036123,90.05,74.05,4,90.05,74.05,1.2588461211364657,1.0351755166036123,71.53376293418955,-0.3333333333333333,0.03472222222222223,0.09375,TTB_SAT,False,False,False,False,True,False,[1.25884612 0.         0.         0.         0.         0.        ],[1.03517552 0.         0.         0.         0.         0.        ],[90.05  0.    0.    0.    0.    0.  ],[74.05  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.731128,17.896327999999997,0.30378840855880085,0.25018015641738955,,TTB,False,False,False,True,,
WdVOkNPSiCkiKDf,True,520,75,0.3,4,True,False,1.6716581806274131,1.503905227227773,119.58,107.58,3,119.58,107.58,1.6716581806274131,1.503905227227773,71.53376293418955,-1.0,0.02777777777777778,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         1.67165818 0.         0.         0.         0.        ],[0.         1.50390523 0.         0.         0.         0.        ],[  0.   119.58   0.     0.     0.     0.  ],[  0.   107.58   0.     0.     0.     0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.507648000000003,26.85884799999998,0.4124995916564149,0.3754709230760014,,TTB,False,False,False,True,,
EDYV3TvmyqJrQOZ,True,520,75,0.3,4,True,False,0.3253009354674687,-0.010204971331811443,23.27,-0.7300000000000004,6,23.27,-0.7300000000000004,0.3253009354674687,-0.010204971331811443,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.32530094 0.         0.         0.        ],[-0.         -0.         -0.01020497 -0.         -0.         -0.        ],[ 0.    0.   23.27  0.    0.    0.  ],[-0.   -0.   -0.73 -0.   -0.   -0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.6000000000000014,0.0,0.05032588601989202,,TTB_SAT,True,False,False,False,,
tK9NSXZJXL2a1DM,True,329,75,3.2,4,True,False,-0.5751342332655137,-0.8043474780076645,-30.11000000000001,-42.11,3,-30.11000000000001,-42.11,-0.5751342332655137,-0.8043474780076645,52.352995628586704,-1.0,0.02777777777777778,0.1875,SAT_TTB,False,False,False,True,False,False,[-0.         -0.57513423 -0.         -0.         -0.         -0.        ],[-0.         -0.80434748 -0.         -0.         -0.         -0.        ],[ -0.   -30.11  -0.    -0.    -0.    -0.  ],[ -0.   -42.11  -0.    -0.    -0.    -0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.12755200000001,-13.744352,-0.6136717032951817,-0.2625322932331893,,TTB,False,False,False,True,,
HO2m16im97e1RLZ,True,329,75,3.2,4,True,False,0.4767635490636738,0.1711458894074727,24.96,8.96,4,24.96,8.96,0.4767635490636738,0.1711458894074727,52.352995628586704,0.0,0.03472222222222223,0.09375,TTB_SAT,False,False,False,False,True,False,[0.47676355 0.         0.         0.         0.         0.        ],[0.17114589 0.         0.         0.         0.         0.        ],[24.96  0.    0.    0.    0.    0.  ],[8.96 0.   0.   0.   0.   0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.49,42.49239999999999,0.8307070011530118,0.8116517400734478,,TTB,False,False,False,True,,
8EHleEowa3Bcw0G,True,329,75,3.2,4,True,False,0.4064714873427476,0.3300670724286973,21.28,17.28,1,21.28,17.28,0.4064714873427476,0.3300670724286973,52.352995628586704,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         0.40647149 0.         0.         0.         0.        ],[0.         0.33006707 0.         0.         0.         0.        ],[ 0.   21.28  0.    0.    0.    0.  ],[ 0.   17.28  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.87000000000001,-47.87839999999999,-1.1053808727690229,-0.9145302847552166,,SAT_TTB,False,True,False,False,,
B7AmiGrF0VHtZKs,True,329,75,3.2,4,True,False,-0.5313927057272199,-0.6842015355553206,-27.820000000000004,-35.82000000000001,2,-27.820000000000004,-35.82000000000001,-0.5313927057272199,-0.6842015355553206,52.352995628586704,-1.0,0.05555555555555556,0.1875,TTB_SAT,False,False,False,False,True,False,[-0.53139271 -0.         -0.         -0.         -0.         -0.        ],[-0.68420154 -0.         -0.         -0.         -0.         -0.        ],[-27.82  -0.    -0.    -0.    -0.    -0.  ],[-35.82  -0.    -0.    -0.    -0.    -0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.86059000000002,-77.61739000000001,-1.5063243096817016,-1.4825778175264146,,SAT_TTB,False,True,False,False,,
2O9UAcifjV8B4g6,True,329,75,3.2,4,True,False,0.5298646174289388,0.3770557876008382,27.74,19.74,2,27.74,19.74,0.5298646174289388,0.3770557876008382,52.352995628586704,1.0,0.13888888888888892,0.0625,TTB_SAT,False,False,False,False,True,False,[0.52986462 0.         0.         0.         0.         0.        ],[0.37705579 0.         0.         0.         0.         0.        ],[27.74  0.    0.    0.    0.    0.  ],[19.74  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0658141036401504e-14,20.3512,-1.1102230246251563e-16,0.3887303821997051,,SAT_TTB,False,True,False,False,,
l6dGWbHa5ETDOcj,True,329,75,3.2,4,True,False,0.7819991866453048,0.5527859419031539,40.94,28.94,3,40.94,28.94,0.7819991866453048,0.5527859419031539,52.352995628586704,-1.0,0.06481481481481483,0.07638888888888888,TTB_SAT,False,False,False,False,True,False,[0.78199919 0.         0.         0.         0.         0.        ],[0.55278594 0.         0.         0.         0.         0.        ],[40.94  0.    0.    0.    0.    0.  ],[28.94  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8799040000000025,27.968304000000003,0.11231265621769616,0.5342254758145731,,SAT_TTB,False,True,False,False,,
6lht0ZurQP2rMOw,True,329,75,3.2,4,True,False,0.6353027100103283,0.17687622052602653,33.260000000000005,9.260000000000003,6,33.260000000000005,9.260000000000003,0.6353027100103283,0.17687622052602653,52.352995628586704,-1.0,0.009259259259259259,0.11805555555555555,TTB_SAT,False,False,False,False,True,False,[0.63530271 0.         0.         0.         0.         0.        ],[0.17687622 0.         0.         0.         0.         0.        ],[33.26  0.    0.    0.    0.    0.  ],[9.26 0.   0.   0.   0.   0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,2.7755575615628914e-17,,TTB_SAT,True,False,False,False,,
U6NalRd3JS7aHgM,True,329,75,3.2,4,False,True,-0.3029435051342094,-0.45575233496231,-15.86,-23.86,2,-56.34,-64.34,-1.0761561840643985,-1.228965013892499,52.352995628586704,-1.0,0.05555555555555556,0.1875,SAT_TTB,False,False,False,True,False,False,[-0.         -1.07615618 -0.         -0.         -0.         -0.        ],[-0.         -1.22896501 -0.         -0.         -0.         -0.        ],[ -0.   -56.34  -0.    -0.    -0.    -0.  ],[ -0.   -64.34  -0.    -0.    -0.    -0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.95748400000002,-93.374284,-2.0621071001532365,-1.7835518842595917,,SAT_TTB,False,True,False,False,,
iubSyA0EPXwngsD,True,329,75,3.2,4,True,False,0.0867190109274471,-0.06608981890065349,4.540000000000001,-3.459999999999998,2,4.540000000000001,-3.459999999999998,0.0867190109274471,-0.06608981890065349,52.352995628586704,-1.0,0.05555555555555556,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         0.08671901 0.         0.         0.         0.        ],[-0.         -0.06608982 -0.         -0.         -0.         -0.        ],[0.   4.54 0.   0.   0.   0.  ],[-0.   -3.46 -0.   -0.   -0.   -0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.380000000000011,-8.3612,-0.2746738716160109,-0.1597081484948394,,SAT_TTB,False,True,False,False,,
KUyNdHbCfa4jtIt,True,329,75,3.2,4,False,True,0.08805608818844296,-0.14115715655370795,4.609999999999999,-7.3900000000000015,3,-19.23,-31.23,-0.3673142246992968,-0.5965274694414476,52.352995628586704,-1.0,0.02777777777777778,0.1875,SAT_TTB,False,False,False,True,False,False,[-0.         -0.36731422 -0.         -0.         -0.         -0.        ],[-0.         -0.59652747 -0.         -0.         -0.         -0.        ],[ -0.   -19.23  -0.    -0.    -0.    -0.  ],[ -0.   -31.23  -0.    -0.    -0.    -0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.84,-21.706000000000003,-0.4553703128877397,-0.4146085575310939,,TTB,False,False,False,True,,
KKfFP00BlY0FyTD,True,329,75,3.2,4,True,False,-0.1031459601339679,-0.1795503750480182,-5.4,-9.4,1,-5.4,-9.4,-0.1031459601339679,-0.1795503750480182,52.352995628586704,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[-0.         -0.10314596 -0.         -0.         -0.         -0.        ],[-0.         -0.17955038 -0.         -0.         -0.         -0.        ],[-0.  -5.4 -0.  -0.  -0.  -0. ],[-0.  -9.4 -0.  -0.  -0.  -0. ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.768283,-54.96988299999999,-1.1798423807151197,-1.0499854371272,,SAT_TTB,False,True,False,False,,
fNApTMMb9VDwixr,True,329,75,3.2,4,True,False,-0.6005387012244353,-0.7533475310525359,-31.44,-39.44,2,-31.44,-39.44,-0.6005387012244353,-0.7533475310525359,52.352995628586704,-1.0,0.05555555555555556,0.1875,TTB_SAT,False,False,False,False,True,False,[-0.6005387 -0.        -0.        -0.        -0.        -0.       ],[-0.75334753 -0.         -0.         -0.         -0.         -0.        ],[-31.44  -0.    -0.    -0.    -0.    -0.  ],[-39.44  -0.    -0.    -0.    -0.    -0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.464285,-35.376285,-1.2313389945693969,-0.6757260893144235,,SAT_TTB,False,True,False,False,,
aIfvrznIQLqTBd0,True,329,75,3.2,4,True,False,0.4007411562241938,0.17152791148204294,20.98,8.98,3,20.98,8.98,0.4007411562241938,0.17152791148204294,52.352995628586704,0.0,0.06481481481481481,0.07638888888888888,Other,False,False,False,False,False,True,[0.         0.         0.         0.         0.         0.40074116],[0.         0.         0.         0.         0.         0.17152791],[ 0.    0.    0.    0.    0.   20.98],[0.   0.   0.   0.   0.   8.98],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.759039999999999,22.34664,0.07180181295962779,0.4268454886237281,,SAT_TTB,False,True,False,False,,
f2xpn3YCjwjoU5x,True,329,75,3.2,4,True,False,0.6960442198669982,0.4668309751248473,36.44,24.44,3,36.44,24.44,0.6960442198669982,0.4668309751248473,52.352995628586704,0.0,0.06481481481481481,0.07638888888888888,TTB_SAT,False,False,False,False,True,False,[0.69604422 0.         0.         0.         0.         0.        ],[0.46683098 0.         0.         0.         0.         0.        ],[36.44  0.    0.    0.    0.    0.  ],[24.44  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.450380999999995,33.738781,0.2760182263975273,0.6444479555545691,,SAT_TTB,False,True,False,False,,
