problem_id,display_ev,pid,sigma,alpha,cost,probabilities,payoff_matrix,choice,best_choice,bad_choice,nr_clicks,payoff_gross,payoff_net,payoff_gross_relative,payoff_net_relative,payoff_perfect,payoff_gross_relative_bestBet,payoff_net_relative_bestBet,payoff_gross_bestBet,payoff_net_bestBet,processing_pattern,click_var_gamble,click_var_outcome,strategy,Rand,WADD,TTB,SAT_TTB,TTB_SAT,Other,payoff_gross_relative_by_strategy,payoff_net_relative_by_strategy,payoff_gross_by_strategy,payoff_net_by_strategy,under_performance,km_strategy,km_TTB_SAT,km_TTB,km_SAT_TTB,km_WADD,cluster_centers,cluster_points
12Smwv1zSNyuuxE,True,547,75,0.3,1,"[0.010000000000000111, 0.58, 0.06, 0.35]","[[-120, 22, -32, -105, -105, 26], [-6, -42, -123, 68, 59, -90], [87, -117, 56, -95, 34, -15], [-72, 54, 86, 15, -103, -66]]",3,3,False,8,37.939999999999976,29.93999999999999,1.0,0.7891407485503426,37.939999999999976,1.0,0.7891407485503426,37.939999999999976,29.93999999999999,-1.0,0.0034722222222222225,0.09375,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.78914075 0.         0.         0.         0.         0.        ],[37.94  0.    0.    0.    0.    0.  ],[29.94  0.    0.    0.    0.    0.  ],,TTB_SAT,True,False,False,False,,
rVjVpCboG0KJwv1,True,547,75,0.3,1,"[0.09, 0.1, 0.61, 0.2]","[[10, -11, 78, -20, 94, 69], [-36, -45, 82, -86, -100, 31], [-48, -38, -84, 6, 116, -74], [114, 25, -50, -68, 52, 53]]",4,4,False,7,79.62,72.62,1.0,0.9120823913589552,79.62,1.0,0.9120823913589552,79.62,72.62,-1.0,0.002834467120181405,0.12627551020408162,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.91208239 0.         0.         0.         0.         0.        ],[79.62  0.    0.    0.    0.    0.  ],[72.62  0.    0.    0.    0.    0.  ],,TTB,False,True,False,False,,
YwmSZ9XOPRdJfbN,True,547,75,0.3,1,"[0.19, 0.01, 0.45, 0.35]","[[-78, 47, -34, 184, -97, -79], [-99, 36, -76, 99, -22, 31], [-87, 88, 57, 26, 142, 59], [88, -44, 138, 16, 128, 71]]",4,4,False,9,90.05,81.05,1.0,0.9000555247084953,90.05,1.0,0.9000555247084953,90.05,81.05,0.2,0.00308641975308642,0.07638888888888888,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.90005552 0.         0.         0.         0.         0.        ],[90.05  0.    0.    0.    0.    0.  ],[81.05  0.    0.    0.    0.    0.  ],,TTB_SAT,True,False,False,False,,
WdVOkNPSiCkiKDf,True,547,75,0.3,1,"[0.09, 0.19, 0.08, 0.64]","[[-87, -59, 53, -49, -157, -46], [-139, 11, 115, -40, -204, -116], [-51, -61, -54, 52, 84, -15], [-101, -17, 152, -16, 48, 138]]",2,2,False,8,119.58,111.58,1.0,0.9330991804649608,119.58,1.0,0.9330991804649608,119.58,111.58,-1.0,0.003472222222222222,0.09375,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.93309918 0.         0.         0.         0.         0.        ],[119.58   0.     0.     0.     0.     0.  ],[111.58   0.     0.     0.     0.     0.  ],,TTB_SAT,True,False,False,False,,
EDYV3TvmyqJrQOZ,True,547,75,0.3,1,"[0.59, 0.22, 0.02, 0.17]","[[-62, -42, -7, -47, -26, -14], [-13, -71, 120, -32, 98, -95], [-68, 29, -35, -55, -23, 22], [23, 4, 10, 112, 48, -82]]",4,2,True,14,13.919999999999998,-0.08000000000000185,0.5981951009883971,-0.003437902879243741,23.27,1.0,0.3983669961323592,23.27,9.269999999999996,-1.0,0.0011337868480725626,0.03443877551020408,TTB_SAT,False,False,False,False,True,False,[0.5981951 0.        0.        0.        0.        0.       ],[-0.0034379 -0.        -0.        -0.        -0.        -0.       ],[13.92  0.    0.    0.    0.    0.  ],[-0.08 -0.   -0.   -0.   -0.   -0.  ],,TTB_SAT,True,False,False,False,,
tK9NSXZJXL2a1DM,True,305,75,3.2,1,"[0.29, 0.22, 0.26, 0.23]","[[27, -53, -32, -18, 75, 68], [29, 3, 15, 149, -146, 2], [9, 32, -68, 54, -108, -104], [98, 31, 97, 8, -114, -101]]",0,0,False,16,39.09,23.090000000000003,0.8998618784530387,0.5315377532228361,43.44000000000001,0.8998618784530387,0.5315377532228361,39.09,23.090000000000003,-0.6666666666666666,0.0034722222222222225,0.015625,TTB_SAT,False,False,False,False,True,False,[0.89986188 0.         0.         0.         0.         0.        ],[0.53153775 0.         0.         0.         0.         0.        ],[39.09  0.    0.    0.    0.    0.  ],[23.09  0.    0.    0.    0.    0.  ],,TTB_SAT,True,False,False,False,,
HO2m16im97e1RLZ,True,305,75,3.2,1,"[0.23, 0.32, 0.29, 0.16]","[[-50, 10, -163, 57, 26, 95], [13, -25, 81, 4, -24, -10], [-85, 19, -88, 37, -86, 5], [-41, 47, 116, -1, -4, -34]]",2,0,True,9,-18.529999999999994,-27.529999999999994,-0.7423878205128203,-1.1029647435897434,24.96,-1.5444711538461535,-1.9050480769230769,-38.55,-47.55,-0.42857142857142855,0.0154320987654321,0.057870370370370364,TTB_SAT,False,False,False,False,True,False,[-0.74238782 -0.         -0.         -0.         -0.         -0.        ],[-1.10296474 -0.         -0.         -0.         -0.         -0.        ],[-18.53  -0.    -0.    -0.    -0.    -0.  ],[-27.53  -0.    -0.    -0.    -0.    -0.  ],,TTB,False,True,False,False,,
8EHleEowa3Bcw0G,True,305,75,3.2,1,"[0.13, 0.2, 0.22, 0.45]","[[59, -89, 21, -2, 37, 133], [-18, -27, 46, 2, -14, -42], [59, -48, -70, -34, 54, 132], [138, -20, 55, -19, -23, -19]]",0,0,False,24,79.15,55.15000000000001,1.0,0.6967782691092862,79.15,1.0,0.6967782691092862,79.15,55.15000000000001,1.0,0.0,0.0,WADD,False,True,False,False,False,False,[0. 0. 0. 1. 0. 0.],[0.         0.         0.         0.69677827 0.         0.        ],[ 0.    0.    0.   79.15  0.    0.  ],[ 0.    0.    0.   55.15  0.    0.  ],,WADD,False,False,False,True,,
B7AmiGrF0VHtZKs,True,305,75,3.2,1,"[0.45, 0.2, 0.18, 0.17]","[[40, -1, 19, 112, 19, 75], [47, -114, -98, -38, 13, 86], [-90, -72, -11, -87, 87, 65], [-102, 34, -87, 15, -12, 57]]",3,5,True,24,29.69,5.690000000000001,0.4104230024882499,0.07865634503732376,72.34,1.0,0.6682333425490738,72.34,48.34,1.0,0.0,0.0,WADD,False,True,False,False,False,False,[0.       0.       0.       0.410423 0.       0.      ],[0.         0.         0.         0.07865635 0.         0.        ],[ 0.    0.    0.   29.69  0.    0.  ],[0.   0.   0.   5.69 0.   0.  ],,WADD,False,False,False,True,,
2O9UAcifjV8B4g6,True,305,75,3.2,1,"[0.2, 0.3, 0.19, 0.31]","[[2, 30, -23, 26, 24, -26], [-77, 73, -11, 60, -57, 2], [-44, -40, -49, -44, 100, -98], [31, 24, -31, -144, -34, -8]]",1,1,False,24,27.74,3.7399999999999984,1.0,0.1348233597692862,27.74,1.0,0.1348233597692862,27.74,3.7399999999999984,0.8947368421052632,0.0,0.0,WADD,False,True,False,False,False,False,[0. 0. 0. 1. 0. 0.],[0.         0.         0.         0.13482336 0.         0.        ],[ 0.    0.    0.   27.74  0.    0.  ],[0.   0.   0.   3.74 0.   0.  ],,WADD,False,False,False,True,,
l6dGWbHa5ETDOcj,True,305,75,3.2,1,"[0.14, 0.45, 0.05, 0.36]","[[-85, 44, -96, -82, -36, 62], [-103, 20, 12, 8, 1, -43], [41, -70, 89, 62, 54, 43], [19, -133, -24, 127, 45, 36]]",3,3,False,14,40.94,26.94,1.0,0.6580361504640938,40.94,1.0,0.6580361504640938,40.94,26.94,-0.8181818181818182,0.002834467120181405,0.03188775510204081,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.65803615 0.         0.         0.         0.         0.        ],[40.94  0.    0.    0.    0.    0.  ],[26.94  0.    0.    0.    0.    0.  ],,TTB_SAT,True,False,False,False,,
6lht0ZurQP2rMOw,True,305,75,3.2,1,"[0.4, 0.14, 0.2, 0.26]","[[-33, -36, -64, -39, -109, 24], [-9, 26, 36, 11, 43, 38], [61, -11, 147, 71, 140, 2], [13, -125, 64, -113, -76, 69]]",5,5,False,24,33.260000000000005,9.260000000000003,1.0,0.2784125075165365,33.260000000000005,1.0,0.2784125075165365,33.260000000000005,9.260000000000003,-0.7777777777777778,0.0,0.0,WADD,False,True,False,False,False,False,[0. 0. 0. 1. 0. 0.],[0.         0.         0.         0.27841251 0.         0.        ],[ 0.    0.    0.   33.26  0.    0.  ],[0.   0.   0.   9.26 0.   0.  ],,WADD,False,False,False,True,,
U6NalRd3JS7aHgM,True,305,75,3.2,1,"[0.06, 0.31, 0.35, 0.28]","[[7, -95, 8, -33, 43, -148], [36, -62, 14, 74, 0, 49], [-64, -38, 68, 51, -33, -99], [-18, -90, 7, 63, -23, -100]]",3,3,False,14,56.45,42.45,1.0,0.7519929140832595,56.45,1.0,0.7519929140832595,56.45,42.45,0.75,0.002834467120181405,0.03188775510204081,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.75199291 0.         0.         0.         0.         0.        ],[56.45  0.    0.    0.    0.    0.  ],[42.45  0.    0.    0.    0.    0.  ],,TTB_SAT,True,False,False,False,,
iubSyA0EPXwngsD,True,305,75,3.2,1,"[0.3, 0.22, 0.08, 0.4]","[[-96, -56, -98, 47, -66, 28], [14, -71, 27, 42, 25, -47], [-2, 87, 17, -40, 66, -69], [112, -22, -4, -108, -63, 30]]",0,0,False,16,18.920000000000005,2.9200000000000053,1.0,0.1543340380549685,18.920000000000005,1.0,0.1543340380549685,18.920000000000005,2.9200000000000053,-0.6666666666666666,0.003472222222222222,0.015625,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.15433404 0.         0.         0.         0.         0.        ],[18.92  0.    0.    0.    0.    0.  ],[2.92 0.   0.   0.   0.   0.  ],,TTB_SAT,True,False,False,False,,
KUyNdHbCfa4jtIt,True,305,75,3.2,1,"[0.15, 0.31, 0.28, 0.26]","[[-51, -5, -21, 22, 85, -162], [116, -83, -48, -153, -19, -15], [-145, 63, 35, 42, -11, 57], [65, 89, -67, -6, 64, -24]]",0,0,False,9,4.609999999999999,-4.3900000000000015,0.2257590597453477,-0.2149853085210578,20.42,0.2257590597453477,-0.2149853085210578,4.609999999999999,-4.3900000000000015,-0.42857142857142855,0.015432098765432091,0.057870370370370364,TTB_SAT,False,False,False,False,True,False,[0.22575906 0.         0.         0.         0.         0.        ],[-0.21498531 -0.         -0.         -0.         -0.         -0.        ],[4.61 0.   0.   0.   0.   0.  ],[-4.39 -0.   -0.   -0.   -0.   -0.  ],,TTB,False,True,False,False,,
KKfFP00BlY0FyTD,True,305,75,3.2,1,"[0.05, 0.47, 0.28, 0.2]","[[-16, 29, 52, 15, -102, 114], [68, 33, 81, -31, 134, 13], [36, -22, 1, 47, 23, -38], [-171, -81, 65, 13, 28, -35]]",4,4,False,24,69.91999999999999,45.91999999999999,1.0,0.6567505720823797,69.91999999999999,1.0,0.6567505720823797,69.91999999999999,45.91999999999999,0.6842105263157895,0.0,0.0,WADD,False,True,False,False,False,False,[0. 0. 0. 1. 0. 0.],[0.         0.         0.         0.65675057 0.         0.        ],[ 0.    0.    0.   69.92  0.    0.  ],[ 0.    0.    0.   45.92  0.    0.  ],,WADD,False,False,False,True,,
fNApTMMb9VDwixr,True,305,75,3.2,1,"[0.31, 0.14, 0.41, 0.14]","[[-17, -40, -75, -19, -145, 57], [-60, -77, 11, -48, -57, 46], [65, 14, 45, 68, 43, -74], [-43, -100, 101, 144, 15, -52]]",3,3,False,24,35.43,11.43,1.0,0.3226079593564776,35.43,1.0,0.3226079593564776,35.43,11.43,0.05263157894736842,0.0,0.0,WADD,False,True,False,False,False,False,[0. 0. 0. 1. 0. 0.],[0.         0.         0.         0.32260796 0.         0.        ],[ 0.    0.    0.   35.43  0.    0.  ],[ 0.    0.    0.   11.43  0.    0.  ],,WADD,False,False,False,True,,
aIfvrznIQLqTBd0,True,305,75,3.2,1,"[0.31, 0.33, 0.09, 0.27]","[[82, 45, 5, -120, -5, -22], [-3, -132, 45, 78, 5, 2], [-12, -14, 14, -43, 10, 89], [-114, 72, 25, 56, 74, 101]]",5,5,False,24,29.120000000000005,5.1200000000000045,1.0,0.17582417582417595,29.120000000000005,1.0,0.17582417582417595,29.120000000000005,5.1200000000000045,0.6,0.0,0.0,WADD,False,True,False,False,False,False,[0. 0. 0. 1. 0. 0.],[0.         0.         0.         0.17582418 0.         0.        ],[ 0.    0.    0.   29.12  0.    0.  ],[0.   0.   0.   5.12 0.   0.  ],,WADD,False,False,False,True,,
f2xpn3YCjwjoU5x,True,305,75,3.2,1,"[0.25, 0.11, 0.47, 0.17]","[[-22, -114, 79, 5, 92, -114], [-33, 60, -77, -61, 40, 174], [-71, 31, -34, -6, -5, 13], [-49, 92, 93, 56, 67, -111]]",1,4,True,13,8.31,-4.69,0.22804610318331506,-0.12870472008781558,36.44,1.0,0.6432491767288694,36.44,23.44,-0.8,0.004766600920447075,0.030695266272189364,TTB_SAT,False,False,False,False,True,False,[0.2280461 0.        0.        0.        0.        0.       ],[-0.12870472 -0.         -0.         -0.         -0.         -0.        ],[8.31 0.   0.   0.   0.   0.  ],[-4.69 -0.   -0.   -0.   -0.   -0.  ],,TTB_SAT,True,False,False,False,,
B9PWF5Bu1hHzIBA,True,305,75,3.2,1,"[0.19, 0.51, 0.1, 0.2]","[[87, 10, 22, -15, 44, 161], [93, 107, -71, -46, 3, 182], [-167, 82, -41, 30, -43, -5], [127, 73, -100, -78, 2, -23]]",5,5,False,9,118.31000000000002,109.31000000000002,1.0,0.9239286619896879,118.31000000000002,1.0,0.9239286619896879,118.31000000000002,109.31000000000002,-0.42857142857142855,0.0154320987654321,0.057870370370370364,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.92392866 0.         0.         0.         0.         0.        ],[118.31   0.     0.     0.     0.     0.  ],[109.31   0.     0.     0.     0.     0.  ],,TTB,False,True,False,False,,
SaPACZPUDlvdmkP,True,305,75,3.2,1,"[0.48, 0.25, 0.24, 0.03]","[[11, -192, -3, -131, 0, 63], [99, -2, -149, 65, -106, 101], [12, -17, -175, -95, 44, -177], [15, -23, -34, 84, -149, 28]]",0,0,False,12,33.36,21.36,1.0,0.6402877697841727,33.36,1.0,0.6402877697841727,33.36,21.36,-0.1111111111111111,0.01388888888888889,0.02083333333333334,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.64028777 0.         0.         0.         0.         0.        ],[33.36  0.    0.    0.    0.    0.  ],[21.36  0.    0.    0.    0.    0.  ],,TTB_SAT,True,False,False,False,,
X1an3is3yUOfCuZ,True,305,75,3.2,1,"[0.08000000000000002, 0.33, 0.16, 0.43]","[[11, 127, 163, 10, -12, 60], [-29, 43, 18, 65, 3, -22], [-22, -34, 11, -101, 22, 34], [-98, 115, -44, -8, 33, -7]]",1,1,False,8,68.36,60.36,1.0,0.8829724985371562,68.36,1.0,0.8829724985371562,68.36,60.36,-0.6666666666666666,0.0034722222222222233,0.09375,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.8829725 0.        0.        0.        0.        0.       ],[68.36  0.    0.    0.    0.    0.  ],[60.36  0.    0.    0.    0.    0.  ],,TTB_SAT,True,False,False,False,,
uosTR7R5rWOZ2TL,True,305,75,3.2,1,"[0.3, 0.28, 0.07, 0.35]","[[-9, -78, -36, -68, -82, 62], [135, -24, -85, -12, 1, -37], [-114, 88, -33, 158, -29, -49], [34, 60, -124, 8, -30, 180]]",5,5,False,15,67.80999999999999,52.80999999999999,1.0,0.7787936882465712,67.80999999999999,1.0,0.7787936882465712,67.80999999999999,52.80999999999999,0.09090909090909093,0.01,0.0075000000000000015,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.77879369 0.         0.         0.         0.         0.        ],[67.81  0.    0.    0.    0.    0.  ],[52.81  0.    0.    0.    0.    0.  ],,TTB_SAT,True,False,False,False,,
aA237K2hoPccOCz,True,305,75,3.2,1,"[0.15, 0.13, 0.43, 0.29]","[[1, 65, 8, 6, 47, 37], [23, -138, 57, 1, -97, -73], [-83, -200, 54, 89, 118, -117], [-32, 87, 70, -56, -19, -5]]",4,2,True,14,39.67,25.67,0.7609821599846538,0.492422789180894,52.13,1.0,0.7314406291962402,52.13,38.13,-0.6363636363636364,0.002834467120181405,0.03188775510204081,TTB_SAT,False,False,False,False,True,False,[0.76098216 0.         0.         0.         0.         0.        ],[0.49242279 0.         0.         0.         0.         0.        ],[39.67  0.    0.    0.    0.    0.  ],[25.67  0.    0.    0.    0.    0.  ],,TTB_SAT,True,False,False,False,,
aYhiKG1buBq3xGu,True,305,75,3.2,1,"[0.1, 0.54, 0.15, 0.21]","[[11, 99, 37, 96, -15, -10], [-102, 110, 161, -24, -71, 37], [-55, 8, 9, 21, 70, 82], [-34, -16, 17, 136, 62, 150]]",2,2,False,9,95.56,86.56,1.0,0.9058183340309752,95.56,1.0,0.9058183340309752,95.56,86.56,-0.42857142857142855,0.0154320987654321,0.057870370370370364,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.90581833 0.         0.         0.         0.         0.        ],[95.56  0.    0.    0.    0.    0.  ],[86.56  0.    0.    0.    0.    0.  ],,TTB,False,True,False,False,,
Z6igLUgOZ1o22OJ,True,471,75,0.3,4,"[0.029999999999999992, 0.01, 0.77, 0.19]","[[-40, -36, -135, 25, -23, -26], [75, -26, -49, -47, -134, -139], [-4, -30, -59, 98, 129, -6], [72, -44, 39, 7, -30, 7]]",4,4,False,6,91.6,67.6,1.0,0.7379912663755458,91.6,1.0,0.7379912663755458,91.6,67.6,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0. 0. 1. 0. 0. 0.],[0.         0.         0.73799127 0.         0.         0.        ],[ 0.   0.  91.6  0.   0.   0. ],[ 0.   0.  67.6  0.   0.   0. ],,TTB,False,True,False,False,,
3uXiz4V3sUrSmY9,True,471,75,0.3,4,"[0.06, 0.26, 0.14, 0.54]","[[-101, -31, 34, -10, 30, -23], [-98, -42, -2, 84, 60, -107], [65, -46, -22, -61, -87, 97], [84, 85, 84, 93, 18, -17]]",1,0,True,3,26.680000000000003,14.680000000000005,0.42403051493960586,0.23331214240305154,62.92,0.3642720915448189,0.17355371900826455,22.920000000000005,10.920000000000005,0.0,0.06481481481481483,0.07638888888888888,TTB_SAT,False,False,False,False,True,False,[0.42403051 0.         0.         0.         0.         0.        ],[0.23331214 0.         0.         0.         0.         0.        ],[26.68  0.    0.    0.    0.    0.  ],[14.68  0.    0.    0.    0.    0.  ],,SAT_TTB,False,False,True,False,,
si1lNmExwYp0qHd,True,471,75,0.3,4,"[0.06, 0.07, 0.81, 0.06]","[[-69, 74, -146, 18, -66, -39], [-59, 123, 55, -117, -17, -38], [32, 53, 83, 32, -9, -48], [-24, -104, 109, 21, 25, 52]]",2,2,False,3,68.86000000000001,56.86000000000002,1.0,0.8257333720592507,68.86000000000001,1.0,0.8257333720592507,68.86000000000001,56.86000000000002,-1.0,0.02777777777777778,0.1875,SAT_TTB,False,False,False,True,False,False,[0. 1. 0. 0. 0. 0.],[0.         0.82573337 0.         0.         0.         0.        ],[ 0.   68.86  0.    0.    0.    0.  ],[ 0.   56.86  0.    0.    0.    0.  ],,SAT_TTB,False,False,True,False,,
klD1PHboiI6GI83,True,471,75,0.3,4,"[0.02000000000000001, 0.04, 0.64, 0.3]","[[-56, 69, -45, 13, -11, -81], [158, 111, -15, 70, 133, 4], [-22, 1, -38, -46, -67, -123], [-17, 31, -20, -11, -19, -48]]",1,1,False,6,15.760000000000002,-8.239999999999998,1.0,-0.5228426395939085,15.760000000000002,1.0,-0.5228426395939085,15.760000000000002,-8.239999999999998,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0. 0. 1. 0. 0. 0.],[-0.         -0.         -0.52284264 -0.         -0.         -0.        ],[ 0.    0.   15.76  0.    0.    0.  ],[-0.   -0.   -8.24 -0.   -0.   -0.  ],,TTB,False,True,False,False,,
mlhb2P64mtEuQDH,True,471,75,0.3,4,"[0.5, 0.19, 0.15, 0.16]","[[-53, 18, 23, -85, 45, -33], [-49, 130, -42, -100, 156, -80], [-29, 8, -51, -42, 21, 17], [4, 19, 36, -77, -8, 23]]",4,4,False,6,54.01,30.01,1.0,0.5556378448435475,54.01,1.0,0.5556378448435475,54.01,30.01,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0. 0. 1. 0. 0. 0.],[0.         0.         0.55563784 0.         0.         0.        ],[ 0.    0.   54.01  0.    0.    0.  ],[ 0.    0.   30.01  0.    0.    0.  ],,TTB,False,True,False,False,,
Q8ZMcp5SHNKniCj,True,471,75,0.3,4,"[0.06, 0.48, 0.03, 0.43]","[[-64, -14, -37, -37, -139, 10], [-30, 23, 34, -38, 29, 130], [50, -10, -34, 126, -54, 94], [-47, -75, -77, -33, 38, -38]]",2,2,False,4,-20.03,-36.03,-0.4048100242522232,-0.7281729991915927,49.47999999999999,-0.4048100242522232,-0.7281729991915927,-20.03,-36.03,-1.0,0.01388888888888889,0.1875,TTB_SAT,False,False,False,False,True,False,[-0.40481002 -0.         -0.         -0.         -0.         -0.        ],[-0.728173 -0.       -0.       -0.       -0.       -0.      ],[-20.03  -0.    -0.    -0.    -0.    -0.  ],[-36.03  -0.    -0.    -0.    -0.    -0.  ],,TTB,False,True,False,False,,
55wGWrG0AsulSFG,True,471,75,0.3,4,"[0.51, 0.17, 0.01, 0.31]","[[61, -42, -94, -52, -163, 53], [85, -65, -84, 88, 40, 87], [53, -6, 64, -32, 83, -117], [101, 67, 39, -108, -29, 8]]",0,0,False,3,77.4,65.4,1.0,0.8449612403100776,77.4,1.0,0.8449612403100776,77.4,65.4,-1.0,0.02777777777777778,0.1875,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.84496124 0.         0.         0.         0.         0.        ],[77.4  0.   0.   0.   0.   0. ],[65.4  0.   0.   0.   0.   0. ],,SAT_TTB,False,False,True,False,,
Gq2ftjqDBmr2chN,True,471,75,0.3,4,"[0.03, 0.03, 0.2, 0.74]","[[26, 3, -7, -50, 62, 37], [170, -11, -37, 11, -44, 59], [-158, -3, -108, -8, -23, -72], [5, 21, 96, 148, 8, -72]]",3,3,False,6,106.75,82.75,1.0,0.775175644028103,106.75,1.0,0.775175644028103,106.75,82.75,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0. 0. 1. 0. 0. 0.],[0.         0.         0.77517564 0.         0.         0.        ],[  0.     0.   106.75   0.     0.     0.  ],[ 0.    0.   82.75  0.    0.    0.  ],,TTB,False,True,False,False,,
PCWdMJAPeV3vIAW,True,471,75,0.3,4,"[0.06000000000000001, 0.04, 0.88, 0.02]","[[-131, 85, 56, -12, -48, 108], [77, -51, -7, -137, 64, 40], [-42, 53, -43, -68, 81, 65], [67, -79, -44, 141, 59, -110]]",4,4,False,6,72.14,48.14,1.0,0.6673135569725533,72.14,1.0,0.6673135569725533,72.14,48.14,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0. 0. 1. 0. 0. 0.],[0.         0.         0.66731356 0.         0.         0.        ],[ 0.    0.   72.14  0.    0.    0.  ],[ 0.    0.   48.14  0.    0.    0.  ],,TTB,False,True,False,False,,
q8OiXnEuGsljtb2,True,471,75,0.3,4,"[0.06, 0.01, 0.6, 0.33]","[[15, 90, 55, -167, -78, -16], [-46, -81, 39, 134, 26, -7], [46, -19, 69, -177, 14, -104], [-32, -73, -15, 28, 203, 27]]",2,2,False,6,40.13999999999999,16.139999999999993,0.5655910948288007,0.22742003663519786,70.97000000000001,0.5655910948288007,0.22742003663519786,40.13999999999999,16.139999999999993,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.56559109 0.         0.         0.        ],[0.         0.         0.22742004 0.         0.         0.        ],[ 0.    0.   40.14  0.    0.    0.  ],[ 0.    0.   16.14  0.    0.    0.  ],,TTB,False,True,False,False,,
nQ4KJRm5qzDmfGs,True,471,75,0.3,4,"[0.38, 0.05, 0.02, 0.55]","[[13, 44, -5, 28, -6, -76], [-40, 25, 9, -196, 123, -17], [-133, 45, -113, -55, 31, -16], [50, -67, -24, -11, -31, -43]]",0,0,False,6,27.780000000000005,3.7800000000000047,1.0,0.13606911447084247,27.780000000000005,1.0,0.13606911447084247,27.780000000000005,3.7800000000000047,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0. 0. 1. 0. 0. 0.],[0.         0.         0.13606911 0.         0.         0.        ],[ 0.    0.   27.78  0.    0.    0.  ],[0.   0.   3.78 0.   0.   0.  ],,TTB,False,True,False,False,,
02RpShoPR0hc5AX,True,471,75,0.3,4,"[0.02, 0.47, 0.14, 0.37]","[[-69, 20, -39, -17, -12, -39], [-84, 32, 105, 26, 11, 10], [55, 72, -55, -6, -46, 98], [-48, 65, 13, 95, 7, -61]]",1,1,False,2,49.56999999999999,41.56999999999999,1.0,0.8386120637482348,49.56999999999999,1.0,0.8386120637482348,49.56999999999999,41.56999999999999,-1.0,0.055555555555555566,0.1875,SAT_TTB,False,False,False,True,False,False,[0. 1. 0. 0. 0. 0.],[0.         0.83861206 0.         0.         0.         0.        ],[ 0.   49.57  0.    0.    0.    0.  ],[ 0.   41.57  0.    0.    0.    0.  ],,SAT_TTB,False,False,True,False,,
lIbaNiqegro6KIA,True,471,75,0.3,4,"[0.04, 0.29, 0.65, 0.02]","[[140, 81, 49, 185, 81, -77], [52, 14, -168, 7, -3, 51], [-119, 61, -183, 64, -31, 6], [49, -53, -44, -94, 23, -90]]",1,1,False,3,45.89,33.89,0.9336724313326552,0.6895218718209563,49.15,0.9336724313326552,0.6895218718209563,45.89,33.89,-1.0,0.02777777777777778,0.1875,TTB_SAT,False,False,False,False,True,False,[0.93367243 0.         0.         0.         0.         0.        ],[0.68952187 0.         0.         0.         0.         0.        ],[45.89  0.    0.    0.    0.    0.  ],[33.89  0.    0.    0.    0.    0.  ],,SAT_TTB,False,False,True,False,,
IBOZgXFSkyvyiUf,True,471,75,0.3,4,"[0.37, 0.44, 0.17, 0.02]","[[15, -30, 29, -47, -45, -53], [-99, -104, 26, 20, -32, -84], [159, -28, 100, -106, 63, 32], [61, -31, -171, -16, -79, -55]]",2,2,False,7,35.75,7.75,1.0,0.2167832167832168,35.75,1.0,0.2167832167832168,35.75,7.75,-1.0,0.002834467120181405,0.12627551020408162,TTB_SAT,False,False,False,False,True,False,[1. 0. 0. 0. 0. 0.],[0.21678322 0.         0.         0.         0.         0.        ],[35.75  0.    0.    0.    0.    0.  ],[7.75 0.   0.   0.   0.   0.  ],,TTB,False,True,False,False,,
VHZfp8VcgwqWdru,True,471,75,0.3,4,"[0.01999999999999999, 0.01, 0.47, 0.5]","[[-90, 14, -114, -41, 210, 42], [-91, 101, 22, 57, 105, 86], [94, -30, 150, -10, -154, 52], [-78, -66, 54, 90, -24, 34]]",2,2,False,3,95.44,83.44,1.0,0.8742665549036044,95.44,1.0,0.8742665549036044,95.44,83.44,-1.0,0.02777777777777778,0.1875,SAT_TTB,False,False,False,True,False,False,[0. 1. 0. 0. 0. 0.],[0.         0.87426655 0.         0.         0.         0.        ],[ 0.   95.44  0.    0.    0.    0.  ],[ 0.   83.44  0.    0.    0.    0.  ],,SAT_TTB,False,False,True,False,,
