problem_id,display_ev,pid,sigma,alpha,cost,best_choice,bad_choice,payoff_gross_relative_bestBet,payoff_net_relative_bestBet,payoff_gross_bestBet,payoff_net_bestBet,nr_clicks,payoff_gross,payoff_net,payoff_gross_relative,payoff_net_relative,payoff_perfect,processing_pattern,click_var_gamble,click_var_outcome,strategy,Rand,WADD,TTB,SAT_TTB,TTB_SAT,Other,payoff_gross_relative_by_strategy,payoff_net_relative_by_strategy,payoff_gross_by_strategy,payoff_net_by_strategy,R_TTB_SAT,R_SAT_TTB,R_TTB,R_WADD,R_Rand,R_Other,R_sigma,R_alpha,R_cost,payoff_gross_modelDiff,payoff_net_modelDiff,payoff_gross_relative_modelDiff,payoff_net_relative_modelDiff,under_performance,km_strategy,km_SAT_TTB,km_TTB_SAT,km_Rand,km_WADD,km_TTB,cluster_centers,cluster_points
U6NalRd3JS7aHgM,False,107,75,3.2,4,True,False,0.5841117520179145,0.3548985072757636,30.58,18.58,3,30.58,18.58,0.5841117520179145,0.3548985072757636,52.352995628586704,-1.0,0.02777777777777778,0.1875,TTB_SAT,False,False,False,False,True,False,[0.58411175 0.         0.         0.         0.         0.        ],[0.35489851 0.         0.         0.         0.         0.        ],[30.58  0.    0.    0.    0.    0.  ],[18.58  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.037484000000013,-10.454284,-0.4018391640709239,-0.19968836309132948,,SAT_TTB,True,False,False,False,False,,
iubSyA0EPXwngsD,False,107,75,3.2,4,False,True,0.3613928825434579,0.13217963780130704,18.92,6.920000000000003,3,-34.22000000000001,-46.22000000000001,-0.6536397695897004,-0.8828530143318513,52.352995628586704,-1.0,0.02777777777777778,0.1875,TTB_SAT,False,False,False,False,True,False,[-0.65363977 -0.         -0.         -0.         -0.         -0.        ],[-0.88285301 -0.         -0.         -0.         -0.         -0.        ],[-34.22  -0.    -0.    -0.    -0.    -0.  ],[-46.22  -0.    -0.    -0.    -0.    -0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.14000000000003,-51.121200000000016,-1.0150326521331583,-0.9764713439260372,,SAT_TTB,True,False,False,False,False,,
KUyNdHbCfa4jtIt,False,107,75,3.2,4,False,True,-0.12568526253361273,-0.12568526253361273,-6.579999999999999,-6.579999999999999,0,-6.579999999999999,-6.579999999999999,-0.12568526253361273,-0.12568526253361273,52.352995628586704,,,,Rand,True,False,False,False,False,False,[-0.         -0.         -0.         -0.         -0.12568526 -0.        ],[-0.         -0.         -0.         -0.         -0.12568526 -0.        ],[-0.   -0.   -0.   -0.   -6.58 -0.  ],[-0.   -0.   -0.   -0.   -6.58 -0.  ],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.189999999999998,2.944,-0.21374135072205566,0.056233649376741024,,Rand,False,False,True,False,False,,
KKfFP00BlY0FyTD,False,107,75,3.2,4,True,False,1.0305045461532534,0.8776957163251529,53.95,45.95,2,53.95,45.95,1.0305045461532534,0.8776957163251529,52.352995628586704,-1.0,0.05555555555555556,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         1.03050455 0.         0.         0.         0.        ],[0.         0.87769572 0.         0.         0.         0.        ],[ 0.   53.95  0.    0.    0.    0.  ],[ 0.   45.95  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.418282999999996,0.3801170000000127,-0.046191874427898405,0.00726065424597122,,SAT_TTB,True,False,False,False,False,,
fNApTMMb9VDwixr,False,107,75,3.2,4,True,False,0.6767521051012005,0.4475388603590496,35.43,23.43,3,35.43,23.43,0.6767521051012005,0.4475388603590496,52.352995628586704,-1.0,0.02777777777777778,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         0.67675211 0.         0.         0.         0.        ],[0.         0.44753886 0.         0.         0.         0.        ],[ 0.   35.43  0.    0.    0.    0.  ],[ 0.   23.43  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4057149999999936,27.493715,0.045951811756238636,0.5251603020971621,,SAT_TTB,True,False,False,False,False,,
aIfvrznIQLqTBd0,False,107,75,3.2,4,True,True,0.17649419845145622,0.17649419845145622,9.240000000000002,9.240000000000002,0,9.240000000000002,9.240000000000002,0.17649419845145622,0.17649419845145622,52.352995628586704,,,,Rand,True,False,False,False,False,False,[0.        0.        0.        0.        0.1764942 0.       ],[0.        0.        0.        0.        0.1764942 0.       ],[0.   0.   0.   0.   9.24 0.  ],[0.   0.   0.   0.   9.24 0.  ],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.9809600000000005,22.60664,-0.1524451448131098,0.43181177559314143,,Rand,False,False,True,False,False,,
f2xpn3YCjwjoU5x,False,107,75,3.2,4,True,False,0.15873017198393954,-0.29969631750036224,8.310000000000002,-15.689999999999998,6,8.310000000000002,-15.689999999999998,0.15873017198393954,-0.29969631750036224,52.352995628586704,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.15873017 0.         0.         0.        ],[-0.         -0.         -0.29969632 -0.         -0.         -0.        ],[0.   0.   8.31 0.   0.   0.  ],[ -0.    -0.   -15.69  -0.    -0.    -0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.679619,-6.391218999999998,-0.2612958214855313,-0.12207933707064035,,TTB_SAT,False,True,False,False,False,,
B9PWF5Bu1hHzIBA,False,107,75,3.2,4,True,False,1.5141444925591916,1.4377400776451414,79.27,75.27,1,79.27,75.27,1.5141444925591916,1.4377400776451414,52.352995628586704,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         1.51414449 0.         0.         0.         0.        ],[0.         1.43774008 0.         0.         0.         0.        ],[ 0.   79.27  0.    0.    0.    0.  ],[ 0.   75.27  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.239826000000008,-8.250225999999998,-0.2146930823164324,-0.15758842260967132,,Rand,False,False,True,False,False,,
SaPACZPUDlvdmkP,False,107,75,3.2,4,True,False,0.2645502866398991,-0.1174717879303524,13.849999999999996,-6.150000000000004,5,13.849999999999996,-6.150000000000004,0.2645502866398991,-0.1174717879303524,52.352995628586704,-1.0,0.005555555555555557,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         0.26455029 0.         0.         0.         0.        ],[-0.         -0.11747179 -0.         -0.         -0.         -0.        ],[ 0.   13.85  0.    0.    0.    0.  ],[-0.   -6.15 -0.   -0.   -0.   -0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,2.2316000000000003,-1.1102230246251563e-16,0.042626023080548636,,TTB_SAT,False,True,False,False,False,,
X1an3is3yUOfCuZ,False,107,75,3.2,4,False,True,0.11521149065581167,0.11521149065581167,6.031666666666666,6.031666666666666,0,6.031666666666666,6.031666666666666,0.11521149065581167,0.11521149065581167,52.352995628586704,,,,Rand,True,False,False,False,False,False,[0.         0.         0.         0.         0.11521149 0.        ],[0.         0.         0.         0.         0.11521149 0.        ],[0.         0.         0.         0.         6.03166667 0.        ],[0.         0.         0.         0.         6.03166667 0.        ],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-62.32833333333333,-48.29673333333334,-1.1905399602253075,-0.9225209131483112,,Rand,False,False,True,False,False,,
uosTR7R5rWOZ2TL,False,107,75,3.2,4,False,True,-0.07382576591070114,-0.07382576591070114,-3.865000000000002,-3.865000000000002,0,-3.865000000000002,-3.865000000000002,-0.07382576591070114,-0.07382576591070114,52.352995628586704,,,,Rand,True,False,False,False,False,False,[-0.         -0.         -0.         -0.         -0.07382577 -0.        ],[-0.         -0.         -0.         -0.         -0.07382577 -0.        ],[-0.    -0.    -0.    -0.    -3.865 -0.   ],[-0.    -0.    -0.    -0.    -3.865 -0.   ],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-71.67499999999998,-55.64179999999998,-1.3690716097411386,-1.0628197934411507,,Rand,False,False,True,False,False,,
aA237K2hoPccOCz,False,107,75,3.2,4,True,False,0.4404714519795,0.21125820723734906,23.06,11.06,3,23.06,11.06,0.4404714519795,0.21125820723734906,52.352995628586704,-1.0,0.02777777777777778,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         0.44047145 0.         0.         0.         0.        ],[0.         0.21125821 0.         0.         0.         0.        ],[ 0.   23.06  0.    0.    0.    0.  ],[ 0.   11.06  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.358152000000008,-11.003752000000008,-0.15964992833067493,-0.21018380835482764,,SAT_TTB,True,False,False,False,False,,
aYhiKG1buBq3xGu,False,107,75,3.2,4,True,False,1.8253014722966616,1.7488970573826113,95.56,91.56,1,95.56,91.56,1.8253014722966616,1.7488970573826113,52.352995628586704,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         1.82530147 0.         0.         0.         0.        ],[0.         1.74889706 0.         0.         0.         0.        ],[ 0.   95.56  0.    0.    0.    0.  ],[ 0.   91.56  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.210000000000008,19.541600000000006,0.2714266839821633,0.3732661286211008,,Rand,False,False,True,False,False,,
Z6igLUgOZ1o22OJ,False,546,75,0.3,1,True,False,1.2805142109505858,1.1966377342507657,91.6,85.6,6,91.6,85.6,1.2805142109505858,1.1966377342507657,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         1.28051421 0.         0.         0.        ],[0.         0.         1.19663773 0.         0.         0.        ],[ 0.   0.  91.6  0.   0.   0. ],[ 0.   0.  85.6  0.   0.   0. ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.4210854715202004e-14,-1.0698999999999614,2.220446049250313e-16,-0.014956573736856438,,TTB_SAT,False,True,False,False,False,,
3uXiz4V3sUrSmY9,False,546,75,0.3,1,True,False,0.8795846523254461,0.7957081756256261,62.92,56.92,6,62.92,56.92,0.8795846523254461,0.7957081756256261,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.87958465 0.         0.         0.        ],[0.         0.         0.79570818 0.         0.         0.        ],[ 0.    0.   62.92  0.    0.    0.  ],[ 0.    0.   56.92  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.4210854715202004e-14,1.7384000000000128,-2.220446049250313e-16,0.024301811182494748,,TTB_SAT,False,True,False,False,False,,
si1lNmExwYp0qHd,False,546,75,0.3,1,True,False,0.9626223642582679,0.8787458875584481,68.86000000000001,62.86000000000002,6,68.86000000000001,62.86000000000002,0.9626223642582679,0.8787458875584481,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.96262236 0.         0.         0.        ],[0.         0.         0.87874589 0.         0.         0.        ],[ 0.    0.   68.86  0.    0.    0.  ],[ 0.    0.   62.86  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.3306690738754696e-16,-2.220446049250313e-16,,TTB_SAT,False,True,False,False,False,,
klD1PHboiI6GI83,False,546,75,0.3,1,True,False,0.22031554546486065,0.13643906876504058,15.76,9.76,6,15.76,9.76,0.22031554546486065,0.13643906876504058,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.22031555 0.         0.         0.        ],[0.         0.         0.13643907 0.         0.         0.        ],[ 0.    0.   15.76  0.    0.    0.  ],[0.   0.   9.76 0.   0.   0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.3290705182007506e-15,1.5426999999999982,0.0,0.021566040100802028,,TTB_SAT,False,True,False,False,False,,
mlhb2P64mtEuQDH,False,546,75,0.3,1,True,False,0.7550280844262133,0.6711516077263933,54.01,48.01,6,54.01,48.01,0.7550280844262133,0.6711516077263933,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.75502808 0.         0.         0.        ],[0.         0.         0.67115161 0.         0.         0.        ],[ 0.    0.   54.01  0.    0.    0.  ],[ 0.    0.   48.01  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.7845999999999975,3.3306690738754696e-16,0.02494766005308313,,TTB_SAT,False,True,False,False,False,,
Q8ZMcp5SHNKniCj,False,546,75,0.3,1,True,False,0.6917013445178491,0.6078248678180291,49.48,43.48,6,49.48,43.48,0.6917013445178491,0.6078248678180291,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         0.69170134 0.         0.         0.        ],[0.         0.         0.60782487 0.         0.         0.        ],[ 0.    0.   49.48  0.    0.    0.  ],[ 0.    0.   43.48  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4210854715202004e-14,3.9575999999999993,0.0,0.05532492403120115,,TTB_SAT,False,True,False,False,False,,
55wGWrG0AsulSFG,False,546,75,0.3,1,True,False,1.0820065494276785,0.9981300727278584,77.4,71.4,6,77.4,71.4,1.0820065494276785,0.9981300727278584,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         1.08200655 0.         0.         0.        ],[0.         0.         0.99813007 0.         0.         0.        ],[ 0.   0.  77.4  0.   0.   0. ],[ 0.   0.  71.4  0.   0.   0. ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.1664000000000243,0.0,0.0163055870704446,,TTB_SAT,False,True,False,False,False,,
Gq2ftjqDBmr2chN,False,546,75,0.3,1,True,False,1.4923023146176315,1.4084258379178114,106.75,100.75,6,106.75,100.75,1.4923023146176315,1.4084258379178114,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         1.49230231 0.         0.         0.        ],[0.         0.         1.40842584 0.         0.         0.        ],[  0.     0.   106.75   0.     0.     0.  ],[  0.     0.   100.75   0.     0.     0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.4510000000000085,0.0,-0.034263540731876097,,TTB_SAT,False,True,False,False,False,,
PCWdMJAPeV3vIAW,False,546,75,0.3,1,True,False,1.0084748381875028,0.9245983614876828,72.14,66.14,6,72.14,66.14,1.0084748381875028,0.9245983614876828,71.53376293418955,-1.0,0.0,0.1875,TTB,False,False,True,False,False,False,[0.         0.         1.00847484 0.         0.         0.        ],[0.         0.         0.92459836 0.         0.         0.        ],[ 0.    0.   72.14  0.    0.    0.  ],[ 0.    0.   66.14  0.    0.    0.  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.440892098500626e-16,,TTB_SAT,False,True,False,False,False,,
q8OiXnEuGsljtb2,False,546,75,0.3,1,True,False,0.992118925231038,0.8103865590480945,70.97,57.97,13,70.97,57.97,0.992118925231038,0.8103865590480945,71.53376293418955,-1.0,0.000821827744904668,0.04548816568047338,Other,False,False,False,False,False,True,[0.         0.         0.         0.         0.         0.99211893],[0.         0.         0.         0.         0.         0.81038656],[ 0.    0.    0.    0.    0.   70.97],[ 0.    0.    0.    0.    0.   57.97],0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,30.830000000000005,25.830000000000005,0.430985296109242,0.3610882321927253,,WADD,False,False,False,True,False,,
nQ4KJRm5qzDmfGs,False,546,75,0.3,1,True,False,0.3883480871201668,0.2205951337205267,27.78,15.78,12,27.78,15.78,0.3883480871201668,0.2205951337205267,71.53376293418955,-1.0,0.0,0.0625,TTB_SAT,False,False,False,False,True,False,[0.38834809 0.         0.         0.         0.         0.        ],[0.22059513 0.         0.         0.         0.         0.        ],[27.78  0.    0.    0.    0.    0.  ],[15.78  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.105427357601002e-15,-4.447299999999997,0.0,-0.06217064247118492,,WADD,False,False,False,True,False,,
02RpShoPR0hc5AX,False,546,75,0.3,1,True,False,0.6385795759412964,0.4708266225416564,45.67999999999999,33.67999999999999,12,45.67999999999999,33.67999999999999,0.6385795759412964,0.4708266225416564,71.53376293418955,-1.0,0.0,0.0625,TTB_SAT,False,False,False,False,True,False,[0.63857958 0.         0.         0.         0.         0.        ],[0.47082662 0.         0.         0.         0.         0.        ],[45.68  0.    0.    0.    0.    0.  ],[33.68  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.335945000000009,-3.1387450000000072,-0.03265513939409348,-0.04387781197652962,,WADD,False,False,False,True,False,,
lIbaNiqegro6KIA,False,546,75,0.3,1,True,False,0.6415152526257902,0.4737622992261502,45.89,33.89,12,45.89,33.89,0.6415152526257902,0.4737622992261502,71.53376293418955,0.3333333333333333,0.0,0.0625,TTB_SAT,False,False,False,False,True,False,[0.64151525 0.         0.         0.         0.         0.        ],[0.4737623 0.        0.        0.        0.        0.       ],[45.89  0.    0.    0.    0.    0.  ],[33.89  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.105427357601002e-15,-3.9999999999999933,-1.1102230246251563e-16,-0.055917651133213335,,WADD,False,False,False,True,False,,
IBOZgXFSkyvyiUf,False,546,75,0.3,1,True,False,0.4997640070030944,0.3879287047366676,35.75,27.75,8,35.75,27.75,0.4997640070030944,0.3879287047366676,71.53376293418955,-1.0,0.0034722222222222225,0.09375,TTB_SAT,False,False,False,False,True,False,[0.49976401 0.         0.         0.         0.         0.        ],[0.3879287 0.        0.        0.        0.        0.       ],[35.75  0.    0.    0.    0.    0.  ],[27.75  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9993000000000016,1.1102230246251563e-16,0.013969627194355015,,TTB_SAT,False,True,False,False,False,,
VHZfp8VcgwqWdru,False,546,75,0.3,1,True,False,1.3341951560384706,1.2083804409887406,95.44,86.44,9,95.44,86.44,1.3341951560384706,1.2083804409887406,71.53376293418955,-1.0,0.00308641975308642,0.07638888888888888,TTB_SAT,False,False,False,False,True,False,[1.33419516 0.         0.         0.         0.         0.        ],[1.20838044 0.         0.         0.         0.         0.        ],[95.44  0.    0.    0.    0.    0.  ],[86.44  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.263256414560601e-14,-3.3627000000000464,-4.440892098500626e-16,-0.04700857136641412,,WADD,False,False,False,True,False,,
12Smwv1zSNyuuxE,False,546,75,0.3,1,True,False,0.5303789209985285,0.4185436187321017,37.939999999999976,29.93999999999999,8,37.939999999999976,29.93999999999999,0.5303789209985285,0.4185436187321017,71.53376293418955,-1.0,0.0034722222222222225,0.09375,TTB_SAT,False,False,False,False,True,False,[0.53037892 0.         0.         0.         0.         0.        ],[0.41854362 0.         0.         0.         0.         0.        ],[37.94  0.    0.    0.    0.    0.  ],[29.94  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4210854715202004e-14,-0.446700000000007,-1.1102230246251563e-16,-0.00624460369030161,,TTB_SAT,False,True,False,False,False,,
rVjVpCboG0KJwv1,False,546,75,0.3,1,True,False,1.113040845806612,1.0012055435401852,79.62,71.62,8,79.62,71.62,1.113040845806612,1.0012055435401852,71.53376293418955,-1.0,0.0034722222222222225,0.09375,TTB_SAT,False,False,False,False,True,False,[1.11304085 0.         0.         0.         0.         0.        ],[1.00120554 0.         0.         0.         0.         0.        ],[79.62  0.    0.    0.    0.    0.  ],[71.62  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8421709430404014e-14,-2.8370999999999924,0.0,-0.0396609920075095,,TTB_SAT,False,True,False,False,False,,
YwmSZ9XOPRdJfbN,False,546,75,0.3,1,True,False,1.2588461211364657,1.0910931677368256,90.05,78.05,12,90.05,78.05,1.2588461211364657,1.0910931677368256,71.53376293418955,-0.8,0.0,0.0625,TTB_SAT,False,False,False,False,True,False,[1.25884612 0.         0.         0.         0.         0.        ],[1.09109317 0.         0.         0.         0.         0.        ],[90.05  0.    0.    0.    0.    0.  ],[78.05  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.229200000000019,1.1055000000000206,0.10105997089305664,0.0154542408319418,,WADD,False,False,False,True,False,,
WdVOkNPSiCkiKDf,False,546,75,0.3,1,True,False,1.6716581806274131,1.5458434655776832,119.58,110.58,9,119.58,110.58,1.6716581806274131,1.5458434655776832,71.53376293418955,-1.0,0.00308641975308642,0.07638888888888888,TTB_SAT,False,False,False,False,True,False,[1.67165818 0.         0.         0.         0.         0.        ],[1.54584347 0.         0.         0.         0.         0.        ],[119.58   0.     0.     0.     0.     0.  ],[110.58   0.     0.     0.     0.     0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.19798399999999,17.13758399999999,0.3242941940764661,0.2395733608445343,,WADD,False,False,False,True,False,,
EDYV3TvmyqJrQOZ,False,546,75,0.3,1,True,False,0.3253009354674687,0.15754798206782866,23.27,11.27,12,23.27,11.27,0.3253009354674687,0.15754798206782866,71.53376293418955,-1.0,0.0,0.0625,TTB_SAT,False,False,False,False,True,False,[0.32530094 0.         0.         0.         0.         0.        ],[0.15754798 0.         0.         0.         0.         0.        ],[23.27  0.    0.    0.    0.    0.  ],[11.27  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.246200000000004,0.0,-0.059359382560462526,,WADD,False,False,False,True,False,,
tK9NSXZJXL2a1DM,False,321,75,3.2,4,True,False,-1.2352683781229081,-1.3880772079510089,-64.67,-72.67,2,-64.67,-72.67,-1.2352683781229081,-1.3880772079510089,52.352995628586704,-1.0,0.05555555555555556,0.1875,SAT_TTB,False,False,False,True,False,False,[-0.         -1.23526838 -0.         -0.         -0.         -0.        ],[-0.         -1.38807721 -0.         -0.         -0.         -0.        ],[ -0.   -64.67  -0.    -0.    -0.    -0.  ],[ -0.   -72.67  -0.    -0.    -0.    -0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.68755200000001,-44.304352,-1.273805848152576,-0.8462620231765337,,SAT_TTB,True,False,False,False,False,,
HO2m16im97e1RLZ,False,321,75,3.2,4,True,False,-0.3539434520893379,-0.6595611117455392,-18.53,-34.53,4,-18.53,-34.53,-0.3539434520893379,-0.6595611117455392,52.352995628586704,-1.0,0.01388888888888889,0.1875,SAT_TTB,False,False,False,True,False,False,[-0.         -0.35394345 -0.         -0.         -0.         -0.        ],[-0.         -0.65956111 -0.         -0.         -0.         -0.        ],[ -0.   -18.53  -0.    -0.    -0.    -0.  ],[ -0.   -34.53  -0.    -0.    -0.    -0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.105427357601002e-15,-0.9976000000000128,0.0,-0.019055261079564127,,SAT_TTB,True,False,False,False,False,,
8EHleEowa3Bcw0G,False,321,75,3.2,4,True,False,1.5118523601117704,1.43544794519772,79.15,75.15,1,79.15,75.15,1.5118523601117704,1.43544794519772,52.352995628586704,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         1.51185236 0.         0.         0.         0.        ],[0.         1.43544795 0.         0.         0.         0.        ],[ 0.   79.15  0.    0.    0.    0.  ],[ 0.   75.15  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99160000000002,-2.220446049250313e-16,0.19085058801380608,,Rand,False,False,True,False,False,,
B7AmiGrF0VHtZKs,False,321,75,3.2,4,True,False,-0.11728077689306718,-0.1936851918071175,-6.139999999999999,-10.14,1,-6.139999999999999,-10.14,-0.11728077689306718,-0.1936851918071175,52.352995628586704,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[-0.         -0.11728078 -0.         -0.         -0.         -0.        ],[-0.         -0.19368519 -0.         -0.         -0.         -0.        ],[-0.   -6.14 -0.   -0.   -0.   -0.  ],[ -0.   -10.14  -0.    -0.    -0.    -0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.18059000000001,-51.93739000000001,-1.0922123808475492,-0.9920614737782116,,Rand,False,False,True,False,False,,
2O9UAcifjV8B4g6,False,321,75,3.2,4,False,True,-0.4097186749765947,-0.486123089890645,-21.45,-25.45,1,27.74,23.74,0.5298646174289388,0.4534602025148885,52.352995628586704,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         0.52986462 0.         0.         0.         0.        ],[0.        0.4534602 0.        0.        0.        0.       ],[ 0.   27.74  0.    0.    0.    0.  ],[ 0.   23.74  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0658141036401504e-14,24.3512,-1.1102230246251563e-16,0.4651347971137554,,Rand,False,False,True,False,False,,
l6dGWbHa5ETDOcj,False,321,75,3.2,4,False,True,-0.1213556790218166,-0.1213556790218166,-6.353333333333336,-6.353333333333336,0,-6.353333333333336,-6.353333333333336,-0.1213556790218166,-0.1213556790218166,52.352995628586704,,,,Rand,True,False,False,False,False,False,[-0.         -0.         -0.         -0.         -0.12135568 -0.        ],[-0.         -0.         -0.         -0.         -0.12135568 -0.        ],[-0.         -0.         -0.         -0.         -6.35333333 -0.        ],[-0.         -0.         -0.         -0.         -6.35333333 -0.        ],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-41.41342933333333,-7.325029333333334,-0.7910422094494252,-0.13991614511039732,,Rand,False,False,True,False,False,,
6lht0ZurQP2rMOw,False,321,75,3.2,4,False,True,-0.14064779378761424,-0.14064779378761424,-7.363333333333332,-7.363333333333332,0,-7.363333333333332,-7.363333333333332,-0.14064779378761424,-0.14064779378761424,52.352995628586704,,,,Rand,True,False,False,False,False,False,[-0.         -0.         -0.         -0.         -0.14064779 -0.        ],[-0.         -0.         -0.         -0.         -0.14064779 -0.        ],[-0.         -0.         -0.         -0.         -7.36333333 -0.        ],[-0.         -0.         -0.         -0.         -7.36333333 -0.        ],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-40.62333333333333,-16.623333333333335,-0.7759505037979426,-0.31752401431364075,,Rand,False,False,True,False,False,,
U6NalRd3JS7aHgM,False,321,75,3.2,4,False,True,-0.20374510643746746,-0.20374510643746746,-10.666666666666666,-10.666666666666666,0,-10.666666666666666,-10.666666666666666,-0.20374510643746746,-0.20374510643746746,52.352995628586704,,,,Rand,True,False,False,False,False,False,[-0.         -0.         -0.         -0.         -0.20374511 -0.        ],[-0.         -0.         -0.         -0.         -0.20374511 -0.        ],"[ -0.          -0.          -0.          -0.         -10.66666667
  -0.        ]","[ -0.          -0.          -0.          -0.         -10.66666667
  -0.        ]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-62.284150666666676,-39.70095066666666,-1.1896960225263058,-0.7583319768045605,,Rand,False,False,True,False,False,,
