problem_id,display_ev,pid,sigma,alpha,cost,probabilities,payoff_matrix,choice,best_choice,bad_choice,payoff_gross_relative_bestBet,payoff_net_relative_bestBet,payoff_gross_bestBet,payoff_net_bestBet,nr_clicks,payoff_gross,payoff_net,payoff_gross_relative,payoff_net_relative,payoff_perfect,processing_pattern,click_var_gamble,click_var_outcome,strategy,Rand,WADD,TTB,SAT_TTB,TTB_SAT,Other,payoff_gross_relative_by_strategy,payoff_net_relative_by_strategy,payoff_gross_by_strategy,payoff_net_by_strategy,R_TTB_SAT,R_SAT_TTB,R_TTB,R_WADD,R_Rand,R_Other,R_sigma,R_alpha,R_cost,payoff_gross_modelDiff,payoff_net_modelDiff,payoff_gross_relative_modelDiff,payoff_net_relative_modelDiff,under_performance,under_performance_exclude,km_strategy,km_Rand,km_TTB,km_SAT_TTB,km_TTB_SAT,km_WADD,cluster_centers,cluster_points
HO2m16im97e1RLZ,False,364,75,3.2,4,"[0.23, 0.32, 0.29, 0.16]","[[-50, 10, -163, 57, 26, 95], [13, -25, 81, 4, -24, -10], [-85, 19, -88, 37, -86, 5], [-41, 47, 116, -1, -4, -34]]",2,3,True,0.4874714372204754,0.2531101693260161,24.96,12.96,3,-18.53,-30.53,-0.3618928578403609,-0.5962541257348202,51.203,-1.0,0.02777777777777778,0.1875,TTB_SAT,False,False,False,False,True,False,[-0.36189286 -0.         -0.         -0.         -0.         -0.        ],[-0.59625413 -0.         -0.         -0.         -0.         -0.        ],[-18.53  -0.    -0.    -0.    -0.    -0.  ],[-30.53  -0.    -0.    -0.    -0.    -0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-46.27000000000001,-29.946,-0.9036579887897194,-0.5848485440306231,,,SAT_TTB,False,False,True,False,False,,
8EHleEowa3Bcw0G,False,364,75,3.2,4,"[0.13, 0.2, 0.22, 0.45]","[[59, -89, 21, -2, 37, 133], [-18, -27, 46, 2, -14, -42], [59, -48, -70, -34, 54, 132], [138, -20, 55, -19, -23, -19]]",0,0,False,1.545807862820538,1.4676874401890516,79.15,75.15,1,79.15,75.15,1.545807862820538,1.4676874401890516,51.203,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         1.54580786 0.         0.         0.         0.        ],[0.         1.46768744 0.         0.         0.         0.        ],[ 0.   79.15  0.    0.    0.    0.  ],[ 0.   75.15  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,51.41,75.73400000000002,1.0040427318711795,1.4790930218932488,,,Rand,True,False,False,False,False,,
B7AmiGrF0VHtZKs,False,364,75,3.2,4,"[0.45, 0.2, 0.18, 0.17]","[[40, -1, 19, 112, 19, 75], [47, -114, -98, -38, 13, 86], [-90, -72, -11, -87, 87, 65], [-102, 34, -87, 15, -12, 57]]",3,3,False,0.5798488369822081,0.4236079917192352,29.69,21.69,2,29.69,21.69,0.5798488369822081,0.4236079917192352,51.203,-1.0,0.05555555555555556,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         0.57984884 0.         0.         0.         0.        ],[0.         0.42360799 0.         0.         0.         0.        ],[ 0.   29.69  0.    0.    0.    0.  ],[ 0.   21.69  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.949999999999992,22.274000000000004,0.03808370603284962,0.4350135734234323,,,SAT_TTB,False,False,True,False,False,,
2O9UAcifjV8B4g6,False,364,75,3.2,4,"[0.2, 0.3, 0.19, 0.31]","[[2, 30, -23, 26, 24, -26], [-77, 73, -11, 60, -57, 2], [-44, -40, -49, -44, 100, -98], [31, 24, -31, -144, -34, -8]]",2,0,True,-0.418920766361346,-0.4970411889928325,-21.45,-25.45,1,-26.82,-30.82,-0.5237974337441166,-0.601917856375603,51.203,,0.1388888888888889,0.1875,Other,False,False,False,False,False,True,[-0.         -0.         -0.         -0.         -0.         -0.52379743],[-0.         -0.         -0.         -0.         -0.         -0.60191786],[ -0.    -0.    -0.    -0.    -0.   -26.82],[ -0.    -0.    -0.    -0.    -0.   -30.82],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,-54.56000000000001,-30.236,-1.065562564693475,-0.590512274671406,,,Rand,True,False,False,False,False,,
l6dGWbHa5ETDOcj,False,364,75,3.2,4,"[0.14, 0.45, 0.05, 0.36]","[[-85, 44, -96, -82, -36, 62], [-103, 20, 12, 8, 1, -43], [41, -70, 89, 62, 54, 43], [19, -133, -24, 127, 45, 36]]",3,3,False,0.7995625256332637,0.6433216803702908,40.94,32.94,2,40.94,32.94,0.7995625256332637,0.6433216803702908,51.203,,0.05555555555555556,0.0625,TTB_SAT,False,False,False,False,True,False,[0.79956253 0.         0.         0.         0.         0.        ],[0.64332168 0.         0.         0.         0.         0.        ],[40.94  0.    0.    0.    0.    0.  ],[32.94  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.199999999999989,33.524,0.2577973946839052,0.6547272620744878,,,Rand,True,False,False,False,False,,
6lht0ZurQP2rMOw,False,364,75,3.2,4,"[0.4, 0.14, 0.2, 0.26]","[[-33, -36, -64, -39, -109, 24], [-9, 26, 36, 11, 43, 38], [61, -11, 147, 71, 140, 2], [13, -125, 64, -113, -76, 69]]",5,0,True,0.0218737183368162,-0.21248754955764315,1.12,-10.88,3,33.260000000000005,21.260000000000005,0.6495713141808098,0.41521004628635055,51.203,-1.0,0.02777777777777778,0.1875,TTB_SAT,False,False,False,False,True,False,[0.64957131 0.         0.         0.         0.         0.        ],[0.41521005 0.         0.         0.         0.         0.        ],[33.26  0.    0.    0.    0.    0.  ],[21.26  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.519999999999996,21.84400000000001,0.1078061832314513,0.4266156279905477,,,SAT_TTB,False,False,True,False,False,,
U6NalRd3JS7aHgM,False,364,75,3.2,4,"[0.06, 0.31, 0.35, 0.28]","[[7, -95, 8, -33, 43, -148], [36, -62, 14, 74, 0, 49], [-64, -38, 68, 51, -33, -99], [-18, -90, 7, 63, -23, -100]]",3,2,True,0.5972306310177138,0.3628693631232545,30.58,18.58,3,56.45,44.45,1.1024744643868525,0.8681131964923932,51.203,-1.0,0.02777777777777778,0.07638888888888888,Other,False,False,False,False,False,True,[0.         0.         0.         0.         0.         1.10247446],[0.        0.        0.        0.        0.        0.8681132],[ 0.    0.    0.    0.    0.   56.45],[ 0.    0.    0.    0.    0.   44.45],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,28.709999999999994,45.034000000000006,0.5607093334374941,0.8795187781965902,,,SAT_TTB,False,False,True,False,False,,
iubSyA0EPXwngsD,False,364,75,3.2,4,"[0.3, 0.22, 0.08, 0.4]","[[-96, -56, -98, 47, -66, 28], [14, -71, 27, 42, 25, -47], [-2, 87, 17, -40, 66, -69], [112, -22, -4, -108, -63, 30]]",0,0,False,0.3695095990469309,0.2913891764154445,18.92,14.920000000000002,1,18.92,14.920000000000002,0.3695095990469309,0.2913891764154445,51.203,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[0.        0.3695096 0.        0.        0.        0.       ],[0.         0.29138918 0.         0.         0.         0.        ],[ 0.   18.92  0.    0.    0.    0.  ],[ 0.   14.92  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-8.82000000000001,15.504000000000005,-0.1722555319024276,0.3027947581196415,,,Rand,True,False,False,False,False,,
KUyNdHbCfa4jtIt,False,364,75,3.2,4,"[0.15, 0.31, 0.28, 0.26]","[[-51, -5, -21, 22, 85, -162], [116, -83, -48, -153, -19, -15], [-145, 63, 35, 42, -11, 57], [65, 89, -67, -6, 64, -24]]",2,0,True,-0.1285080952287952,-0.1285080952287952,-6.579999999999999,-6.579999999999999,0,-6.579999999999999,-6.579999999999999,-0.1285080952287952,-0.1285080952287952,51.203,,,,Rand,True,False,False,False,False,False,[-0.        -0.        -0.        -0.        -0.1285081 -0.       ],[-0.        -0.        -0.        -0.        -0.1285081 -0.       ],[-0.   -0.   -0.   -0.   -6.58 -0.  ],[-0.   -0.   -0.   -0.   -6.58 -0.  ],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,-34.32000000000001,-5.995999999999998,-0.6702732261781537,-0.11710251352459812,,,Rand,True,False,False,False,False,,
KKfFP00BlY0FyTD,False,364,75,3.2,4,"[0.05, 0.47, 0.28, 0.2]","[[-16, 29, 52, 15, -102, 114], [68, 33, 81, -31, 134, 13], [36, -22, 1, 47, 23, -38], [-171, -81, 65, 13, 28, -35]]",0,0,False,0.13749194383141594,-0.018748901431556886,7.039999999999992,-0.9600000000000072,2,7.039999999999992,-0.9600000000000072,0.13749194383141594,-0.018748901431556886,51.203,-1.0,0.05555555555555556,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         0.13749194 0.         0.         0.         0.        ],[-0.        -0.0187489 -0.        -0.        -0.        -0.       ],[0.   7.04 0.   0.   0.   0.  ],[-0.   -0.96 -0.   -0.   -0.   -0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-20.700000000000017,-0.3760000000000053,-0.4042731871179426,-0.007343319727359827,,,SAT_TTB,False,False,True,False,False,,
fNApTMMb9VDwixr,False,364,75,3.2,4,"[0.31, 0.14, 0.41, 0.14]","[[-17, -40, -75, -19, -145, 57], [-60, -77, 11, -48, -57, 46], [65, 14, 45, 68, 43, -74], [-43, -100, 101, 144, 15, -52]]",3,3,False,0.6919516434583911,0.6138312208269047,35.43,31.43,1,35.43,31.43,0.6919516434583911,0.6138312208269047,51.203,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         0.69195164 0.         0.         0.         0.        ],[0.         0.61383122 0.         0.         0.         0.        ],[ 0.   35.43  0.    0.    0.    0.  ],[ 0.   31.43  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.6899999999999915,32.014,0.1501865125090326,0.6252368025311017,,,Rand,True,False,False,False,False,,
aIfvrznIQLqTBd0,False,364,75,3.2,4,"[0.31, 0.33, 0.09, 0.27]","[[82, 45, 5, -120, -5, -22], [-3, -132, 45, 78, 5, 2], [-12, -14, 14, -43, 10, 89], [-114, 72, 25, 56, 74, 101]]",1,1,False,-0.2232291076694725,-0.3794699529324455,-11.430000000000005,-19.430000000000003,2,-11.430000000000005,-19.430000000000003,-0.2232291076694725,-0.3794699529324455,51.203,,0.05555555555555556,0.0625,TTB_SAT,False,False,False,False,True,False,[-0.22322911 -0.         -0.         -0.         -0.         -0.        ],[-0.37946995 -0.         -0.         -0.         -0.         -0.        ],[-11.43  -0.    -0.    -0.    -0.    -0.  ],[-19.43  -0.    -0.    -0.    -0.    -0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-39.170000000000016,-18.846,-0.7649942386188311,-0.3680643712282484,,,Rand,True,False,False,False,False,,
f2xpn3YCjwjoU5x,False,364,75,3.2,4,"[0.25, 0.11, 0.47, 0.17]","[[-22, -114, 79, 5, 92, -114], [-33, 60, -77, -61, 40, 174], [-71, 31, -34, -6, -5, 13], [-49, 92, 93, 56, 67, -111]]",1,1,False,0.16229517801691312,0.0060543327539402435,8.310000000000002,0.3100000000000023,2,8.310000000000002,0.3100000000000023,0.16229517801691312,0.0060543327539402435,51.203,-1.0,0.05555555555555556,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         0.16229518 0.         0.         0.         0.        ],[0.         0.00605433 0.         0.         0.         0.        ],[0.   8.31 0.   0.   0.   0.  ],[0.   0.31 0.   0.   0.   0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-19.430000000000007,0.8940000000000041,-0.3794699529324454,0.017459914458137302,,,SAT_TTB,False,False,True,False,False,,
B9PWF5Bu1hHzIBA,False,364,75,3.2,4,"[0.19, 0.51, 0.1, 0.2]","[[87, 10, 22, -15, 44, 161], [93, 107, -71, -46, 3, 182], [-167, 82, -41, 30, -43, -5], [127, 73, -100, -78, 2, -23]]",5,5,False,2.3106068003827898,2.1543659551198173,118.31,110.31,2,118.31,110.31,2.3106068003827898,2.1543659551198173,51.203,-1.0,0.05555555555555556,0.1875,SAT_TTB,False,False,False,True,False,False,[0.        2.3106068 0.        0.        0.        0.       ],[0.         2.15436596 0.         0.         0.         0.        ],[  0.   118.31   0.     0.     0.     0.  ],[  0.   110.31   0.     0.     0.     0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,90.57,110.89399999999999,1.7688416694334312,2.1657715368240145,,,SAT_TTB,False,False,True,False,False,,
SaPACZPUDlvdmkP,False,364,75,3.2,4,"[0.48, 0.25, 0.24, 0.03]","[[11, -192, -3, -131, 0, 63], [99, -2, -149, 65, -106, 101], [12, -17, -175, -95, 44, -177], [15, -23, -34, 84, -149, 28]]",4,0,True,0.651524324746597,0.4952834794836242,33.36000000000001,25.36000000000001,2,-20.41,-28.41,-0.3986094564771596,-0.5548503017401325,51.203,-1.0,0.05555555555555556,0.1875,TTB_SAT,False,False,False,False,True,False,[-0.39860946 -0.         -0.         -0.         -0.         -0.        ],[-0.5548503 -0.        -0.        -0.        -0.        -0.       ],[-20.41  -0.    -0.    -0.    -0.    -0.  ],[-28.41  -0.    -0.    -0.    -0.    -0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-48.15000000000001,-27.826,-0.940374587426518,-0.5434447200359355,,,SAT_TTB,False,False,True,False,False,,
X1an3is3yUOfCuZ,False,364,75,3.2,4,"[0.08000000000000002, 0.33, 0.16, 0.43]","[[11, 127, 163, 10, -12, 60], [-29, 43, 18, 65, 3, -22], [-22, -34, 11, -101, 22, 34], [-98, 115, -44, -8, 33, -7]]",1,1,False,1.3350780227721033,1.2569576001406169,68.36,64.36,1,68.36,64.36,1.3350780227721033,1.2569576001406169,51.203,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         1.33507802 0.         0.         0.         0.        ],[0.        1.2569576 0.        0.        0.        0.       ],[ 0.   68.36  0.    0.    0.    0.  ],[ 0.   64.36  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.61999999999999,64.944,0.7933128918227448,1.268363181844814,,,Rand,True,False,False,False,False,,
uosTR7R5rWOZ2TL,False,364,75,3.2,4,"[0.3, 0.28, 0.07, 0.35]","[[-9, -78, -36, -68, -82, 62], [135, -24, -85, -12, 1, -37], [-114, 88, -33, 158, -29, -49], [34, 60, -124, 8, -30, 180]]",1,1,False,-0.05780911274730001,-0.2921703806417593,-2.9600000000000017,-14.960000000000004,3,-2.9600000000000017,-14.960000000000004,-0.05780911274730001,-0.2921703806417593,51.203,-1.0,0.02777777777777778,0.1875,SAT_TTB,False,False,False,True,False,False,[-0.         -0.05780911 -0.         -0.         -0.         -0.        ],[-0.         -0.29217038 -0.         -0.         -0.         -0.        ],[-0.   -2.96 -0.   -0.   -0.   -0.  ],[ -0.   -14.96  -0.    -0.    -0.    -0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-30.70000000000001,-14.376000000000005,-0.5995742436966586,-0.28076479893756223,,,SAT_TTB,False,False,True,False,False,,
aA237K2hoPccOCz,False,364,75,3.2,4,"[0.15, 0.13, 0.43, 0.29]","[[1, 65, 8, 6, 47, 37], [23, -138, 57, 1, -97, -73], [-83, -200, 54, 89, 118, -117], [-32, 87, 70, -56, -19, -5]]",3,3,False,0.4503642364705193,0.3722438138390329,23.06,19.06,1,23.06,19.06,0.4503642364705193,0.3722438138390329,51.203,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         0.45036424 0.         0.         0.         0.        ],[0.         0.37224381 0.         0.         0.         0.        ],[ 0.   23.06  0.    0.    0.    0.  ],[ 0.   19.06  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.6800000000000095,19.644,-0.0914008944788392,0.38364939554323,,,Rand,True,False,False,False,False,,
aYhiKG1buBq3xGu,False,364,75,3.2,4,"[0.1, 0.54, 0.15, 0.21]","[[11, 99, 37, 96, -15, -10], [-102, 110, 161, -24, -71, 37], [-55, 8, 9, 21, 70, 82], [-34, -16, 17, 136, 62, 150]]",1,1,False,1.3112512938695002,1.1550104486065274,67.14000000000001,59.14000000000002,2,67.14000000000001,59.14000000000002,1.3112512938695002,1.1550104486065274,51.203,-1.0,0.05555555555555556,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         1.31125129 0.         0.         0.         0.        ],[0.         1.15501045 0.         0.         0.         0.        ],[ 0.   67.14  0.    0.    0.    0.  ],[ 0.   59.14  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.40000000000001,59.72400000000002,0.7694861629201417,1.1664160303107245,,,SAT_TTB,False,False,True,False,False,,
tK9NSXZJXL2a1DM,False,361,75,3.2,1,"[0.29, 0.22, 0.26, 0.23]","[[27, -53, -32, -18, 75, 68], [29, 3, 15, 149, -146, 2], [9, 32, -68, 54, -108, -104], [98, 31, 97, 8, -114, -101]]",4,4,False,-1.263011932894557,-1.360662461183915,-64.67,-69.67,5,-64.67,-69.67,-1.263011932894557,-1.360662461183915,51.203,-1.0,0.005555555555555557,0.1875,SAT_TTB,False,False,False,True,False,False,[-0.         -1.26301193 -0.         -0.         -0.         -0.        ],[-0.         -1.36066246 -0.         -0.         -0.         -0.        ],[ -0.   -64.67  -0.    -0.    -0.    -0.  ],[ -0.   -69.67  -0.    -0.    -0.    -0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-92.41,-69.086,-1.804777063843916,-1.349256879479718,,,TTB,False,True,False,False,False,,
HO2m16im97e1RLZ,False,361,75,3.2,1,"[0.23, 0.32, 0.29, 0.16]","[[-50, 10, -163, 57, 26, 95], [13, -25, 81, 4, -24, -10], [-85, 19, -88, 37, -86, 5], [-41, 47, 116, -1, -4, -34]]",2,2,False,-0.3618928578403609,-0.4204831748139757,-18.53,-21.53,3,-18.53,-21.53,-0.3618928578403609,-0.4204831748139757,51.203,-1.0,0.02777777777777778,0.1875,SAT_TTB,False,False,False,True,False,False,[-0.         -0.36189286 -0.         -0.         -0.         -0.        ],[-0.         -0.42048317 -0.         -0.         -0.         -0.        ],[ -0.   -18.53  -0.    -0.    -0.    -0.  ],[ -0.   -21.53  -0.    -0.    -0.    -0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-46.27000000000001,-20.946,-0.9036579887897194,-0.40907759310977865,,,SAT_TTB,False,False,True,False,False,,
8EHleEowa3Bcw0G,False,361,75,3.2,1,"[0.13, 0.2, 0.22, 0.45]","[[59, -89, 21, -2, 37, 133], [-18, -27, 46, 2, -14, -42], [59, -48, -70, -34, 54, 132], [138, -20, 55, -19, -23, -19]]",0,0,False,1.545807862820538,1.5262777571626664,79.15,78.15,1,79.15,78.15,1.545807862820538,1.5262777571626664,51.203,,0.13888888888888892,0.1875,SAT_TTB,False,False,False,True,False,False,[0.         1.54580786 0.         0.         0.         0.        ],[0.         1.52627776 0.         0.         0.         0.        ],[ 0.   79.15  0.    0.    0.    0.  ],[ 0.   78.15  0.    0.    0.    0.  ],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.41,78.73400000000002,1.0040427318711795,1.5376833388668636,,,Rand,True,False,False,False,False,,
B7AmiGrF0VHtZKs,False,361,75,3.2,1,"[0.45, 0.2, 0.18, 0.17]","[[40, -1, 19, 112, 19, 75], [47, -114, -98, -38, 13, 86], [-90, -72, -11, -87, 87, 65], [-102, 34, -87, 15, -12, 57]]",3,3,False,0.5798488369822081,0.5017284143507217,29.69,25.69,4,29.69,25.69,0.5798488369822081,0.5017284143507217,51.203,-1.0,0.01388888888888889,0.1875,TTB_SAT,False,False,False,False,True,False,[0.57984884 0.         0.         0.         0.         0.        ],[0.50172841 0.         0.         0.         0.         0.        ],[29.69  0.    0.    0.    0.    0.  ],[25.69  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.949999999999992,26.274000000000004,0.03808370603284962,0.5131339960549187,,,SAT_TTB,False,False,True,False,False,,
2O9UAcifjV8B4g6,False,361,75,3.2,1,"[0.2, 0.3, 0.19, 0.31]","[[2, 30, -23, 26, 24, -26], [-77, 73, -11, 60, -57, 2], [-44, -40, -49, -44, 100, -98], [31, 24, -31, -144, -34, -8]]",1,1,False,0.5417651309493584,0.463644708317872,27.74,23.74,4,27.74,23.74,0.5417651309493584,0.463644708317872,51.203,1.0,0.055555555555555566,0.0625,TTB_SAT,False,False,False,False,True,False,[0.54176513 0.         0.         0.         0.         0.        ],[0.46364471 0.         0.         0.         0.         0.        ],[27.74  0.    0.    0.    0.    0.  ],[23.74  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0658141036401504e-14,24.324,-1.1102230246251563e-16,0.475050290022069,,,SAT_TTB,False,False,True,False,False,,
l6dGWbHa5ETDOcj,False,361,75,3.2,1,"[0.14, 0.45, 0.05, 0.36]","[[-85, 44, -96, -82, -36, 62], [-103, 20, 12, 8, 1, -43], [41, -70, 89, 62, 54, 43], [19, -133, -24, 127, 45, 36]]",3,3,False,0.7995625256332637,0.6237915747124192,40.94,31.94,9,40.94,31.94,0.7995625256332637,0.6237915747124192,51.203,-1.0,0.00308641975308642,0.07638888888888888,TTB_SAT,False,False,False,False,True,False,[0.79956253 0.         0.         0.         0.         0.        ],[0.62379157 0.         0.         0.         0.         0.        ],[40.94  0.    0.    0.    0.    0.  ],[31.94  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.199999999999989,32.524,0.2577973946839052,0.6351971564166162,,,TTB_SAT,False,False,False,True,False,,
6lht0ZurQP2rMOw,False,361,75,3.2,1,"[0.4, 0.14, 0.2, 0.26]","[[-33, -36, -64, -39, -109, 24], [-9, 26, 36, 11, 43, 38], [61, -11, 147, 71, 140, 2], [13, -125, 64, -113, -76, 69]]",5,5,False,0.6495713141808098,0.493330468917837,33.260000000000005,25.260000000000005,8,33.260000000000005,25.260000000000005,0.6495713141808098,0.493330468917837,51.203,-0.42857142857142855,0.008680555555555556,0.0859375,TTB_SAT,False,False,False,False,True,False,[0.64957131 0.         0.         0.         0.         0.        ],[0.49333047 0.         0.         0.         0.         0.        ],[33.26  0.    0.    0.    0.    0.  ],[25.26  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.519999999999996,25.84400000000001,0.1078061832314513,0.5047360506220341,,,TTB,False,True,False,False,False,,
U6NalRd3JS7aHgM,False,361,75,3.2,1,"[0.06, 0.31, 0.35, 0.28]","[[7, -95, 8, -33, 43, -148], [36, -62, 14, 74, 0, 49], [-64, -38, 68, 51, -33, -99], [-18, -90, 7, 63, -23, -100]]",2,2,False,0.5972306310177138,0.4995801027283558,30.58,25.58,5,30.58,25.58,0.5972306310177138,0.4995801027283558,51.203,0.0,0.04555555555555557,0.0475,TTB_SAT,False,False,False,False,True,False,[0.59723063 0.         0.         0.         0.         0.        ],[0.4995801 0.        0.        0.        0.        0.       ],[30.58  0.    0.    0.    0.    0.  ],[25.58  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8399999999999888,26.164,0.05546550006835527,0.5109856844325529,,,SAT_TTB,False,False,True,False,False,,
iubSyA0EPXwngsD,False,361,75,3.2,1,"[0.3, 0.22, 0.08, 0.4]","[[-96, -56, -98, 47, -66, 28], [14, -71, 27, 42, 25, -47], [-2, 87, 17, -40, 66, -69], [112, -22, -4, -108, -63, 30]]",0,0,False,0.3695095990469309,0.1742085424682148,18.92,8.920000000000002,10,18.92,8.920000000000002,0.3695095990469309,0.1742085424682148,51.203,-0.14285714285714285,0.008888888888888889,0.0475,TTB_SAT,False,False,False,False,True,False,[0.3695096 0.        0.        0.        0.        0.       ],[0.17420854 0.         0.         0.         0.         0.        ],[18.92  0.    0.    0.    0.    0.  ],[8.92 0.   0.   0.   0.   0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.82000000000001,9.504000000000003,-0.1722555319024276,0.18561412417241185,,,TTB_SAT,False,False,False,True,False,,
KUyNdHbCfa4jtIt,False,361,75,3.2,1,"[0.15, 0.31, 0.28, 0.26]","[[-51, -5, -21, 22, 85, -162], [116, -83, -48, -153, -19, -15], [-145, 63, 35, 42, -11, 57], [65, 89, -67, -6, 64, -24]]",1,1,False,0.2792805109075641,0.20116008827607765,14.300000000000002,10.300000000000002,4,14.300000000000002,10.300000000000002,0.2792805109075641,0.20116008827607765,51.203,1.0,0.055555555555555566,0.0625,Other,False,False,False,False,False,True,[0.         0.         0.         0.         0.         0.27928051],[0.         0.         0.         0.         0.         0.20116009],[ 0.   0.   0.   0.   0.  14.3],[ 0.   0.   0.   0.   0.  10.3],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-13.440000000000007,10.884000000000004,-0.2624846200417944,0.2125656699802747,,,Rand,True,False,False,False,False,,
KKfFP00BlY0FyTD,False,361,75,3.2,1,"[0.05, 0.47, 0.28, 0.2]","[[-16, 29, 52, 15, -102, 114], [68, 33, 81, -31, 134, 13], [36, -22, 1, 47, 23, -38], [-171, -81, 65, 13, 28, -35]]",2,0,True,0.13749194383141594,0.039841415542057945,7.039999999999992,2.039999999999993,5,53.95,48.95,1.0536492002421731,0.9559986719528154,51.203,0.3333333333333333,0.032222222222222235,0.0675,TTB_SAT,False,False,False,False,True,False,[1.0536492 0.        0.        0.        0.        0.       ],[0.95599867 0.         0.         0.         0.         0.        ],[53.95  0.    0.    0.    0.    0.  ],[48.95  0.    0.    0.    0.    0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.209999999999994,49.534000000000006,0.5118840692928146,0.9674042536570124,,,SAT_TTB,False,False,True,False,False,,
fNApTMMb9VDwixr,False,361,75,3.2,1,"[0.31, 0.14, 0.41, 0.14]","[[-17, -40, -75, -19, -145, 57], [-60, -77, 11, -48, -57, 46], [65, 14, 45, 68, 43, -74], [-43, -100, 101, 144, 15, -52]]",5,3,True,0.6919516434583911,0.4575903755639318,35.43,23.43,12,-13.51,-25.51,-0.26385172743784546,-0.4982129953323047,51.203,1.0,0.0,0.0625,TTB_SAT,False,False,False,False,True,False,[-0.26385173 -0.         -0.         -0.         -0.         -0.        ],[-0.498213 -0.       -0.       -0.       -0.       -0.      ],[-13.51  -0.    -0.    -0.    -0.    -0.  ],[-25.51  -0.    -0.    -0.    -0.    -0.  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-41.25000000000001,-24.926,-0.8056168583872041,-0.4868074136281077,,,TTB_SAT,False,False,False,True,False,,
