pid,time_elapsed,trial_type,probabilities,click_cost,payoff_value,payoff_matrix,choice_index,payoff_index,cost,clicks,net_payoff,block,trial_index
1,440686,mouselab,"[0.2399999999999999, 0.18, 0.43, 0.15]",8,-114,"[[14, 58, 118, 42, 26, 42], [-147, 41, -244, -175, -57, 1], [-163, -122, -137, 6, 285, -114], [-44, 89, 37, 96, 113, 105]]",5,2,1,"[6, 7, 1, 13, 8, 9, 10, 11]",-122,test,1
1,449725,mouselab,"[0.06000000000000001, 0.45, 0.39, 0.1]",6,-118,"[[10, 104, -78, -133, -2, -20], [-143, 12, 174, -87, -72, -118], [87, 76, -38, 99, -26, 182], [-82, -60, 16, 37, 77, -63]]",5,1,1,"[0, 7, 14, 15, 16, 17]",-124,test,2
1,460272,mouselab,"[0.45, 0.3, 0.21, 0.04]",7,165,"[[49, -11, 78, -93, 118, -210], [90, 143, -128, -100, 46, 46], [71, -33, -118, -66, 165, -156], [-70, -29, 114, 49, 131, 179]]",4,2,1,"[7, 9, 16, 17, 11, 4, 10]",158,test,3
1,474400,mouselab,"[0.37, 0.28, 0.32, 0.03]",7,80,"[[26, -1, 90, -36, 117, 25], [-74, 119, -87, -151, -93, 110], [8, 103, -1, 83, -102, 80], [77, -3, 172, 108, 19, 182]]",5,2,1,"[6, 7, 8, 9, 10, 11, 17]",73,test,4
1,489033,mouselab,"[0.15, 0.22, 0.3, 0.33]",6,136,"[[-85, 45, -18, 34, 1, 142], [-78, 32, 51, -59, -132, 43], [134, 38, 111, -17, -75, -66], [78, 136, 33, 20, -60, 58]]",1,3,1,"[6, 7, 8, 9, 10, 11]",130,test,5
1,498795,mouselab,"[0.3, 0, 0.69, 0.01]",7,71,"[[71, 28, -137, 18, -179, 206], [104, -136, -74, 78, -4, 93], [63, 124, 167, 153, 147, 89], [57, 82, 2, -127, 77, -69]]",0,0,1,"[6, 7, 8, 9, 10, 11, 12]",64,test,6
1,511521,mouselab,"[0.56, 0.23, 0.08, 0.13]",8,-13,"[[131, 114, -8, 92, 160, -13], [-38, 209, -30, 53, -22, 47], [121, -83, -161, -228, -65, 252], [-55, -56, -198, -212, -44, -118]]",5,0,1,"[6, 7, 8, 9, 10, 11, 19, 17]",-21,test,7
1,524597,mouselab,"[0.82, 0.08, 0.07, 0.03]",9,136,"[[-53, -34, 27, 134, 136, -112], [-79, 135, -130, -211, -95, 108], [-110, -48, -101, 3, 91, 63], [-122, -101, 14, 19, -39, 70]]",4,0,1,"[6, 3, 8, 9, 1, 5, 11, 16, 4]",127,test,8
1,550183,mouselab,"[0.24000000000000002, 0.49, 0.15, 0.12]",17,60,"[[-97, 18, -7, -57, 80, -27], [46, -42, -131, 119, -91, 60], [-22, -63, 18, -36, -53, 34], [28, 2, 111, -89, -46, -17]]",5,1,1,"[0, 1, 2, 3, 4, 5, 16, 13, 7, 10, 6, 12, 15, 11, 17, 14, 8]",43,test,9
2,54935,mouselab,"[0.2, 0.2, 0.1, 0.5]",0,105,"[[118, -87, 33, 3, 165, -72], [105, 81, -41, 52, -1, 83], [-67, -162, 238, -15, -44, 90], [7, 35, -80, 18, -110, 34]]",0,1,1,[],105,instruct1,0
2,69379,mouselab,"[0.2, 0.2, 0.1, 0.5]",0,81,"[[118, -87, 33, 3, 165, -72], [105, 81, -41, 52, -1, 83], [-67, -162, 238, -15, -44, 90], [7, 35, -80, 18, -110, 34]]",1,1,1,[],81,instruct1,1
2,71794,mouselab,"[0.2, 0.2, 0.1, 0.5]",0,-80,"[[118, -87, 33, 3, 165, -72], [105, 81, -41, 52, -1, 83], [-67, -162, 238, -15, -44, 90], [7, 35, -80, 18, -110, 34]]",2,3,1,[],-80,instruct1,2
2,101018,mouselab,"[0.37, 0.08, 0.48, 0.07]",0,67,"[[74, -18, 65, -317, 13, -221], [140, -84, 10, -48, 62, 125], [118, -41, -69, -69, 108, -29], [67, -97, -272, 9, -12, 47]]",0,3,1,[],67,instruct2,0
2,109299,mouselab,"[0.14, 0.23, 0, 0.63]",0,176,"[[61, 67, 38, 42, 0, -67], [171, 176, -75, -86, -110, 6], [-6, 60, 55, -35, 21, -104], [182, 197, 52, 58, -198, 122]]",1,1,1,[],176,instruct2,1
2,115241,mouselab,"[0.41, 0.34, 0.08, 0.17]",0,136,"[[-131, 136, 15, 130, -15, 26], [-69, 144, -77, -40, 73, -147], [58, 103, 95, 43, -34, 61], [98, 258, 2, -3, -93, 174]]",1,0,1,[],136,instruct2,2
2,120510,mouselab,"[0.19, 0.11, 0.23, 0.47]",0,204,"[[29, -41, 134, 152, 59, 146], [88, 0, -51, 98, -51, 11], [100, 3, 148, 204, -11, 190], [-123, -128, -99, 89, 81, -18]]",3,2,1,[],204,instruct2,3
2,127000,mouselab,"[0.33, 0.33, 0.26, 0.08]",0,280,"[[-121, 57, 280, 271, 86, 98], [-227, -40, -1, -102, -12, -88], [32, 56, 193, -146, 64, 178], [-273, 83, 156, 67, 151, -55]]",2,0,1,[],280,instruct2,4
2,171844,mouselab,"[0.15, 0.22, 0.3, 0.33]",14,136,"[[-85, 45, -18, 34, 1, 142], [-78, 32, 51, -59, -132, 43], [134, 38, 111, -17, -75, -66], [78, 136, 33, 20, -60, 58]]",1,3,1,"[0, 1, 2, 3, 4, 5, 11, 17, 23, 7, 13, 19, 9, 15]",122,instruct3,0
2,182335,mouselab,"[0.08000000000000002, 0.36, 0.46, 0.1]",4,61,"[[-4, -2, 174, -29, -12, 170], [51, 156, 22, 58, -124, 23], [16, -40, 61, -39, 28, 39], [-20, 12, 36, 19, -129, -45]]",2,2,1,"[1, 8, 15, 22]",57,instruct3,1
2,195233,mouselab,"[0.65, 0.09, 0.23, 0.03]",6,202,"[[53, 101, -49, 98, 76, 202], [49, -104, 145, -6, -25, 201], [-41, -195, 61, -107, -52, 103], [8, -46, 123, -132, 107, -92]]",5,0,1,"[0, 7, 12, 14, 10, 17]",196,instruct3,2
2,256712,mouselab,"[0.22, 0.02, 0.27, 0.49]",13,62,"[[59, 9, 132, -95, 117, -32], [7, 89, -45, -47, -66, -162], [-40, -123, 81, 18, -83, -36], [0, -4, 62, -102, 18, -76]]",2,3,1,"[18, 19, 20, 21, 22, 23, 12, 13, 14, 17, 0, 2, 16]",49,test,0
2,293648,mouselab,"[0.02, 0.81, 0.12, 0.05]",8,137,"[[15, 237, -19, 3, -3, 15], [-9, -1, 137, -65, 181, -33], [-40, 7, 68, -29, -140, 140], [7, -77, 22, 125, -209, -10]]",2,1,1,"[6, 7, 8, 9, 10, 11, 16, 14]",129,test,1
2,310948,mouselab,"[0.12, 0.45, 0.12, 0.31]",9,178,"[[151, -21, 35, -56, 14, 116], [85, 106, 44, 15, -95, 178], [51, -12, 3, -86, 41, 81], [-98, 56, 84, 40, -41, 104]]",5,1,1,"[6, 7, 8, 9, 10, 11, 18, 19, 23]",169,test,2
2,348785,mouselab,"[0.4300000000000001, 0.25, 0.21, 0.11]",18,92,"[[-24, -8, -8, 35, -50, 85], [-36, 89, 60, 92, 90, -90], [29, 128, -73, -13, 51, 23], [-57, -76, 47, -90, 18, -68]]",3,1,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 19, 21, 17, 23]",74,test,3
2,373252,mouselab,"[0.31, 0.14, 0.01, 0.54]",11,95,"[[104, 158, 247, -192, -107, 167], [47, 23, -45, 311, 155, -187], [42, 120, 133, 78, -68, 162], [116, -32, 95, 86, 23, -104]]",2,3,1,"[18, 19, 20, 21, 22, 23, 0, 2, 3, 8, 6]",84,test,4
2,387354,mouselab,"[0.27, 0.06, 0.3, 0.37]",10,293,"[[90, 100, 75, 31, 163, -110], [-110, -61, 8, 120, 66, -10], [49, 50, 96, -9, -97, 37], [119, 293, 48, -37, -18, -174]]",1,3,1,"[18, 19, 20, 21, 22, 23, 13, 12, 0, 1]",283,test,5
2,408099,mouselab,"[0.13, 0.36, 0.28, 0.23]",12,170,"[[59, -103, 137, 26, -60, -71], [20, 61, -138, 48, 12, 113], [-110, -144, -22, 170, 67, -6], [-62, 4, -76, 173, 83, -98]]",3,2,1,"[6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 21]",158,test,6
2,422467,mouselab,"[0.01, 0.4, 0.11, 0.48]",8,229,"[[64, -28, 63, -11, 158, -55], [4, -79, 252, -6, 172, 7], [-61, -50, -75, -30, 171, 108], [0, 88, 229, 108, 116, -4]]",2,3,1,"[18, 19, 20, 21, 22, 23, 7, 8]",221,test,7
2,454548,mouselab,"[0.47, 0.3, 0.07, 0.16]",13,85,"[[-201, -42, -45, 55, 85, -57], [-117, -216, 85, 9, 0, -19], [179, 79, -36, -142, -94, 170], [79, 9, -97, -91, -61, -70]]",4,0,1,"[0, 1, 2, 3, 4, 5, 10, 9, 7, 8, 22, 21, 20]",72,test,8
2,474933,mouselab,"[0.2399999999999999, 0.18, 0.43, 0.15]",8,285,"[[14, 58, 118, 42, 26, 42], [-147, 41, -244, -175, -57, 1], [-163, -122, -137, 6, 285, -114], [-44, 89, 37, 96, 113, 105]]",4,2,1,"[12, 13, 14, 15, 16, 17, 4, 3]",277,test,9
5,27916,mouselab,"[0.2, 0.2, 0.1, 0.5]",0,-15,"[[75, -210, -117, -27, 161, 39], [49, -53, 53, 221, -57, -26], [121, 107, 66, -122, -70, -23], [-15, -56, -165, 301, 305, 149]]",0,3,1,[],-15,instruct1,0
5,31035,mouselab,"[0.2, 0.2, 0.1, 0.5]",0,-56,"[[75, -210, -117, -27, 161, 39], [49, -53, 53, 221, -57, -26], [121, 107, 66, -122, -70, -23], [-15, -56, -165, 301, 305, 149]]",1,3,1,[],-56,instruct1,1
5,33755,mouselab,"[0.2, 0.2, 0.1, 0.5]",0,-165,"[[75, -210, -117, -27, 161, 39], [49, -53, 53, 221, -57, -26], [121, 107, 66, -122, -70, -23], [-15, -56, -165, 301, 305, 149]]",2,3,1,[],-165,instruct1,2
5,40612,mouselab,"[0.47, 0.33, 0.09, 0.11]",0,28,"[[144, 69, 154, -174, 51, 66], [-43, 30, 183, 28, -66, 168], [13, 166, 181, -129, 32, 24], [-96, 167, 176, 134, 82, 27]]",3,1,1,[],28,instruct2,0
5,43452,mouselab,"[0.14, 0.23, 0, 0.63]",0,52,"[[61, 67, 38, 42, 0, -67], [171, 176, -75, -86, -110, 6], [-6, 60, 55, -35, 21, -104], [182, 197, 52, 58, -198, 122]]",2,3,1,[],52,instruct2,1
5,45772,mouselab,"[0.15, 0.27, 0.36, 0.22]",0,-94,"[[151, 173, 188, -79, 177, 34], [-33, -144, 80, -26, 44, 36], [21, -259, 85, -94, 39, 71], [41, 15, 106, -126, 20, 100]]",3,2,1,[],-94,instruct2,2
5,49205,mouselab,"[0.06, 0.08, 0.06, 0.8]",0,195,"[[-119, -29, -166, 115, 108, -8], [-246, -32, 88, 102, 51, -80], [145, 184, 159, 195, -78, 121], [-41, -186, 109, 114, 28, 6]]",3,2,1,[],195,instruct2,3
5,52749,mouselab,"[0.26, 0.08, 0.64, 0.02]",0,51,"[[-33, -76, 123, 128, 50, 9], [48, 85, 32, 250, 2, 243], [24, 45, 27, 51, -31, 8], [146, -115, 36, 159, 28, -134]]",3,2,1,[],51,instruct2,4
5,57285,mouselab,"[0.54, 0.13, 0.04, 0.29]",0,191,"[[-87, -74, -172, -55, -97, -132], [-45, 29, 63, 24, 71, -194], [-62, 13, 51, -106, -76, 13], [-143, -6, -53, 99, 191, -44]]",4,3,1,[],191,instruct3,0
5,60405,mouselab,"[0.2100000000000001, 0.37, 0.06, 0.36]",0,142,"[[129, -183, 216, 39, -62, -166], [70, 31, 221, 81, 142, 98], [-9, 93, 112, -44, 48, 35], [89, 140, 84, -93, 75, -205]]",4,1,1,[],142,instruct3,1
5,67821,mouselab,"[0.04, 0.04, 0.79, 0.13]",0,-31,"[[-121, 30, 62, -103, -90, -30], [-33, 126, 121, -39, 64, 48], [165, 56, -29, -31, -11, 14], [-36, 69, -77, -79, -54, 129]]",3,2,1,[],-31,instruct3,2
5,75270,mouselab,"[0.03, 0.2, 0.22, 0.55]",0,211,"[[-189, 163, 101, 48, 24, 115], [-50, 22, 62, -32, 49, -28], [-77, 25, -123, -67, 68, 41], [-52, -31, -64, 211, -40, 26]]",3,3,1,[],211,test,0
5,79006,mouselab,"[0.3100000000000001, 0.35, 0.18, 0.16]",0,109,"[[-75, -75, 143, 87, 181, 87], [-44, -23, 86, -21, 95, 23], [-35, 76, 223, 111, -17, 52], [250, 34, 46, -62, 109, 92]]",4,3,1,[],109,test,1
5,85382,mouselab,"[0.12, 0.45, 0.12, 0.31]",0,-41,"[[151, -21, 35, -56, 14, 116], [85, 106, 44, 15, -95, 178], [51, -12, 3, -86, 41, 81], [-98, 56, 84, 40, -41, 104]]",4,3,1,[],-41,test,2
5,91863,mouselab,"[0.28, 0, 0.38, 0.34]",0,26,"[[-41, -49, -147, -49, 43, 175], [-150, -60, -107, 76, -34, 11], [27, -8, 26, -128, -18, 82], [220, 160, -148, 69, 40, 113]]",2,2,1,[],26,test,3
5,96014,mouselab,"[0.05, 0.28, 0.65, 0.02]",0,-82,"[[2, -64, -30, -117, 116, -124], [-82, -105, 26, -114, 1, 199], [-127, 99, -58, 47, 258, 3], [93, -87, -176, -137, -117, 18]]",0,1,1,[],-82,test,4
5,99774,mouselab,"[0.35, 0.03, 0.06, 0.56]",0,-60,"[[-5, 50, 64, 135, -42, 10], [65, -49, 42, -50, -9, 89], [-52, -14, -83, -159, 12, 45], [147, 44, -248, 214, -60, 109]]",4,3,1,[],-60,test,5
5,102150,mouselab,"[0.15000000000000002, 0.13, 0.51, 0.21]",0,-85,"[[-120, 111, -24, 96, 68, -28], [-77, 141, 28, -111, 48, 11], [73, -181, -85, -100, 24, -43], [73, 33, 242, -46, -110, 23]]",2,2,1,[],-85,test,6
5,104726,mouselab,"[0.21000000000000002, 0.53, 0.24, 0.02]",0,136,"[[172, -81, 6, -14, -36, 22], [-9, -48, -101, 18, -10, 136], [24, 221, 68, 202, -23, 52], [77, 22, -169, -15, 158, 32]]",5,1,1,[],136,test,7
5,107543,mouselab,"[0.11000000000000001, 0.1, 0.22, 0.57]",0,219,"[[-49, -190, 10, -261, -38, -3], [110, 95, -146, 58, -11, -28], [20, -45, 97, 80, 57, 109], [174, -30, 7, 49, -5, 219]]",5,3,1,[],219,test,8
5,110406,mouselab,"[0.45, 0.34, 0.02, 0.19]",0,-23,"[[89, 21, -39, -154, -115, 83], [92, 134, -235, -2, 155, -23], [-98, -108, -34, 61, 57, 73], [-31, -75, -193, 56, 19, -39]]",5,1,1,[],-23,test,9
7,48405,mouselab,"[0.2, 0.2, 0.1, 0.5]",0,-82,"[[-130, -19, -104, 167, 45, 75], [123, 38, -84, 63, 37, -11], [-16, 306, 68, 80, -107, 66], [-82, 60, 103, -63, -107, -36]]",0,3,1,[],-82,instruct1,0
7,52209,mouselab,"[0.2, 0.2, 0.1, 0.5]",0,60,"[[-130, -19, -104, 167, 45, 75], [123, 38, -84, 63, 37, -11], [-16, 306, 68, 80, -107, 66], [-82, 60, 103, -63, -107, -36]]",1,3,1,[],60,instruct1,1
7,56193,mouselab,"[0.2, 0.2, 0.1, 0.5]",0,-104,"[[-130, -19, -104, 167, 45, 75], [123, 38, -84, 63, 37, -11], [-16, 306, 68, 80, -107, 66], [-82, 60, 103, -63, -107, -36]]",2,0,1,[],-104,instruct1,2
7,74048,mouselab,"[0.19, 0.11, 0.23, 0.47]",0,204,"[[29, -41, 134, 152, 59, 146], [88, 0, -51, 98, -51, 11], [100, 3, 148, 204, -11, 190], [-123, -128, -99, 89, 81, -18]]",3,2,1,[],204,instruct2,0
7,81942,mouselab,"[0.33, 0.33, 0.26, 0.08]",0,-1,"[[-121, 57, 280, 271, 86, 98], [-227, -40, -1, -102, -12, -88], [32, 56, 193, -146, 64, 178], [-273, 83, 156, 67, 151, -55]]",2,1,1,[],-1,instruct2,1
7,86076,mouselab,"[0.37, 0.08, 0.48, 0.07]",0,118,"[[74, -18, 65, -317, 13, -221], [140, -84, 10, -48, 62, 125], [118, -41, -69, -69, 108, -29], [67, -97, -272, 9, -12, 47]]",0,2,1,[],118,instruct2,2
7,90669,mouselab,"[0.31, 0.22, 0.21, 0.26]",0,233,"[[-31, -1, 154, 149, 67, -109], [123, -201, 137, 9, 65, 46], [-35, 99, 114, 93, -150, -48], [226, -93, 233, -177, -26, 47]]",2,3,1,[],233,instruct2,3
7,95114,mouselab,"[0.06, 0.08, 0.06, 0.8]",0,114,"[[-119, -29, -166, 115, 108, -8], [-246, -32, 88, 102, 51, -80], [145, 184, 159, 195, -78, 121], [-41, -186, 109, 114, 28, 6]]",3,3,1,[],114,instruct2,4
7,119796,mouselab,"[0.17, 0.07, 0.26, 0.5]",6,132,"[[78, 169, -87, -46, 66, 37], [-94, -88, -16, -43, -13, 112], [-94, 14, -50, 35, -85, 81], [-81, -58, 132, -245, -86, 25]]",2,3,1,"[18, 19, 20, 21, 22, 23]",126,instruct3,0
7,127021,mouselab,"[0.21, 0.01, 0.54, 0.24]",6,104,"[[15, 53, -122, -22, 142, 169], [-29, 217, 2, -20, 149, 30], [-10, 104, 32, 63, 18, 10], [194, -51, -95, 168, 28, 139]]",1,2,1,"[12, 13, 14, 15, 16, 17]",98,instruct3,1
7,135868,mouselab,"[0.5, 0.28, 0.12, 0.1]",6,94,"[[-52, 23, -31, 91, -70, 152], [68, -77, 37, -238, -18, -45], [-17, 40, 5, 12, -82, -80], [29, -42, 57, 152, 96, 94]]",5,3,1,"[0, 1, 2, 3, 4, 5]",88,instruct3,2
7,157435,mouselab,"[0.44, 0.06, 0.01, 0.49]",6,216,"[[-146, 149, 128, -15, -45, 68], [47, -50, -83, -194, -75, 75], [7, 246, 31, 53, -63, 159], [-91, -5, -185, 216, 15, 3]]",3,3,1,"[0, 19, 2, 20, 21, 3]",210,test,0
7,166041,mouselab,"[0.03, 0.69, 0.04, 0.24]",6,53,"[[-109, -174, 45, -95, -27, -41], [53, -72, -225, -32, -128, -171], [-84, 83, 51, -41, 28, 256], [90, -118, 106, -14, -157, -137]]",0,1,1,"[6, 7, 8, 9, 10, 11]",47,test,1
7,176619,mouselab,"[0.3, 0, 0.69, 0.01]",7,153,"[[71, 28, -137, 18, -179, 206], [104, -136, -74, 78, -4, 93], [63, 124, 167, 153, 147, 89], [57, 82, 2, -127, 77, -69]]",3,2,1,"[12, 13, 14, 15, 16, 17, 3]",146,test,2
7,185387,mouselab,"[0.15000000000000002, 0.13, 0.51, 0.21]",7,73,"[[-120, 111, -24, 96, 68, -28], [-77, 141, 28, -111, 48, 11], [73, -181, -85, -100, 24, -43], [73, 33, 242, -46, -110, 23]]",0,2,1,"[12, 13, 14, 15, 16, 17, 18]",66,test,3
7,200969,mouselab,"[0.13, 0.36, 0.28, 0.23]",8,170,"[[59, -103, 137, 26, -60, -71], [20, 61, -138, 48, 12, 113], [-110, -144, -22, 170, 67, -6], [-62, 4, -76, 173, 83, -98]]",3,2,1,"[6, 12, 13, 14, 8, 15, 9, 21]",162,test,4
7,210378,mouselab,"[0.18, 0.55, 0.11, 0.16]",7,12,"[[12, 36, -238, 243, -54, 76], [71, -206, -42, -257, -51, 45], [38, -71, -78, -36, -41, -107], [69, -132, 34, 35, 83, 109]]",0,0,1,"[6, 7, 8, 9, 10, 11, 0]",5,test,5
7,220999,mouselab,"[0.21, 0.74, 0.02, 0.03]",9,6,"[[-87, -73, -26, -114, -111, 85], [-17, -56, 33, -32, 4, 6], [-32, 9, -93, -44, -37, -307], [-25, -155, -151, -33, 98, -15]]",5,1,1,"[6, 7, 8, 9, 10, 11, 2, 4, 5]",-3,test,6
7,231019,mouselab,"[0.55, 0, 0.13, 0.32]",8,179,"[[-13, -6, 5, 42, -41, -155], [119, 22, 76, -7, -159, 100], [31, -29, -146, 60, -27, -75], [-6, 149, -54, 179, -168, -111]]",3,3,1,"[0, 2, 1, 3, 4, 5, 21, 15]",171,test,7
7,256608,mouselab,"[0.05, 0.38, 0.33, 0.24]",12,-48,"[[68, 21, 1, 167, -56, -28], [-16, 80, -190, -105, -115, 112], [61, -48, -138, -250, 167, -38], [-68, 56, 110, -56, 16, -147]]",1,2,1,"[6, 7, 13, 8, 9, 10, 11, 17, 23, 12, 18, 0]",-60,test,8
7,268209,mouselab,"[0.14999999999999977, 0.28, 0.44, 0.13]",8,0,"[[-35, 85, -139, 9, 196, -82], [88, -177, 51, -85, 12, -81], [0, 69, -208, 24, -49, -134], [97, -200, -84, -68, -3, -35]]",0,2,1,"[12, 13, 14, 7, 15, 9, 6, 18]",-8,test,9
0,36948,mouselab,"[0.2, 0.2, 0.1, 0.5]",0,-36,"[[-36, 8, 5, -103, 63, 4], [-38, -120, -6, 48, 92, 13], [-93, 94, -33, 24, 73, -36], [114, -55, -67, 40, -79, 83]]",0,0,1,[],-36,instruct1,0
0,41076,mouselab,"[0.2, 0.2, 0.1, 0.5]",0,-55,"[[-36, 8, 5, -103, 63, 4], [-38, -120, -6, 48, 92, 13], [-93, 94, -33, 24, 73, -36], [114, -55, -67, 40, -79, 83]]",1,3,1,[],-55,instruct1,1
0,43420,mouselab,"[0.2, 0.2, 0.1, 0.5]",0,-67,"[[-36, 8, 5, -103, 63, 4], [-38, -120, -6, 48, 92, 13], [-93, 94, -33, 24, 73, -36], [114, -55, -67, 40, -79, 83]]",2,3,1,[],-67,instruct1,2
0,58051,mouselab,"[0.37, 0.08, 0.48, 0.07]",0,74,"[[74, -18, 65, -317, 13, -221], [140, -84, 10, -48, 62, 125], [118, -41, -69, -69, 108, -29], [67, -97, -272, 9, -12, 47]]",0,0,1,[],74,instruct2,0
0,73645,mouselab,"[0.44, 0.02, 0.52, 0.02]",0,154,"[[-187, -107, 35, 44, -125, 17], [101, 32, 108, 191, 186, 159], [-58, 140, 12, 154, -136, -7], [-35, 123, 89, 135, -59, 13]]",3,2,1,[],154,instruct2,1
0,84404,mouselab,"[0.19, 0.11, 0.23, 0.47]",0,152,"[[29, -41, 134, 152, 59, 146], [88, 0, -51, 98, -51, 11], [100, 3, 148, 204, -11, 190], [-123, -128, -99, 89, 81, -18]]",3,0,1,[],152,instruct2,2
0,92826,mouselab,"[0.81, 0.12, 0.01, 0.06]",0,95,"[[6, -27, 95, -60, 89, -187], [-1, 38, 141, -20, 10, -36], [13, -60, 219, 10, 205, 106], [-27, 132, 140, 41, -22, -42]]",2,0,1,[],95,instruct2,3
0,100744,mouselab,"[0.41, 0.34, 0.08, 0.17]",0,136,"[[-131, 136, 15, 130, -15, 26], [-69, 144, -77, -40, 73, -147], [58, 103, 95, 43, -34, 61], [98, 258, 2, -3, -93, 174]]",1,0,1,[],136,instruct2,4
0,125806,mouselab,"[0.24000000000000002, 0.49, 0.15, 0.12]",2,-89,"[[-97, 18, -7, -57, 80, -27], [46, -42, -131, 119, -91, 60], [-22, -63, 18, -36, -53, 34], [28, 2, 111, -89, -46, -17]]",3,3,1,"[7, 9]",-91,instruct3,0
0,138224,mouselab,"[0.35000000000000003, 0.01, 0.38, 0.26]",4,63,"[[-130, -19, -104, 167, 45, 75], [123, 38, -84, 63, 37, -11], [-16, 306, 68, 80, -107, 66], [-82, 60, 103, -63, -107, -36]]",3,1,1,"[7, 12, 3, 22]",59,instruct3,1
0,154349,mouselab,"[0.16, 0.07, 0.06, 0.71]",6,32,"[[-8, -50, -16, 49, -52, -52], [64, -7, -10, -283, 61, 43], [-129, -111, -276, -108, 183, 16], [72, -10, -23, 91, 79, 32]]",5,3,1,"[1, 8, 15, 22, 11, 4]",26,instruct3,2
0,184651,mouselab,"[0.05, 0.28, 0.65, 0.02]",3,199,"[[2, -64, -30, -117, 116, -124], [-82, -105, 26, -114, 1, 199], [-127, 99, -58, 47, 258, 3], [93, -87, -176, -137, -117, 18]]",5,1,1,"[9, 7, 11]",196,test,0
0,213750,mouselab,"[0.39, 0.01, 0.36, 0.24]",17,75,"[[-4, -87, -30, -4, 46, -239], [-27, 24, 76, -66, -136, -36], [-53, 75, -106, 9, 140, -39], [7, 25, 75, -113, 39, 153]]",1,2,1,"[0, 1, 2, 3, 6, 5, 10, 14, 13, 7, 19, 12, 18, 8, 20, 15, 9]",58,test,1
0,238123,mouselab,"[0.65, 0.09, 0.23, 0.03]",7,101,"[[53, 101, -49, 98, 76, 202], [49, -104, 145, -6, -25, 201], [-41, -195, 61, -107, -52, 103], [8, -46, 123, -132, 107, -92]]",1,0,1,"[2, 1, 13, 4, 16, 3, 15]",94,test,2
0,255418,mouselab,"[0.1, 0.25, 0.24, 0.41]",8,114,"[[22, 82, -138, 24, 126, 56], [114, -18, -59, -63, 8, 19], [-141, -31, -95, 65, 110, -63], [9, -70, -7, 12, 114, -68]]",4,3,1,"[19, 20, 21, 22, 23, 17, 16, 10]",106,test,3
0,290206,mouselab,"[0.09999999999999999, 0.48, 0.22, 0.2]",6,69,"[[-127, -136, 38, -56, -48, -18], [17, 37, -122, 69, -55, 39], [123, -31, 64, 92, 1, -81], [-150, 147, -82, 64, 29, 141]]",3,1,1,"[6, 7, 8, 9, 10, 11]",63,test,4
0,307252,mouselab,"[0.87, 0, 0.03, 0.1]",6,-50,"[[25, 90, -95, -80, -111, 19], [-137, -119, 131, 63, -70, 43], [-218, -2, 137, 158, 38, -108], [151, -50, -104, 14, 16, -57]]",1,3,1,"[0, 1, 2, 3, 4, 5]",-56,test,5
0,322023,mouselab,"[0.2100000000000001, 0.37, 0.06, 0.36]",6,84,"[[129, -183, 216, 39, -62, -166], [70, 31, 221, 81, 142, 98], [-9, 93, 112, -44, 48, 35], [89, 140, 84, -93, 75, -205]]",2,3,1,"[6, 18, 7, 19, 8, 20]",78,test,6
0,350837,mouselab,"[0.44, 0.06, 0.24, 0.26]",8,-56,"[[39, 91, -108, 64, -83, 119], [-11, -42, -176, 117, -8, 100], [109, -9, -46, -82, -30, -105], [-26, 63, 191, 83, 67, -56]]",5,3,1,"[0, 1, 2, 3, 4, 5, 17, 23]",-64,test,7
0,366850,mouselab,"[0.44, 0.2, 0.14, 0.22]",4,-112,"[[131, 42, -116, -75, -193, 137], [104, 257, 96, -73, -65, 46], [46, -112, 44, -175, -130, 17], [-110, -33, 69, -89, -188, -107]]",1,2,1,"[1, 7, 13, 19]",-116,test,8
0,388965,mouselab,"[0.47, 0.3, 0.07, 0.16]",12,9,"[[-201, -42, -45, 55, 85, -57], [-117, -216, 85, 9, 0, -19], [179, 79, -36, -142, -94, 170], [79, 9, -97, -91, -61, -70]]",3,1,1,"[1, 7, 2, 8, 9, 3, 4, 10, 11, 5, 0, 6]",-3,test,9
