Other,Rand,SAT_TTB,TTB,TTB_SAT,WADD,alpha,click_var_gamble,click_var_outcome,cost,nr_clicks,payoff_gross,payoff_gross_by_strategy,payoff_gross_relative,payoff_gross_relative_by_strategy,payoff_matrix,payoff_net,payoff_net_by_strategy,payoff_net_relative,payoff_net_relative_by_strategy,payoff_perfect,probabilities,problem_id,processing_pattern,sigma,trial_weight_con,trial_weight_exp,trial_weight
0.0,0.0,0.8420000000000001,0.158,0.0,0.0,0.3,0.04001944444444445,0.1875,1.0,3.458,79.61999999999998,"[0.0, 79.62000000000101, 79.62000000000022, 0.0, 0.0, 0.0]",1.2459703921629992,"[0.0, 1.245970392163007, 1.2459703921630019, 0.0, 0.0, 0.0]","[[10, -11, 78, -20, 94, 69], [-36, -45, 82, -86, -100, 31], [-48, -38, -84, 6, 116, -74], [114, 25, -50, -68, 52, 53]]",76.16199999999999,"[0.0, 76.63900237529803, 73.62000000000016, 0.0, 0.0, 0.0]",1.1918562799286407,"[0.0, 1.199320872199568, 1.1520766173202697, 0.0, 0.0, 0.0]",63.90200000000002,"[0.09, 0.1, 0.61, 0.2]",rVjVpCboG0KJwv1,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.154,0.18600000000000003,0.66,0.0,3.2,0.00453888888888889,0.1875,1.0,5.184,13.849999999999996,"[13.85000000000017, 13.849999999999959, 13.84999999999995, 0.0, 0.0, 0.0]",0.2704919633615218,"[0.2704919633615179, 0.27049196336152187, 0.27049196336152187, 0.0, 0.0, 0.0]","[[11, -192, -3, -131, 0, 63], [99, -2, -149, 65, -106, 101], [12, -17, -175, -95, 44, -177], [15, -23, -34, 84, -149, 28]]",8.665999999999997,"[8.851515151515216, 8.856493506493495, 7.849999999999984, 0.0, 0.0, 0.0]",0.1692478956311153,"[0.17287102614134026, 0.1729682539400724, 0.15331132941429265, 0.0, 0.0, 0.0]",51.20299999999999,"[0.48, 0.25, 0.24, 0.03]",SaPACZPUDlvdmkP,-1.0,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.1875,4.0,6.0,35.75,"[0.0, 0.0, 35.75, 0.0, 0.0, 0.0]",0.5594504084379207,"[0.0, 0.0, 0.5594504084379093, 0.0, 0.0, 0.0]","[[15, -30, 29, -47, -45, -53], [-99, -104, 26, 20, -32, -84], [159, -28, 100, -106, 63, 32], [61, -31, -171, -16, -79, -55]]",11.75,"[0.0, 0.0, 11.75, 0.0, 0.0, 0.0]",0.18387530906700889,"[0.0, 0.0, 0.18387530906701027, 0.0, 0.0, 0.0]",63.90200000000002,"[0.37, 0.44, 0.17, 0.02]",IBOZgXFSkyvyiUf,-1.0,75.0,0.9514563106796116,0.9494949494949495,0.9504950495049505
0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.1875,4.0,6.0,23.27,"[0.0, 0.0, 23.270000000000355, 0.0, 0.0, 0.0]",0.3641513567650465,"[0.0, 0.0, 0.3641513567650397, 0.0, 0.0, 0.0]","[[-62, -42, -7, -47, -26, -14], [-13, -71, 120, -32, 98, -95], [-68, 29, -35, -55, -23, 22], [23, 4, 10, 112, 48, -82]]",-0.7300000000000004,"[0.0, 0.0, -0.7300000000000105, 0.0, 0.0, 0.0]",-0.011423742605865234,"[0.0, 0.0, -0.01142374260586539, 0.0, 0.0, 0.0]",63.90200000000002,"[0.59, 0.22, 0.02, 0.17]",EDYV3TvmyqJrQOZ,-1.0,75.0,0.9514563106796116,0.9494949494949495,0.9504950495049505
0.0,0.0,0.8420000000000001,0.158,0.0,0.0,0.3,0.04210555555555557,0.1875,4.0,3.4810000000000003,27.779999999999994,"[0.0, 27.779999999999852, 27.78000000000007, 0.0, 0.0, 0.0]",0.4347281775218302,"[0.0, 0.4347281775218331, 0.43472817752183185, 0.0, 0.0, 0.0]","[[13, 44, -5, 28, -6, -76], [-40, 25, 9, -196, 123, -17], [-133, 45, -113, -55, 31, -16], [50, -67, -24, -11, -31, -43]]",13.856000000000002,"[0.0, 15.746745843230602, 3.779999999999985, 0.0, 0.0, 0.0]",0.21683202403680632,"[0.0, 0.2464202347849876, 0.05915307815091871, 0.0, 0.0, 0.0]",63.90200000000002,"[0.38, 0.05, 0.02, 0.55]",nQ4KJRm5qzDmfGs,-1.0,75.0,0.9514563106796116,0.9494949494949495,0.9504950495049505
0.0,0.0,0.0,1.0,0.0,0.0,3.2,0.0,0.1875,1.0,6.0,33.26,"[0.0, 0.0, 33.25999999999933, 0.0, 0.0, 0.0]",0.6495713141808098,"[0.0, 0.0, 0.6495713141808098, 0.0, 0.0, 0.0]","[[-33, -36, -64, -39, -109, 24], [-9, 26, 36, 11, 43, 38], [61, -11, 147, 71, 140, 2], [13, -125, 64, -113, -76, 69]]",27.259999999999994,"[0.0, 0.0, 27.259999999999476, 0.0, 0.0, 0.0]",0.5323906802335802,"[0.0, 0.0, 0.5323906802335723, 0.0, 0.0, 0.0]",51.20299999999999,"[0.4, 0.14, 0.2, 0.26]",6lht0ZurQP2rMOw,-1.0,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.7070000000000001,0.0,0.293,0.0,0.3,0.10972222222222223,0.1875,1.0,1.3940000000000001,38.7116,"[41.39399317406148, 37.59994342291332, 0.0, 0.0, 0.0, 0.0]",0.6057963757002912,"[0.6477730458211256, 0.5884001036417282, 0.0, 0.0, 0.0, 0.0]","[[-101, -31, 34, -10, 30, -23], [-98, -42, -2, 84, 60, -107], [65, -46, -22, -61, -87, 97], [84, 85, 84, 93, 18, -17]]",37.31760000000001,"[39.16873720136523, 36.55043847241829, 0.0, 0.0, 0.0, 0.0]",0.5839817220118307,"[0.612950098609828, 0.5719764400553757, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.06, 0.26, 0.14, 0.54]",3uXiz4V3sUrSmY9,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.0,0.0,1.0,0.0,3.2,0.008592502834467122,0.07496110969387755,1.0,8.405,31.785840000000004,"[31.785840000000135, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6207808136242018,"[0.6207808136241995, 0.0, 0.0, 0.0, 0.0, 0.0]","[[-17, -40, -75, -19, -145, 57], [-60, -77, 11, -48, -57, 46], [65, 14, 45, 68, 43, -74], [-43, -100, 101, 144, 15, -52]]",23.380840000000006,"[23.380840000000134, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4566302755697909,"[0.4566302755697953, 0.0, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.31, 0.14, 0.41, 0.14]",fNApTMMb9VDwixr,-0.3389857142857143,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.521,0.16699999999999998,0.312,0.0,3.2,0.04085555555555557,0.1875,1.0,3.44,68.36,"[68.3600000000003, 68.36000000000041, 68.36000000000006, 0.0, 0.0, 0.0]",1.3350780227721029,"[1.3350780227721077, 1.3350780227721082, 1.335078022772107, 0.0, 0.0, 0.0]","[[11, 127, 163, 10, -12, 60], [-29, 43, 18, 65, 3, -22], [-22, -34, 11, -101, 22, 34], [-98, 115, -44, -8, 33, -7]]",64.92,"[64.47538461538491, 66.00683301343611, 62.360000000000014, 0.0, 0.0, 0.0]",1.267894459309025,"[1.2592110738703708, 1.2891204228938904, 1.2178973888248732, 0.0, 0.0, 0.0]",51.20299999999999,"[0.08000000000000002, 0.33, 0.16, 0.43]",X1an3is3yUOfCuZ,-1.0,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.188,0.0,0.812,0.0,0.3,0.043861315192743784,0.16011459183673468,4.0,3.5980000000000003,44.08170000000001,"[42.831847290640205, 49.47999999999977, 0.0, 0.0, 0.0, 0.0]",0.6898328690807798,"[0.6702739709342548, 0.774310663203029, 0.0, 0.0, 0.0, 0.0]","[[-64, -14, -37, -37, -139, 10], [-30, 23, 34, -38, 29, 130], [50, -10, -34, 126, -54, 94], [-47, -75, -77, -33, 38, -38]]",29.68970000000001,"[26.1865270935957, 44.82042553191468, 0.0, 0.0, 0.0, 0.0]",0.4646130011580232,"[0.40979197980651616, 0.7013931572081462, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.06, 0.48, 0.03, 0.43]",Q8ZMcp5SHNKniCj,-0.8835903519177539,75.0,0.9514563106796116,0.9494949494949495,0.9504950495049505
0.0,0.0,0.209,0.162,0.629,0.0,0.3,0.02046388888888889,0.1875,1.0,3.8560000000000003,68.86,"[68.86000000000044, 68.86000000000018, 68.86000000000007, 0.0, 0.0, 0.0]",1.0775875559450407,"[1.077587555945036, 1.0775875559450374, 1.0775875559450396, 0.0, 0.0, 0.0]","[[-69, 74, -146, 18, -66, -39], [-59, 123, 55, -117, -17, -38], [32, 53, 83, 32, -9, -48], [-24, -104, 109, 21, 25, 52]]",65.00400000000002,"[65.2113513513518, 66.04181818181836, 62.86000000000002, 0.0, 0.0, 0.0]",1.0172451566461145,"[1.0204899901623048, 1.0334859344280056, 0.9836937811023153, 0.0, 0.0, 0.0]",63.90200000000002,"[0.06, 0.07, 0.81, 0.06]",si1lNmExwYp0qHd,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.187,0.0,0.813,0.0,0.3,0.04187355725623584,0.13689367488662132,1.0,4.402,46.15348,"[45.38833948339484, 49.47999999999977, 0.0, 0.0, 0.0, 0.0]",0.7222540765547244,"[0.7102804213231977, 0.774310663203029, 0.0, 0.0, 0.0, 0.0]","[[-64, -14, -37, -37, -139, 10], [-30, 23, 34, -38, 29, 130], [50, -10, -34, 126, -54, 94], [-47, -75, -77, -33, 38, -38]]",41.75148000000001,"[40.24319803197992, 48.30887700534736, 0.0, 0.0, 0.0, 0.0]",0.6533673437451096,"[0.6297642958276795, 0.7559838034075222, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.06, 0.48, 0.03, 0.43]",Q8ZMcp5SHNKniCj,-0.7487573964497041,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.91,0.0,0.09,0.0,0.3,0.09304166666666666,0.1875,4.0,1.729,61.313359999999996,"[63.07999999999995, 61.13863736263785, 0.0, 0.0, 0.0, 0.0]",0.9594904697818536,"[0.9871365528465463, 0.9567562417864593, 0.0, 0.0, 0.0, 0.0]","[[-131, 85, 56, -12, -48, 108], [77, -51, -7, -137, 64, 40], [-42, 53, -43, -68, 81, 65], [67, -79, -44, 141, 59, -110]]",54.39736,"[51.879999999999946, 54.64632967033008, 0.0, 0.0, 0.0, 0.0]",0.8512622453131357,"[0.8118681731401212, 0.8551583623412407, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.06000000000000001, 0.04, 0.88, 0.02]",PCWdMJAPeV3vIAW,-1.0,75.0,0.9514563106796116,0.9494949494949495,0.9504950495049505
0.0,0.0,0.18899999999999997,0.17,0.6409999999999999,0.0,3.2,0.0386638888888889,0.1875,1.0,3.548,-18.529999999999994,"[-18.530000000000147, -18.53000000000007, -18.530000000000054, 0.0, 0.0, 0.0]",-0.3618928578403609,"[-0.36189285784035985, -0.3618928578403601, -0.3618928578403601, 0.0, 0.0, 0.0]","[[-50, 10, -163, 57, 26, 95], [13, -25, 81, 4, -24, -10], [-85, 19, -88, 37, -86, 5], [-41, 47, 116, -1, -4, -34]]",-22.07799999999999,"[-22.125943837753738, -19.709894179894256, -24.530000000000083, 0.0, 0.0, 0.0]",-0.4311856727144895,"[-0.43212202093146024, -0.38493631583880167, -0.47907349178758923, 0.0, 0.0, 0.0]",51.20299999999999,"[0.23, 0.32, 0.29, 0.16]",HO2m16im97e1RLZ,-1.0,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.027999999999999997,0.151,0.821,0.0,0.3,0.0054245370370370385,0.13199305555555554,1.0,6.475,40.13999999999999,"[40.1399999999996, 40.14, 40.14000000000008, 0.0, 0.0, 0.0]",0.62814935369785,"[0.6281493536978395, 0.6281493536978501, 0.6281493536978501, 0.0, 0.0, 0.0]","[[15, 90, 55, -167, -78, -16], [-46, -81, 39, 134, 26, -7], [46, -19, 69, -177, 14, -104], [-32, -73, -15, 28, 203, 27]]",33.66499999999999,"[33.5273325213151, 35.13999999999999, 34.140000000000036, 0.0, 0.0, 0.0]",0.5268223216800725,"[0.5246679684722757, 0.54990454132891, 0.5342555788551226, 0.0, 0.0, 0.0]",63.90200000000002,"[0.06, 0.01, 0.6, 0.33]",q8OiXnEuGsljtb2,-0.8686666666666665,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.004440121882086168,0.0924483418367347,1.0,7.843,45.88999999999999,"[45.889999999999546, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7181308879221306,"[0.7181308879221407, 0.0, 0.0, 0.0, 0.0, 0.0]","[[140, 81, 49, 185, 81, -77], [52, 14, -168, 7, -3, 51], [-119, 61, -183, 64, -31, 6], [49, -53, -44, -94, 23, -90]]",38.04699999999999,"[38.04699999999958, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5953960752402115,"[0.5953960752402093, 0.0, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.04, 0.29, 0.65, 0.02]",lIbaNiqegro6KIA,-0.8304095238095237,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.098,0.0,0.902,0.0,3.2,0.015146039093782603,0.11670035906373567,1.0,6.348,-24.103440000000006,"[-20.232394678492156, -59.732857142857185, 0.0, 0.0, 0.0, 0.0]",-0.4707427299181689,"[-0.3951408057827136, -1.1665890112465511, 0.0, 0.0, 0.0, 0.0]","[[27, -53, -32, -18, 75, 68], [29, 3, 15, 149, -146, 2], [9, 32, -68, 54, -108, -104], [98, 31, 97, 8, -114, -101]]",-30.45144,"[-26.972971175166037, -62.467551020408195, 0.0, 0.0, 0.0, 0.0]",-0.5947198406343377,"[-0.5267849769577269, -1.2199978716170579, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.29, 0.22, 0.26, 0.23]",tK9NSXZJXL2a1DM,-0.7359642857142857,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.75,0.0,0.25,0.0,3.2,0.092375,0.1875,4.0,1.719,89.48048999999997,"[101.87600000000016, 85.34865333333322, 0.0, 0.0, 0.0, 0.0]",1.7475634240181241,"[1.9896490440013372, 1.666868217357064, 0.0, 0.0, 0.0, 0.0]","[[87, 10, 22, -15, 44, 161], [93, 107, -71, -46, 3, 182], [-167, 82, -41, 30, -43, -5], [127, 73, -100, -78, 2, -23]]",82.60448999999998,"[91.4280000000001, 79.66331999999991, 0.0, 0.0, 0.0, 0.0]",1.6132744175145992,"[1.785598500087888, 1.55583305665684, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.19, 0.51, 0.1, 0.2]",B9PWF5Bu1hHzIBA,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.637,0.0,0.363,0.0,3.2,0.09458333333333332,0.1875,4.0,1.605,38.8141,"[43.35914600550982, 36.22406593406615, 0.0, 0.0, 0.0, 0.0]",0.7580434740151943,"[0.8468087027226834, 0.7074598350500122, 0.0, 0.0, 0.0, 0.0]","[[-16, 29, 52, 15, -102, 114], [68, 33, 81, -31, 134, 13], [36, -22, 1, 47, 23, -38], [-171, -81, 65, 13, 28, -35]]",32.3941,"[34.43352617079902, 31.23191522762976, 0.0, 0.0, 0.0, 0.0]",0.6326601956916587,"[0.6724904042887919, 0.6099626042932944, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.05, 0.47, 0.28, 0.2]",KKfFP00BlY0FyTD,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.841,0.0,0.159,0.0,3.2,0.05467777777777778,0.1875,4.0,2.516,45.581,"[26.654213836477904, 49.15931034482794, 0.0, 0.0, 0.0, 0.0]",0.890201745991446,"[0.5205596124539197, 0.960086525102582, 0.0, 0.0, 0.0, 0.0]","[[11, 127, 163, 10, -12, 60], [-29, 43, 18, 65, 3, -22], [-22, -34, 11, -101, 22, 34], [-98, 115, -44, -8, 33, -7]]",35.51700000000001,"[18.65421383647793, 38.70508917954867, 0.0, 0.0, 0.0, 0.0]",0.693650762650626,"[0.36431876719094686, 0.7559144811739168, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.08000000000000002, 0.33, 0.16, 0.43]",X1an3is3yUOfCuZ,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.831,0.16899999999999998,0.0,0.0,3.2,0.038250000000000006,0.1875,1.0,3.5660000000000003,18.920000000000012,"[0.0, 18.920000000000066, 18.920000000000044, 0.0, 0.0, 0.0]",0.36950959904693104,"[0.0, 0.36950959904692604, 0.36950959904692987, 0.0, 0.0, 0.0]","[[-96, -56, -98, 47, -66, 28], [14, -71, 27, 42, 25, -47], [-2, 87, 17, -40, 66, -69], [112, -22, -4, -108, -63, 30]]",15.354000000000006,"[0.0, 15.849001203369498, 12.92000000000003, 0.0, 0.0, 0.0]",0.2998652422709608,"[0.0, 0.30953266807354124, 0.2523289650997006, 0.0, 0.0, 0.0]",51.20299999999999,"[0.3, 0.22, 0.08, 0.4]",iubSyA0EPXwngsD,-1.0,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.48200000000000004,0.0,0.518,0.0,0.3,0.06782222222222224,0.1875,4.0,2.365,28.968619999999994,"[28.941235521235274, 28.998049792530892, 0.0, 0.0, 0.0, 0.0]",0.4533288472974242,"[0.4529003086168708, 0.4537893930163515, 0.0, 0.0, 0.0, 0.0]","[[15, 90, 55, -167, -78, -16], [-46, -81, 39, 134, 26, -7], [46, -19, 69, -177, 14, -104], [-32, -73, -15, 28, 203, 27]]",19.50862,"[15.844710424710392, 23.446182572613946, 0.0, 0.0, 0.0, 0.0]",0.3052896622953897,"[0.24795327884433, 0.36690843123242045, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.06, 0.01, 0.6, 0.33]",q8OiXnEuGsljtb2,-1.0,75.0,0.9514563106796116,0.9494949494949495,0.9504950495049505
0.0,0.0,0.332,0.0,0.6679999999999999,0.0,3.2,0.019927777777777784,0.1875,4.0,3.7680000000000002,33.26,"[33.259999999999714, 33.260000000000176, 0.0, 0.0, 0.0, 0.0]",0.6495713141808098,"[0.6495713141808166, 0.649571314180806, 0.0, 0.0, 0.0, 0.0]","[[-33, -36, -64, -39, -109, 24], [-9, 26, 36, 11, 43, 38], [61, -11, 147, 71, 140, 2], [13, -125, 64, -113, -76, 69]]",18.188,"[17.595329341317544, 19.38048192771099, 0.0, 0.0, 0.0, 0.0]",0.355213561705369,"[0.3436386411209747, 0.3785028597486622, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.4, 0.14, 0.2, 0.26]",6lht0ZurQP2rMOw,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.091,0.485,0.424,0.0,3.2,0.002861111111111112,0.1875,4.0,5.485,-36.22000000000001,"[-36.21999999999974, -36.21999999999994, -36.219999999999814, 0.0, 0.0, 0.0]",-0.7073804269281097,"[-0.7073804269281072, -0.7073804269281108, -0.7073804269281094, 0.0, 0.0, 0.0]","[[-85, 44, -96, -82, -36, 62], [-103, 20, 12, 8, 1, -43], [41, -70, 89, 62, 54, 43], [19, -133, -24, 127, 45, 36]]",-58.16000000000002,"[-56.22000000000017, -56.219999999999985, -60.22000000000035, 0.0, 0.0, 0.0]",-1.135870945061813,"[-1.0979825400855368, -1.09798254008554, -1.1761029627170305, 0.0, 0.0, 0.0]",51.20299999999999,"[0.14, 0.45, 0.05, 0.36]",l6dGWbHa5ETDOcj,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.32899999999999996,0.0,0.6709999999999999,0.0,3.2,0.06761944444444447,0.1875,1.0,2.371,81.15106,"[81.83707898658666, 79.75191489361697, 0.0, 0.0, 0.0, 0.0]",1.5848887760482784,"[1.5982867993396292, 1.5575633242899145, 0.0, 0.0, 0.0, 0.0]","[[11, 99, 37, 96, -15, -10], [-102, 110, 161, -24, -71, 37], [-55, 8, 9, 21, 70, 82], [-34, -16, 17, 136, 62, 150]]",78.78005999999998,"[78.79385991058075, 78.75191489361697, 0.0, 0.0, 0.0, 0.0]",1.538582895533465,"[1.538852409245186, 1.5380332186320544, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.1, 0.54, 0.15, 0.21]",aYhiKG1buBq3xGu,-1.0,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.797,0.0,0.203,0.0,3.2,0.10841666666666666,0.1875,4.0,1.409,4.9963899999999954,"[-2.091428571428576, 6.801693851944847, 0.0, 0.0, 0.0, 0.0]",0.09758002460793304,"[-0.04084582097589145, 0.1328377995809779, 0.0, 0.0, 0.0, 0.0]","[[-17, -40, -75, -19, -145, 57], [-60, -77, 11, -48, -57, 46], [65, 14, 45, 68, 43, -74], [-43, -100, 101, 144, 15, -52]]",-0.6396100000000038,"[-11.017536945812786, 2.0037013801756647, 0.0, 0.0, 0.0, 0.0]",-0.012491650879831355,"[-0.2151736606412281, 0.039132499661653775, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.31, 0.14, 0.41, 0.14]",fNApTMMb9VDwixr,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.37799999999999995,0.0,0.622,0.0,3.2,0.04254444444444445,0.1875,4.0,3.2969999999999997,4.6099999999999985,"[4.610000000000005, 4.609999999999966, 0.0, 0.0, 0.0, 0.0]",0.09003378708278811,"[0.0900337870827883, 0.0900337870827883, 0.0, 0.0, 0.0, 0.0]","[[-51, -5, -21, 22, 85, -162], [116, -83, -48, -153, -19, -15], [-145, 63, 35, 42, -11, 57], [65, 89, -67, -6, 64, -24]]",-8.578,"[-11.647234726688225, -3.527566137566156, 0.0, 0.0, 0.0, 0.0]",-0.16752924633322264,"[-0.22747172483424946, -0.06889373938179674, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.15, 0.31, 0.28, 0.26]",KUyNdHbCfa4jtIt,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.7070000000000001,0.0,0.293,0.0,3.2,0.09181944444444444,0.1875,4.0,1.733,34.924,"[20.394061433447156, 40.94560113154223, 0.0, 0.0, 0.0, 0.0]",0.6820694099955079,"[0.398298174588347, 0.7996719163240823, 0.0, 0.0, 0.0, 0.0]","[[-9, -78, -36, -68, -82, 62], [135, -24, -85, -12, 1, -37], [-114, 88, -33, 158, -29, -49], [34, 60, -124, 8, -30, 180]]",27.991999999999994,"[10.168805460750832, 35.37841584158459, 0.0, 0.0, 0.0, 0.0]",0.546686717575142,"[0.1985978450628066, 0.6909441993942532, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.3, 0.28, 0.07, 0.35]",uosTR7R5rWOZ2TL,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.1875,1.0,6.0,54.01,"[0.0, 0.0, 54.010000000000375, 0.0, 0.0, 0.0]",0.8452004632092894,"[0.0, 0.0, 0.8452004632092748, 0.0, 0.0, 0.0]","[[-53, 18, 23, -85, 45, -33], [-49, 130, -42, -100, 156, -80], [-29, 8, -51, -42, 21, 17], [4, 19, 36, -77, -8, 23]]",48.01,"[0.0, 0.0, 48.01000000000017, 0.0, 0.0, 0.0]",0.7513066883665614,"[0.0, 0.0, 0.7513066883665557, 0.0, 0.0, 0.0]",63.90200000000002,"[0.5, 0.19, 0.15, 0.16]",mlhb2P64mtEuQDH,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
0.0,0.0,0.341,0.16399999999999998,0.495,0.0,3.2,0.04145277777777779,0.1875,1.0,3.463,4.6099999999999985,"[4.609999999999973, 4.609999999999973, 4.610000000000011, 0.0, 0.0, 0.0]",0.09003378708278811,"[0.0900337870827883, 0.09003378708278828, 0.09003378708278828, 0.0, 0.0, 0.0]","[[-51, -5, -21, 22, 85, -162], [116, -83, -48, -153, -19, -15], [-145, 63, 35, 42, -11, 57], [65, 89, -67, -6, 64, -24]]",1.1469999999999996,"[0.7716161616161704, 2.9120527859237653, -1.3899999999999944, 0.0, 0.0, 0.0]",0.02240103118957872,"[0.015069745163685052, 0.05687269859039061, -0.027146846864441496, 0.0, 0.0, 0.0]",51.20299999999999,"[0.15, 0.31, 0.28, 0.26]",KUyNdHbCfa4jtIt,-1.0,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.25,0.139,0.611,0.0,0.3,0.04202222222222223,0.1875,4.0,3.411,45.67999999999999,"[45.680000000000234, 45.68000000000016, 45.68000000000006, 0.0, 0.0, 0.0]",0.7148446058026353,"[0.7148446058026287, 0.7148446058026335, 0.714844605802636, 0.0, 0.0, 0.0]","[[-69, 20, -39, -17, -12, -39], [-84, 32, 105, 26, 11, 10], [55, 72, -55, -6, -46, 98], [-48, 65, 13, 95, 7, -61]]",32.036,"[30.99587561374816, 40.33600000000014, 21.67999999999996, 0.0, 0.0, 0.0]",0.5013301618102718,"[0.4850532943217435, 0.6312165503427125, 0.33926950643172427, 0.0, 0.0, 0.0]",63.90200000000002,"[0.02, 0.47, 0.14, 0.37]",02RpShoPR0hc5AX,-1.0,75.0,0.9514563106796116,0.9494949494949495,0.9504950495049505
0.0,0.0,0.0,1.0,0.0,0.0,3.2,0.0,0.1875,1.0,6.0,8.310000000000004,"[0.0, 0.0, 8.310000000000167, 0.0, 0.0, 0.0]",0.1622951780169131,"[0.0, 0.0, 0.16229517801691318, 0.0, 0.0, 0.0]","[[-22, -114, 79, 5, 92, -114], [-33, 60, -77, -61, 40, 174], [-71, 31, -34, -6, -5, 13], [-49, 92, 93, 56, 67, -111]]",2.3100000000000023,"[0.0, 0.0, 2.3099999999999583, 0.0, 0.0, 0.0]",0.045114544069683474,"[0.0, 0.0, 0.04511454406968341, 0.0, 0.0, 0.0]",51.20299999999999,"[0.25, 0.11, 0.47, 0.17]",f2xpn3YCjwjoU5x,-1.0,75.0,1.029126213592233,1.0303030303030303,1.0297029702970297
0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.1875,1.0,6.0,27.779999999999994,"[0.0, 0.0, 27.779999999999692, 0.0, 0.0, 0.0]",0.4347281775218302,"[0.0, 0.0, 0.4347281775218332, 0.0, 0.0, 0.0]","[[13, 44, -5, 28, -6, -76], [-40, 25, 9, -196, 123, -17], [-133, 45, -113, -55, 31, -16], [50, -67, -24, -11, -31, -43]]",21.779999999999994,"[0.0, 0.0, 21.779999999999927, 0.0, 0.0, 0.0]",0.3408344026791025,"[0.0, 0.0, 0.3408344026790971, 0.0, 0.0, 0.0]",63.90200000000002,"[0.38, 0.05, 0.02, 0.55]",nQ4KJRm5qzDmfGs,-1.0,75.0,1.0097087378640777,1.0101010101010102,1.00990099009901
