Other,Rand,SAT_TTB,TTB,TTB_SAT,WADD,alpha,click_var_gamble,click_var_outcome,cost,nr_clicks,payoff_gross,payoff_gross_by_strategy,payoff_gross_relative,payoff_gross_relative_by_strategy,payoff_matrix,payoff_net,payoff_net_by_strategy,payoff_net_relative,payoff_net_relative_by_strategy,payoff_perfect,probabilities,problem_id,processing_pattern,sigma,trial_weight_con_exclude,trial_weight_exp_exclude,trial_weight_exclude
0.0,0.0,0.196,0.18100000000000002,0.623,0.0,3.2,0.039341666666666684,0.1875,4.0,3.57,13.849999999999996,"[13.85000000000016, 13.849999999999948, 13.849999999999952, 0.0, 0.0, 0.0]",0.2704919633615218,"[0.2704919633615185, 0.27049196336152187, 0.27049196336152187, 0.0, 0.0, 0.0]","[[11, -192, -3, -131, 0, 63], [99, -2, -149, 65, -106, 101], [12, -17, -175, -95, 44, -177], [15, -23, -34, 84, -149, 28]]",-0.4300000000000043,"[-0.6411717495987154, 9.21734693877548, -10.150000000000032, 0.0, 0.0, 0.0]",-0.008397945432884874,"[-0.012522152014505301, 0.18001575959954544, -0.19823057242739772, 0.0, 0.0, 0.0]",51.20299999999999,"[0.48, 0.25, 0.24, 0.03]",SaPACZPUDlvdmkP,-1.0,75.0,1.3333333333333333,1.0,1.1700680272108843
0.0,0.0,0.66,0.0,0.34,0.0,0.3,0.06879444444444445,0.1875,1.0,2.3280000000000003,90.78775999999999,"[119.58000000000102, 75.95539393939463, 0.0, 0.0, 0.0, 0.0]",1.42073424931927,"[1.8713029326155584, 1.1886231094393505, 0.0, 0.0, 0.0, 0.0]","[[-87, -59, 53, -49, -157, -46], [-139, 11, 115, -40, -204, -116], [-51, -61, -54, 52, 84, -15], [-101, -17, 152, -16, 48, 138]]",88.45976,"[116.6035294117657, 73.96145454545518, 0.0, 0.0, 0.0, 0.0]",1.3843034646802916,"[1.8247242560759331, 1.157420026688596, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.09, 0.19, 0.08, 0.64]",WdVOkNPSiCkiKDf,-1.0,75.0,0.9066666666666667,1.1666666666666667,1.034013605442177
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.00519501133786848,0.11211224489795917,1.0,7.0,37.939999999999976,"[37.93999999999983, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5937216362555161,"[0.5937216362555099, 0.0, 0.0, 0.0, 0.0, 0.0]","[[-120, 22, -32, -105, -105, 26], [-6, -42, -123, 68, 59, -90], [87, -117, 56, -95, 34, -15], [-72, 54, 86, 15, -103, -66]]",30.94,"[30.93999999999947, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4841788989389999,"[0.48417889893899246, 0.0, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.010000000000000111, 0.58, 0.06, 0.35]",12Smwv1zSNyuuxE,-0.8173999999999999,75.0,0.9066666666666667,1.1666666666666667,1.034013605442177
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0034722222222222233,0.09375,1.0,8.0,35.75,"[35.75, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5594504084379207,"[0.5594504084379093, 0.0, 0.0, 0.0, 0.0, 0.0]","[[15, -30, 29, -47, -45, -53], [-99, -104, 26, 20, -32, -84], [159, -28, 100, -106, 63, 32], [61, -31, -171, -16, -79, -55]]",27.75,"[27.75, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4342587086476168,"[0.43425870864762006, 0.0, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.37, 0.44, 0.17, 0.02]",IBOZgXFSkyvyiUf,-0.8141714285714284,75.0,0.9066666666666667,1.1666666666666667,1.034013605442177
0.0,0.0,0.327,0.0,0.6729999999999999,0.0,3.2,0.0679,0.1875,4.0,2.377,81.26473999999997,"[81.37111441307529, 81.04581039755352, 0.0, 0.0, 0.0, 0.0]",1.587108958459465,"[1.589186461986128, 1.5828332401920397, 0.0, 0.0, 0.0, 0.0]","[[11, 99, 37, 96, -15, -10], [-102, 110, 161, -24, -71, 37], [-55, 8, 9, 21, 70, 82], [-34, -16, 17, 136, 62, 150]]",71.75674000000002,"[69.18686478454646, 77.04581039755351, 0.0, 0.0, 0.0, 0.0]",1.4014167138644222,"[1.3512267793790764, 1.504712817560568, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.1, 0.54, 0.15, 0.21]",aYhiKG1buBq3xGu,-1.0,75.0,1.3333333333333333,1.0,1.1700680272108843
0.0,0.0,0.452,0.0,0.5479999999999999,0.0,0.3,0.04521666666666668,0.1875,1.0,3.016,89.27825999999997,"[85.8871350364965, 93.38962389380539, 0.0, 0.0, 0.0, 0.0]",1.397112140465087,"[1.3440445531672907, 1.4614507197553337, 0.0, 0.0, 0.0, 0.0]","[[26, 3, -7, -50, 62, 37], [170, -11, -37, 11, -44, 59], [-158, -3, -108, -8, -23, -72], [5, 21, 96, 148, 8, -72]]",86.26226,"[82.30136861313882, 91.06440265486734, 0.0, 0.0, 0.0, 0.0]",1.3499148696441423,"[1.287931028968399, 1.425063419843939, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.03, 0.03, 0.2, 0.74]",Gq2ftjqDBmr2chN,-1.0,75.0,0.9066666666666667,1.1666666666666667,1.034013605442177
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0028344671201814067,0.1262755102040816,1.0,7.0,15.759999999999994,"[15.76000000000019, 0.0, 0.0, 0.0, 0.0, 0.0]",0.24662764858689856,"[0.24662764858689598, 0.0, 0.0, 0.0, 0.0, 0.0]","[[-56, 69, -45, 13, -11, -81], [158, 111, -15, 70, 133, 4], [-22, 1, -38, -46, -67, -123], [-17, 31, -20, -11, -19, -48]]",8.760000000000002,"[8.760000000000165, 0.0, 0.0, 0.0, 0.0, 0.0]",0.13708491127038275,"[0.13708491127038164, 0.0, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.02000000000000001, 0.04, 0.64, 0.3]",klD1PHboiI6GI83,-0.9403333333333332,75.0,0.9066666666666667,1.1666666666666667,1.034013605442177
0.0,0.0,0.772,0.0,0.228,0.0,3.2,0.06937222222222224,0.1875,4.0,2.338,43.92892,"[30.57999999999994, 47.871347150259446, 0.0, 0.0, 0.0, 0.0]",0.8579364490361894,"[0.5972306310177117, 0.9349324678292172, 0.0, 0.0, 0.0, 0.0]","[[7, -95, 8, -33, 43, -148], [36, -62, 14, 74, 0, 49], [-64, -38, 68, 51, -33, -99], [-18, -90, 7, 63, -23, -100]]",34.576919999999994,"[17.299298245613986, 39.67963730570008, 0.0, 0.0, 0.0, 0.0]",0.675290900923774,"[0.337857122543874, 0.7749475090463339, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.06, 0.31, 0.35, 0.28]",U6NalRd3JS7aHgM,-1.0,75.0,1.3333333333333333,1.0,1.1700680272108843
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.014990709561602419,0.09756401077097504,1.0,6.193,77.4,"[77.39999999999998, 0.0, 0.0, 0.0, 0.0, 0.0]",1.21122969547119,"[1.2112296954711967, 0.0, 0.0, 0.0, 0.0, 0.0]","[[61, -42, -94, -52, -163, 53], [85, -65, -84, 88, 40, 87], [53, -6, 64, -32, 83, -117], [101, 67, 39, -108, -29, 8]]",71.20699999999998,"[71.20700000000048, 0.0, 0.0, 0.0, 0.0, 0.0]",1.1143156708710211,"[1.1143156708710165, 0.0, 0.0, 0.0, 0.0, 0.0]",63.90200000000002,"[0.51, 0.17, 0.01, 0.31]",55wGWrG0AsulSFG,-0.7895761904761905,75.0,0.9066666666666667,1.1666666666666667,1.034013605442177
0.0,0.0,0.743,0.0,0.257,0.0,3.2,0.089875,0.1875,4.0,1.7830000000000001,-18.435920000000007,"[-29.141284046692615, -14.732987886944816, 0.0, 0.0, 0.0, 0.0]",-0.3600554655000683,"[-0.5691323564379547, -0.2877368100881748, 0.0, 0.0, 0.0, 0.0]","[[27, -53, -32, -18, 75, 68], [29, 3, 15, 149, -146, 2], [9, 32, -68, 54, -108, -104], [98, 31, 97, 8, -114, -101]]",-25.567920000000004,"[-39.86501945525292, -20.62262449528943, 0.0, 0.0, 0.0, 0.0]",-0.4993441790520087,"[-0.7785680420141949, -0.40276203533561117, 0.0, 0.0, 0.0, 0.0]",51.20299999999999,"[0.29, 0.22, 0.26, 0.23]",tK9NSXZJXL2a1DM,-1.0,75.0,1.3333333333333333,1.0,1.1700680272108843
