pid,rt,time_elapsed,trial_type,click_cost,payoff_index,probabilities,payoff_value,net_payoff,clicks,payoff_matrix,click_times,cost,choice_index,block,trial_index
11,1244.0,38150,mouselab,0,0,"[0.21, 0.36, 0.13, 0.3]",198,198,[],"[[-177, 47, -122, 177, 198, -60], [-17, -3, -68, -104, 35, -156], [-176, -1, 79, -213, 99, -84], [52, 245, 51, 127, 278, 27]]",[],0,4,instruct2,2
11,21541.0,61230,mouselab,0,1,"[0.22, 0.22, 0.27, 0.29]",144,144,"[10, 13, 1, 7, 0, 6, 12, 18, 19, 20, 14, 8, 2, 3, 9, 21, 15, 16, 22, 4, 5, 11, 17, 23]","[[-113, -169, 75, 70, 132, -136], [77, -4, 144, -211, -92, -101], [-76, -159, 43, -183, -154, 101], [125, 10, 121, 193, 46, 3]]","[3518, 4650, 5339, 6987, 10271, 10788, 11170, 11698, 12043, 12363, 12769, 13064, 13372, 13779, 14049, 14332, 14873, 15206, 15574, 16299, 16755, 17136, 17554, 18355]",0,2,instruct3,0
11,11001.0,73880,mouselab,0,3,"[0.28, 0.23, 0.2, 0.29]",53,53,"[2, 8, 14, 13, 7, 1, 6, 12, 0, 10, 9, 11, 4, 15, 21, 22, 17, 16]","[[-38, 60, -33, 24, -127, -190], [185, -396, 54, -56, 275, -211], [-140, 91, -366, -5, 230, 39], [184, 164, 145, 174, 53, 162]]","[1648, 1931, 2596, 2940, 3248, 3580, 4295, 4822, 5241, 5844, 6262, 6841, 7295, 8083, 8674, 9055, 9928, 10260]",0,4,instruct3,1
11,4714.0,79981,mouselab,0,2,"[0.17, 0.33, 0.27, 0.23]",-76,-76,"[2, 8, 14, 20, 9, 3]","[[115, -166, 31, -292, 301, 278], [24, 256, 47, -265, 164, 10], [-99, 39, -76, 266, -73, -61], [4, 0, 207, -223, -168, 130]]","[1327, 1917, 2410, 2794, 3272, 4057]",0,2,instruct3,2
11,10418.0,95277,mouselab,0,2,"[0.15, 0.33, 0.25, 0.27]",53,53,"[1, 7, 0, 6, 12, 13, 18, 19, 20, 14, 8, 2, 3, 9, 15, 21, 22, 10, 4, 5, 11, 16, 17, 23]","[[-81, -173, 144, -186, 3, 362], [44, -19, -252, 46, -13, -68], [147, 85, -115, -224, 77, 53], [-105, -148, 176, 245, -11, 10]]","[720, 1224, 1593, 1888, 2147, 2786, 3082, 3338, 3585, 4102, 4373, 4758, 5300, 5559, 5816, 6297, 6580, 6838, 7563, 7922, 8240, 8671, 9335, 9692]",0,5,test,0
11,2696.0,100963,mouselab,0,2,"[0.21, 0.29, 0.23, 0.27]",54,54,"[0, 6, 12, 18]","[[308, -177, -324, 415, 284, 136], [81, -29, -112, 210, -152, -137], [54, 137, -106, 226, 62, 138], [125, -33, -70, 43, 25, -302]]","[997, 1255, 1526, 2055]",0,0,test,1
11,14310.0,116750,mouselab,0,1,"[0.24, 0.19, 0.2, 0.37]",76,76,"[1, 0, 6, 7, 2, 3, 5, 11, 4, 10, 9, 8, 14, 15, 16, 17, 23, 22, 21, 20, 19, 13, 12, 18]","[[-133, 179, -175, 65, 153, -255], [291, -76, -7, 76, -310, 62], [-160, -76, 115, -143, 181, -140], [-150, -28, 60, 215, -266, 74]]","[784, 1142, 1573, 1856, 2238, 3088, 3334, 4798, 5291, 5869, 6190, 6803, 7099, 7443, 8010, 8355, 8687, 8933, 9461, 9866, 10225, 10532, 10987, 11357]",0,3,test,2
11,11763.0,129768,mouselab,0,2,"[0.25, 0.23, 0.28, 0.24]",79,79,"[0, 12, 18, 6, 1, 7, 13, 19, 20, 14, 8, 2, 3, 9, 10, 4, 5, 11, 17, 22, 23, 16, 15, 21]","[[-177, -22, 92, -55, -49, 144], [18, -20, 156, -217, 39, 280], [-240, -63, 79, 9, 138, -133], [-352, -158, 66, 121, 109, 94]]","[1008, 1278, 1623, 2373, 2841, 3136, 3431, 3875, 4208, 4540, 4945, 5327, 6040, 6348, 6889, 7234, 7923, 8217, 8870, 9257, 9521, 9990, 10286, 10827]",0,2,test,3
11,4021.0,136817,mouselab,0,2,"[0.21, 0.28, 0.23, 0.28]",-10,-10,"[6, 8, 9, 10, 11, 7]","[[-56, -37, 203, -265, 129, -14], [-99, 156, 70, -219, 267, 44], [-45, -10, -125, 191, 70, 172], [-204, 153, -52, -228, -20, -56]]","[932, 1301, 2112, 2520, 2839, 3649]",0,1,test,4
11,12716.0,151278,mouselab,0,3,"[0.17, 0.17, 0.37, 0.29]",138,138,"[0, 1, 2, 3, 4, 5, 11, 10, 9, 8, 7, 6, 12, 13, 14, 15, 16, 17, 23, 22, 21, 20, 19, 18]","[[180, -208, -56, -146, 37, -74], [-4, 87, 117, -38, -110, -101], [361, -212, -169, 78, 368, 145], [138, -43, 114, 128, 83, -107]]","[972, 1280, 1576, 2042, 2412, 2793, 3235, 3507, 3899, 4332, 4652, 5057, 5488, 6436, 6719, 7125, 7618, 8307, 8763, 9045, 9376, 9832, 10164, 11347]",0,0,test,5
11,11811.0,164543,mouselab,0,3,"[0.28, 0.22, 0.24, 0.26]",87,87,"[6, 0, 1, 7, 12, 13, 18, 19, 20, 14, 8, 2, 3, 9, 15, 21, 22, 16, 10, 4, 5, 11, 17, 23]","[[-327, 115, 75, 127, -37, -32], [-326, 97, 85, 38, 137, -173], [-29, -92, -82, -68, 52, 227], [29, 87, -210, -185, -67, -213]]","[1009, 1500, 1846, 2127, 2547, 2841, 3249, 3740, 4010, 4356, 4846, 5303, 5635, 5979, 6472, 6841, 7148, 7480, 8021, 8846, 9253, 9584, 10027, 10555]",0,1,test,6
11,11765.0,180343,mouselab,0,1,"[0.2, 0.19, 0.3, 0.31]",-296,-296,"[12, 13, 14, 15, 16, 17, 11, 10, 9, 8, 7, 6, 18, 19, 20, 21, 22, 23, 5, 4, 3, 2, 1, 0]","[[-229, 332, -52, 254, -234, -21], [-147, -296, -43, -212, 3, 116], [86, 97, -97, 184, 340, -38], [-108, 105, -3, 372, 123, -26]]","[1218, 1513, 1820, 2288, 2583, 3126, 3421, 3714, 4254, 4726, 5157, 5474, 6140, 6399, 6816, 7247, 7543, 7948, 8798, 9031, 9635, 9929, 10398, 10779]",0,1,test,7
11,12012.0,196205,mouselab,0,2,"[0.2, 0.49, 0.17, 0.14]",75,75,"[7, 6, 0, 1, 2, 3, 4, 5, 11, 10, 9, 8, 14, 15, 16, 17, 23, 22, 21, 20, 19, 13, 12, 18]","[[156, -153, 182, -69, -192, 245], [208, -21, 51, 112, -85, -101], [75, -40, -103, -28, -132, 84], [-162, -329, -37, 73, -29, -145]]","[1882, 2534, 3051, 3469, 3901, 4221, 4712, 5081, 5450, 5709, 6004, 6434, 6878, 7186, 7592, 8110, 8394, 8639, 8970, 9366, 9696, 10066, 10410, 10755]",0,0,test,8
11,25413.0,223402,mouselab,0,3,"[0.19, 0.18, 0.28, 0.35]",89,89,"[18, 6, 0, 1, 7, 13, 12, 19, 20, 14, 8, 2, 3, 9, 10, 4, 5, 11, 17, 16, 15, 21, 22, 23]","[[55, -140, -22, -166, 153, 3], [247, -227, 72, -26, 154, 40], [274, -165, 204, -39, -48, 48], [-226, -200, 89, -66, -90, -75]]","[15223, 15543, 16244, 16601, 16872, 17180, 17500, 18139, 18447, 18878, 19271, 19690, 20060, 20342, 21019, 21326, 21707, 22003, 22446, 22754, 23124, 23480, 23763, 24022]",0,2,test,9
5,3349.0,8815,mouselab,0,1,"[0.2, 0.2, 0.1, 0.5]",-162,-162,[],"[[-35, 38, 28, -24, 73, 69], [-162, 45, 70, 24, -79, 27], [127, 130, -93, -33, -20, -9], [-42, -50, -21, 98, 158, 37]]",[],0,0,instruct1,0
5,1946.0,11656,mouselab,0,1,"[0.2, 0.2, 0.1, 0.5]",45,45,[],"[[-35, 38, 28, -24, 73, 69], [-162, 45, 70, 24, -79, 27], [127, 130, -93, -33, -20, -9], [-42, -50, -21, 98, 158, 37]]",[],0,1,instruct1,1
5,1024.0,14133,mouselab,0,3,"[0.2, 0.2, 0.1, 0.5]",-21,-21,[],"[[-35, 38, 28, -24, 73, 69], [-162, 45, 70, 24, -79, 27], [127, 130, -93, -33, -20, -9], [-42, -50, -21, 98, 158, 37]]",[],0,2,instruct1,2
5,5676.0,21165,mouselab,0,1,"[0.04, 0.45, 0.04, 0.47]",95,95,[],"[[-135, 116, 29, 42, -2, 82], [61, 95, -56, 4, 46, -216], [12, 84, -86, 75, 74, 45], [-10, 171, -68, -67, 20, 159]]",[],0,1,instruct2,0
5,1753.0,24298,mouselab,0,3,"[0.08, 0.14, 0.2, 0.58]",150,150,[],"[[191, 45, -36, -19, 158, -103], [139, -58, 46, 111, -85, -3], [33, 3, -21, -36, -2, 16], [150, 28, 116, -5, -211, 22]]",[],0,0,instruct2,1
5,3311.0,28647,mouselab,0,1,"[0.039999999999999994, 0.89, 0.05, 0.02]",120,120,[],"[[-204, 149, -18, -135, -82, 165], [37, 14, -13, -9, 87, 120], [-117, 25, 32, 15, 3, 40], [47, 61, -19, -75, -18, 97]]",[],0,5,instruct2,2
5,12603.0,42275,mouselab,0,3,"[0.18, 0.24, 0.24, 0.34]",84,84,"[0, 1, 2, 7, 8, 14, 20, 3, 9, 10, 5, 11, 4, 16, 17, 23, 22, 21, 15, 13, 19, 18, 12, 6]","[[-169, -3, 67, 52, 99, -57], [56, -13, -28, -105, -37, 55], [37, 60, 33, 29, -58, -5], [84, 104, 51, -19, 16, -149]]","[3269, 3654, 3995, 4685, 5003, 5272, 5509, 5952, 6193, 7213, 7573, 7886, 8145, 8462, 8711, 8993, 9244, 9506, 9740, 10119, 10400, 10619, 10842, 11126]",0,0,instruct3,0
5,7726.0,50933,mouselab,0,3,"[0.03, 0.02, 0.51, 0.44]",-67,-67,"[0, 6, 12, 18, 19, 13, 7, 1, 2, 8, 14, 20, 21, 15, 9, 3, 4, 10, 16, 22, 23, 17, 11, 5]","[[-43, 11, -89, -98, 132, 10], [54, -6, 70, -87, -98, 90], [-23, -95, -67, 12, -43, 84], [-143, -61, -125, 13, 61, -67]]","[949, 1228, 1482, 1698, 1970, 2191, 2399, 2604, 2891, 3194, 3590, 3995, 4424, 4748, 5022, 5240, 5502, 5742, 5982, 6256, 6512, 6776, 6985, 7188]",0,5,instruct3,1
5,8644.0,62472,mouselab,0,0,"[0.65, 0.08, 0.26, 0.01]",-30,-30,"[0, 6, 12, 18, 19, 13, 7, 1, 2, 8, 14, 20, 21, 15, 9, 3, 4, 10, 22, 16, 17, 23, 11, 5]","[[-50, 117, 86, -99, -30, -73], [-17, 74, 1, -68, 73, 18], [-36, -33, 108, -41, 49, -20], [51, 96, -10, -45, 116, 151]]","[1063, 1382, 1827, 2260, 2606, 2918, 3244, 3514, 3816, 4110, 4385, 4690, 4976, 5238, 5433, 5678, 5917, 6196, 6415, 6970, 7219, 7481, 7771, 8037]",0,4,instruct3,2
5,4714.0,71500,mouselab,0,3,"[0.06999999999999999, 0.33, 0.49, 0.11]",-51,-51,"[12, 6, 7, 13, 14, 8, 9, 15, 16, 10, 11, 17]","[[-36, -91, 124, -60, -7, 70], [51, 71, 13, -4, -69, -38], [-2, -36, -12, 187, 61, -15], [59, 15, -41, -51, -153, 7]]","[1338, 1565, 1794, 2011, 2213, 2449, 2669, 2915, 3133, 3370, 3603, 3821]",0,3,test,0
5,5821.0,78375,mouselab,0,2,"[0.07, 0.3, 0.48, 0.15]",188,188,"[6, 12, 13, 7, 8, 14, 15, 9, 10, 16, 17, 11, 3, 4, 21, 22]","[[81, 16, -68, -23, 56, -182], [-2, -61, 9, 147, 78, -18], [-14, -90, -87, 107, 188, -135], [13, 12, -104, 127, -1, 136]]","[1034, 1306, 1508, 1750, 1960, 2164, 2388, 2589, 2824, 3051, 3258, 3471, 3949, 4174, 4728, 5042]",0,4,test,1
5,9478.0,88998,mouselab,0,2,"[0.2699999999999999, 0.07, 0.56, 0.1]",-91,-91,"[12, 13, 14, 15, 16, 17, 0, 1, 2, 3, 4, 5, 10, 8, 7, 6, 18, 19, 20, 21, 22, 23, 11, 9]","[[-25, -45, 25, -74, -14, -11], [-112, 56, 122, 83, -2, 48], [86, -123, -91, -50, 41, 8], [94, -82, 117, -26, -140, -141]]","[1237, 1542, 1868, 2205, 2485, 2719, 3323, 3546, 3813, 4059, 4316, 4545, 4904, 5239, 5921, 6174, 6501, 6708, 6969, 7427, 7694, 7904, 8300, 8605]",0,2,test,2
5,3809.0,93747,mouselab,0,3,"[0.09, 0.1, 0.01, 0.8]",136,136,"[18, 19, 20, 21, 22, 23]","[[-122, 86, -29, 66, 30, -130], [17, -131, -59, -27, 86, 146], [57, 48, -14, 92, -52, -50], [92, 85, 108, 36, 136, 58]]","[1841, 2050, 2291, 2536, 2824, 3110]",0,4,test,3
5,9771.0,104728,mouselab,0,1,"[0.25, 0.08, 0.27, 0.4]",-4,-4,"[18, 12, 0, 1, 13, 19, 20, 14, 2, 3, 15, 21, 22, 16, 4, 5, 17, 23]","[[-43, 2, -11, -3, -95, -6], [-73, -8, -4, 20, -34, 58], [-116, -60, 109, 11, 6, -68], [37, 128, 16, 40, 17, 121]]","[1815, 2064, 2369, 2618, 2945, 3198, 3412, 3629, 4124, 4395, 4736, 4962, 5210, 5417, 5763, 6010, 6324, 6660]",0,2,test,4
5,6539.0,112279,mouselab,0,2,"[0.20000000000000012, 0.47, 0.23, 0.1]",103,103,"[6, 12, 13, 7, 1, 0, 2, 14, 15, 9, 8, 3, 4, 10, 16, 17, 11, 5]","[[-54, 36, -65, -7, -103, 1], [-78, 106, -19, -44, -42, 1], [-59, 103, -83, -51, 25, 41], [-8, 128, -45, 15, 175, 59]]","[1629, 1940, 2167, 2386, 2644, 2872, 3189, 3636, 3874, 4103, 4291, 4545, 4772, 5036, 5244, 5446, 5680, 5924]",0,1,test,5
5,5906.0,119796,mouselab,0,1,"[0.009999999999999992, 0.54, 0.02, 0.43]",133,133,"[6, 18, 19, 7, 8, 20, 21, 9, 10, 22, 23, 11]","[[53, -9, 64, 33, -1, 23], [-65, -40, 133, -37, -105, -36], [-91, 44, -85, -137, -23, -87], [-13, -72, -123, -6, 73, -24]]","[1100, 1416, 1642, 1903, 2139, 2442, 2676, 2947, 3188, 3516, 3707, 4013]",0,2,test,6
5,4478.0,125213,mouselab,0,3,"[0.01, 0.06, 0.55, 0.38]",143,143,"[12, 18, 19, 13, 14, 20, 21, 15, 16, 22, 23, 17]","[[-13, -27, 28, -101, 82, 144], [30, 63, -54, -193, -9, -4], [-19, -88, 62, -2, -139, -38], [-52, 21, -150, 8, 143, -92]]","[1165, 1431, 1613, 1814, 2038, 2253, 2467, 2702, 2949, 3166, 3381, 3628]",0,4,test,7
5,3408.0,129481,mouselab,0,3,"[0.01, 0.13, 0.02, 0.84]",69,69,"[18, 19, 20, 21, 22, 23]","[[-50, -51, -82, -27, 41, 81], [-24, -22, 86, -44, -45, 105], [-2, 127, 6, 61, -19, 30], [46, -74, -69, 48, 69, 54]]","[1082, 1610, 1854, 2104, 2371, 2646]",0,4,test,8
5,3502.0,133999,mouselab,0,3,"[0.12000000000000001, 0.48, 0.25, 0.15]",46,46,"[6, 7, 8, 9, 10, 11]","[[-84, 57, -58, -36, 72, -79], [-77, 33, 39, -55, 41, 100], [-64, -63, 91, -99, -130, -57], [-78, -49, 38, 97, -29, 46]]","[1254, 1473, 1720, 1965, 2456, 2811]",0,5,test,9
0,40840.0,47521,mouselab,0,2,"[0.2, 0.2, 0.1, 0.5]",101,101,[],"[[132, 69, -122, -103, 97, 143], [0, 56, -129, 381, -33, 8], [101, -258, 79, -57, -169, 25], [-38, 67, -308, -149, -11, 180]]",[],0,0,instruct1,0
0,1640.0,109543,mouselab,0,1,"[0.2, 0.2, 0.1, 0.5]",56,56,[],"[[132, 69, -122, -103, 97, 143], [0, 56, -129, 381, -33, 8], [101, -258, 79, -57, -169, 25], [-38, 67, -308, -149, -11, 180]]",[],0,1,instruct1,1
0,3049.0,113611,mouselab,0,0,"[0.2, 0.2, 0.1, 0.5]",-122,-122,[],"[[132, 69, -122, -103, 97, 143], [0, 56, -129, 381, -33, 8], [101, -258, 79, -57, -169, 25], [-38, 67, -308, -149, -11, 180]]",[],0,2,instruct1,2
0,8996.0,125123,mouselab,0,0,"[0.92, 0.01, 0.06, 0.01]",391,391,[],"[[-114, 102, -201, 391, 194, 347], [105, 17, 307, 341, 189, 41], [72, -145, 76, 261, -311, 224], [-84, -23, 216, 245, -143, -319]]",[],0,3,instruct2,0
0,3297.0,131315,mouselab,0,0,"[0.3999999999999999, 0.02, 0.02, 0.56]",299,299,[],"[[266, 92, 147, 299, -21, -79], [-123, 184, 59, 303, 95, 269], [-209, -178, 13, 205, -321, 142], [85, 203, 23, 248, -195, -65]]",[],0,3,instruct2,1
0,3278.0,136636,mouselab,0,1,"[0.32, 0.41, 0.16, 0.11]",101,101,[],"[[16, 168, -59, 19, 225, -28], [68, 11, -202, -279, 101, -62], [-117, 46, 88, -243, 253, 187], [76, 131, -60, 167, 189, -17]]",[],0,4,instruct2,2
0,3680.0,142687,mouselab,0,3,"[0.54, 0.01, 0.15, 0.3]",0,0,[],"[[44, -50, -65, -263, 181, 15], [189, -177, 168, -135, 320, 42], [-40, 119, -197, 201, 119, 56], [133, 279, 69, 0, 179, -130]]",[],0,3,instruct3,0
0,825.0,145143,mouselab,0,2,"[0.18000000000000002, 0.51, 0.21, 0.1]",-19,-19,[],"[[-45, -176, 206, 134, -114, 104], [4, -21, 231, -28, -117, -37], [-6, -73, -88, -10, -19, -278], [-31, 115, 181, 7, -149, -133]]",[],0,4,instruct3,1
0,502.0,146702,mouselab,0,2,"[0.01, 0.08, 0.81, 0.1]",-302,-302,[],"[[5, -335, 447, -100, -164, -76], [177, 103, -51, -108, -44, 47], [-27, 63, -302, -359, 131, 62], [326, -38, -8, 109, 33, -78]]",[],0,2,instruct3,2
0,1079.0,155494,mouselab,0,0,"[0.62, 0.22, 0.15, 0.01]",-113,-113,[],"[[85, -46, 152, -46, -113, -63], [108, -54, 170, -35, 169, 76], [-53, 94, 267, 58, -142, -326], [202, -251, 11, 17, -77, -15]]",[],0,4,test,0
0,591.0,157864,mouselab,0,0,"[0.51, 0.05, 0.4, 0.04]",109,109,[],"[[26, 105, 256, -43, 109, -243], [62, 339, 202, 258, 167, 136], [110, 135, -11, 150, -64, 160], [-41, 148, -65, 14, -288, -453]]",[],0,4,test,1
0,551.0,160063,mouselab,0,3,"[0.26, 0.26, 0.28, 0.2]",-64,-64,[],"[[219, 1, -44, 189, -147, -102], [204, -143, 114, -133, 101, -32], [102, -107, -146, -46, 166, -141], [189, -150, 25, -64, -101, 175]]",[],0,3,test,2
0,11784.0,173442,mouselab,0,0,"[0.54, 0.08, 0.24, 0.14]",162,162,"[2, 8, 14, 20, 19, 13, 7, 1, 0, 6, 12, 18, 21, 15, 9, 3, 4, 10, 16, 22, 5, 11, 17, 23]","[[-106, 25, 162, 236, -45, -122], [145, 43, 142, -45, -20, 96], [-287, -64, -9, -2, 96, -309], [-158, 136, 35, 195, 61, 87]]","[741, 2033, 2515, 3305, 4299, 4657, 5000, 5352, 5649, 5986, 6292, 6630, 7236, 7506, 7821, 8182, 8467, 8787, 9103, 9410, 9897, 10208, 10492, 10810]",0,2,test,3
0,10835.0,186996,mouselab,0,3,"[0.25, 0.19, 0.07, 0.49]",94,94,"[0, 1, 2, 3, 4, 5, 11, 10, 9, 15, 21, 20, 14, 8, 7, 13, 19, 18, 12, 6, 17, 23]","[[7, -186, 84, -238, -15, 84], [16, 118, 52, 14, -28, 93], [-153, 311, -66, -170, 108, 21], [-80, 94, -143, 9, -199, 152]]","[958, 1302, 1625, 1954, 2266, 2552, 2860, 3142, 3461, 3850, 4132, 4429, 4729, 5017, 5277, 5572, 5888, 6180, 6455, 6749, 8244, 8494]",0,1,test,4
0,10422.0,201979,mouselab,0,3,"[0.05, 0.01, 0.01, 0.93]",343,343,"[0, 1, 2, 3, 4, 5, 11, 10, 9, 8, 7, 6, 12, 15, 21, 20, 14, 13, 19, 18, 17, 16, 22, 23]","[[82, 106, 88, -71, 170, -157], [-97, -473, -30, 201, -240, -79], [56, 184, -87, 13, 43, 41], [116, 343, -82, -2, 68, -44]]","[809, 1095, 1419, 1946, 2275, 2644, 2958, 3236, 3580, 3919, 4266, 4755, 5124, 5662, 5949, 6409, 6683, 6948, 7212, 7498, 8435, 8778, 9104, 9446]",0,1,test,5
0,10628.0,213994,mouselab,0,0,"[0.89, 0.03, 0.01, 0.07]",238,238,"[0, 1, 2, 3, 4, 5, 11, 6, 7, 9, 8, 16, 17, 10, 22, 23, 21, 15, 14, 20, 19, 13, 12, 18]","[[238, 61, -52, 125, 87, -7], [136, -124, -3, 55, -321, 3], [-222, -87, 50, 133, 28, -86], [-157, 6, -31, -132, 28, 16]]","[847, 1182, 1618, 2007, 2329, 2653, 2979, 3637, 3924, 4204, 4721, 5447, 5915, 6219, 6533, 6845, 7226, 7521, 7803, 8089, 8374, 8650, 8902, 9231]",0,0,test,6
0,12292.0,227808,mouselab,0,3,"[0.04000000000000001, 0.1, 0.27, 0.59]",119,119,"[0, 6, 12, 18, 19, 20, 21, 23, 22, 17, 11, 5, 4, 10, 16, 15, 9, 3, 2, 8, 14, 13, 7, 1]","[[44, 18, 52, -69, -10, -27], [-240, -175, -7, -69, 30, 6], [61, 11, -139, 200, 41, -208], [-135, -38, 1, -87, -101, 119]]","[818, 1137, 1483, 1816, 2188, 2481, 2892, 3216, 3646, 4514, 4995, 5313, 6043, 6337, 6624, 7750, 8077, 8461, 8963, 9215, 9651, 10035, 10270, 10612]",0,5,test,7
0,11245.0,241275,mouselab,0,2,"[0.22, 0.04, 0.47, 0.27]",358,358,"[0, 12, 18, 1, 2, 3, 4, 13, 15, 14, 16, 17, 5, 21, 20, 19, 9, 22, 23]","[[13, 109, 25, 166, -137, 98], [30, 283, -74, -62, 106, -8], [168, -278, 67, 358, 182, 72], [21, -37, 313, 49, -101, -183]]","[972, 1604, 2057, 2925, 3241, 3587, 3868, 5332, 5615, 6058, 6406, 6753, 7190, 7632, 8100, 8385, 8781, 9441, 10241]",0,3,test,8
0,12916.0,255835,mouselab,0,0,"[0.65, 0.13, 0.19, 0.03]",209,209,"[0, 6, 12, 19, 18, 13, 7, 1, 2, 8, 14, 20, 21, 15, 9, 3, 4, 10, 22, 16, 5, 11, 17, 23]","[[-91, -97, 134, 13, 209, 127], [-110, -173, 182, 279, -24, -29], [-299, -52, -292, -270, -21, -78], [276, -34, -30, 5, -287, -85]]","[1870, 2291, 2630, 3338, 3681, 4009, 4396, 4742, 5088, 5403, 5718, 6053, 6377, 6667, 7007, 7311, 7757, 8061, 8380, 9014, 9372, 9716, 10070, 10468]",0,4,test,9
13,58567.0,67334,mouselab,0,0,"[0.2, 0.2, 0.1, 0.5]",38,38,[],"[[38, 102, 32, 129, -46, 105], [-65, 22, -187, 59, 34, -62], [306, -43, 40, -151, 71, 159], [257, -61, -107, -144, 223, -156]]",[],0,0,instruct1,0
13,3830.0,94739,mouselab,0,0,"[0.2, 0.2, 0.1, 0.5]",102,102,[],"[[38, 102, 32, 129, -46, 105], [-65, 22, -187, 59, 34, -62], [306, -43, 40, -151, 71, 159], [257, -61, -107, -144, 223, -156]]",[],0,1,instruct1,1
13,4542.0,103215,mouselab,0,3,"[0.2, 0.2, 0.1, 0.5]",-107,-107,[],"[[38, 102, 32, 129, -46, 105], [-65, 22, -187, 59, 34, -62], [306, -43, 40, -151, 71, 159], [257, -61, -107, -144, 223, -156]]",[],0,2,instruct1,2
13,8981.0,125906,mouselab,0,1,"[0.31, 0.17, 0.29, 0.23]",293,293,[],"[[11, 208, 168, 233, -199, -5], [81, 233, 26, 293, 114, 47], [149, 94, -334, 186, -63, -438], [137, -48, 101, 193, 155, 53]]",[],0,3,instruct2,0
13,4774.0,138127,mouselab,0,2,"[0.29, 0.22, 0.35, 0.14]",138,138,[],"[[22, 201, 159, -100, -258, 73], [-1, 69, -263, -10, -190, -180], [-69, 138, 91, 19, 15, 37], [-64, 0, -79, -155, -96, -47]]",[],0,1,instruct2,1
13,10649.0,154892,mouselab,0,1,"[0.23, 0.2, 0.2, 0.37]",232,232,[],"[[160, -69, -48, 11, 140, -231], [232, -157, 166, 9, -135, 147], [346, 288, -351, -4, 135, -30], [184, 164, 81, 72, -155, -74]]",[],0,0,instruct2,2
13,60018.0,217623,mouselab,0,2,"[0.34, 0.18, 0.21, 0.27]",-271,-271,"[1, 0, 2, 6, 13, 18, 8]","[[-356, 236, 106, -104, -104, 385], [-67, -21, -203, -88, -36, -31], [-271, 142, -391, -93, -129, 111], [90, -36, 44, -86, -216, 225]]","[17805, 22239, 25081, 47877, 49956, 53243, 56293]",0,0,instruct3,0
13,19462.0,239627,mouselab,0,1,"[0.23, 0.24, 0.19, 0.34]",70,70,"[3, 9, 15, 2, 14, 13]","[[256, 163, -77, 40, 89, -157], [-18, 71, 81, 70, -172, 42], [-315, 91, 86, -73, 206, 24], [8, 6, 24, -12, -399, 66]]","[2950, 4505, 5960, 10427, 13428, 16398]",0,3,instruct3,1
13,11626.0,255769,mouselab,0,3,"[0.23, 0.2, 0.28, 0.29]",206,206,"[5, 23, 11]","[[8, -57, 215, -4, 196, 19], [146, 53, -126, 71, 18, -168], [-158, -198, 55, 41, 250, -132], [17, -276, -71, -168, 232, 206]]","[2137, 4821, 8119]",0,5,instruct3,2
13,29751.0,293119,mouselab,0,2,"[0.3, 0.15, 0.24, 0.31]",206,206,"[0, 6, 1, 8, 2, 3, 4, 5, 9, 10, 11, 7, 12, 13, 14, 18, 19, 20]","[[55, 26, 210, -82, -158, 154], [-122, -64, 42, -32, -232, -98], [47, -45, 206, 135, -67, -65], [-187, -195, -67, -178, -1, -286]]","[4353, 5889, 8523, 10703, 11833, 13763, 14725, 15775, 16943, 17834, 18755, 20083, 21003, 21836, 22569, 23947, 25659, 28482]",0,2,test,0
13,11587.0,308260,mouselab,0,0,"[0.31, 0.21, 0.27, 0.21]",1,1,"[1, 7, 13, 19, 2, 14, 8]","[[-2, 195, 1, -60, 188, 216], [24, -50, 94, 98, 175, 82], [-164, -19, 77, -189, 251, -76], [255, -162, 84, -4, -79, 360]]","[2018, 2840, 4205, 5108, 6395, 7545, 8435]",0,2,test,1
13,7113.0,319947,mouselab,0,3,"[0.19, 0.17, 0.41, 0.23]",66,66,"[5, 23, 17, 11]","[[141, 226, 110, -91, -50, -4], [7, -122, 230, -17, 119, 296], [-82, -89, 7, 6, 37, -114], [37, 10, -213, 356, -56, 66]]","[1625, 2673, 4615, 5457]",0,5,test,2
13,5982.0,330061,mouselab,0,3,"[0.11, 0.29, 0.36, 0.24]",36,36,"[2, 8, 14, 20]","[[183, -4, 133, -277, -24, 20], [68, -74, 12, -233, -56, 58], [214, 83, 41, -274, -13, 28], [-223, -110, 36, 114, -399, -100]]","[1415, 2346, 3564, 4465]",0,2,test,3
13,24403.0,357076,mouselab,0,2,"[0.17, 0.26, 0.29, 0.28]",-60,-60,"[0, 6, 12, 18, 1, 7, 13, 19, 2, 8, 14, 20, 15, 9, 3, 21, 22, 16, 10, 4, 5, 11, 17, 23]","[[161, -123, 44, -108, 34, 152], [0, 210, 154, -227, 5, 34], [-138, -45, -60, 125, -99, -281], [-97, -118, 130, -44, -262, 140]]","[2036, 3671, 4463, 5374, 6682, 7355, 8039, 8970, 10423, 11751, 12563, 13207, 13969, 14653, 15098, 15812, 16446, 16822, 17269, 17773, 18199, 18724, 19328, 19813]",0,2,test,4
